"Plot Title: 21909581"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909581, SEN S/N: 21909581)","Temp, °F (LGR S/N: 21909581, SEN S/N: 21909581)","Expired Sensor Cap (LGR S/N: 21909581)","Coupler Detached (LGR S/N: 21909581)","Coupler Attached (LGR S/N: 21909581)","Stopped (LGR S/N: 21909581)","End Of File (LGR S/N: 21909581)"
1355,10/17/24 09:22:36 PM,0.19,85.50,,,,,
1356,10/17/24 10:22:36 PM,0.18,85.60,,,,,
1357,10/17/24 11:22:36 PM,0.21,85.46,,,,,
1358,10/18/24 12:22:36 AM,0.19,85.64,,,,,
1359,10/18/24 01:22:36 AM,0.23,85.68,,,,,
1360,10/18/24 02:22:36 AM,0.21,85.64,,,,,
1361,10/18/24 03:22:36 AM,0.24,85.32,,,,,
1362,10/18/24 04:22:36 AM,0.22,85.21,,,,,
1363,10/18/24 05:22:36 AM,0.22,85.24,,,,,
1364,10/18/24 06:22:36 AM,0.24,85.39,,,,,
1365,10/18/24 07:22:36 AM,0.23,85.64,,,,,
1366,10/18/24 08:22:36 AM,0.24,85.46,,,,,
1367,10/18/24 09:22:36 AM,0.29,85.46,,,,,
1368,10/18/24 10:22:36 AM,0.34,85.53,,,,,
1369,10/18/24 11:22:36 AM,0.43,85.46,,,,,
1370,10/18/24 12:22:36 PM,0.45,85.57,,,,,
1371,10/18/24 01:22:36 PM,0.84,85.68,,,,,
1372,10/18/24 02:22:36 PM,0.97,85.78,,,,,
1373,10/18/24 03:22:36 PM,1.03,85.75,,,,,
1374,10/18/24 04:22:36 PM,0.83,85.60,,,,,
1375,10/18/24 05:22:36 PM,0.70,85.64,,,,,
1376,10/18/24 06:22:36 PM,0.42,85.75,,,,,
1377,10/18/24 07:22:36 PM,0.34,85.75,,,,,
1378,10/18/24 08:22:36 PM,0.30,85.71,,,,,
1379,10/18/24 09:22:36 PM,0.31,85.50,,,,,
1380,10/18/24 10:22:36 PM,0.30,85.53,,,,,
1381,10/18/24 11:22:36 PM,0.33,85.42,,,,,
1382,10/19/24 12:22:36 AM,0.33,85.32,,,,,
1383,10/19/24 01:22:36 AM,0.32,85.14,,,,,
1384,10/19/24 02:22:36 AM,0.31,84.74,,,,,
1385,10/19/24 03:22:36 AM,0.33,84.45,,,,,
1386,10/19/24 04:22:36 AM,0.30,84.42,,,,,
1387,10/19/24 05:22:36 AM,0.29,84.63,,,,,
1388,10/19/24 06:22:36 AM,0.30,84.88,,,,,
1389,10/19/24 07:22:36 AM,0.29,84.92,,,,,
1390,10/19/24 08:22:36 AM,0.29,84.96,,,,,
1391,10/19/24 09:22:36 AM,0.30,85.03,,,,,
1392,10/19/24 10:22:36 AM,0.29,85.06,,,,,
1393,10/19/24 11:22:36 AM,0.32,85.24,,,,,
1394,10/19/24 12:22:36 PM,0.40,85.24,,,,,
1395,10/19/24 01:22:36 PM,0.43,85.28,,,,,
1396,10/19/24 02:22:36 PM,0.42,85.32,,,,,
1397,10/19/24 03:22:36 PM,0.84,85.32,,,,,
1398,10/19/24 04:22:36 PM,1.03,85.35,,,,,
1399,10/19/24 05:22:36 PM,0.87,85.35,,,,,
1400,10/19/24 06:22:36 PM,0.50,85.32,,,,,
1401,10/19/24 07:22:36 PM,0.36,85.32,,,,,
1402,10/19/24 08:22:36 PM,0.34,85.28,,,,,
1403,10/19/24 09:22:36 PM,0.32,85.28,,,,,
1404,10/19/24 10:22:36 PM,0.33,85.32,,,,,
1405,10/19/24 11:22:36 PM,0.35,85.28,,,,,
1406,10/20/24 12:22:36 AM,0.35,85.28,,,,,
1407,10/20/24 01:22:36 AM,0.35,85.28,,,,,
1408,10/20/24 02:22:36 AM,0.35,85.32,,,,,
1409,10/20/24 03:22:36 AM,0.33,85.28,,,,,
1410,10/20/24 04:22:36 AM,0.32,85.17,,,,,
1411,10/20/24 05:22:36 AM,0.31,84.81,,,,,
1412,10/20/24 06:22:36 AM,0.30,85.10,,,,,
1413,10/20/24 07:22:36 AM,0.31,84.52,,,,,
1414,10/20/24 08:22:36 AM,0.35,84.60,,,,,
1415,10/20/24 09:22:36 AM,0.92,84.81,,,,,
1416,10/20/24 10:22:36 AM,1.48,84.92,,,,,
1417,10/20/24 11:22:36 AM,5.03,85.35,,,,,
1418,10/20/24 12:22:36 PM,9.50,84.92,,,,,
1419,10/20/24 01:22:36 PM,13.63,84.63,,,,,
1420,10/20/24 02:22:36 PM,14.97,84.74,,,,,
1421,10/20/24 03:22:36 PM,16.00,84.88,,,,,
1422,10/20/24 04:22:36 PM,14.55,84.96,,,,,
1423,10/20/24 05:22:36 PM,10.91,84.96,,,,,
1424,10/20/24 06:22:36 PM,5.32,85.14,,,,,
1425,10/20/24 07:22:36 PM,0.63,85.14,,,,,
1426,10/20/24 08:22:36 PM,0.34,85.06,,,,,
1427,10/20/24 09:22:36 PM,0.31,85.10,,,,,
1428,10/20/24 10:22:36 PM,0.33,85.03,,,,,
1429,10/20/24 11:22:36 PM,0.32,84.96,,,,,
1430,10/21/24 12:22:36 AM,0.31,84.92,,,,,
1431,10/21/24 01:22:36 AM,0.31,84.88,,,,,
1432,10/21/24 02:22:36 AM,0.30,84.88,,,,,
1433,10/21/24 03:22:36 AM,0.30,84.85,,,,,
1434,10/21/24 04:22:36 AM,0.26,84.81,,,,,
1435,10/21/24 05:22:36 AM,0.24,84.81,,,,,
1436,10/21/24 06:22:36 AM,0.22,84.78,,,,,
1437,10/21/24 07:22:36 AM,0.20,84.81,,,,,
1438,10/21/24 08:22:36 AM,0.25,84.74,,,,,
1439,10/21/24 09:22:36 AM,1.06,84.78,,,,,
1440,10/21/24 10:22:36 AM,4.25,84.78,,,,,
1441,10/21/24 11:22:36 AM,2.21,84.78,,,,,
1442,10/21/24 12:22:36 PM,10.15,84.81,,,,,
1443,10/21/24 01:22:36 PM,12.38,84.85,,,,,
1444,10/21/24 02:22:36 PM,4.78,84.81,,,,,
1445,10/21/24 03:22:36 PM,0.39,84.81,,,,,
1446,10/21/24 04:22:36 PM,0.26,84.81,,,,,
1447,10/21/24 05:22:36 PM,0.24,84.78,,,,,
1448,10/21/24 06:22:36 PM,0.38,84.74,,,,,
1449,10/21/24 07:22:36 PM,0.26,84.70,,,,,
1450,10/21/24 08:22:36 PM,0.26,84.63,,,,,
1451,10/21/24 09:22:36 PM,0.28,84.60,,,,,
1452,10/21/24 10:22:36 PM,0.28,84.60,,,,,
1453,10/21/24 11:22:36 PM,0.26,84.70,,,,,
1454,10/22/24 12:22:36 AM,0.28,84.78,,,,,
1455,10/22/24 01:22:36 AM,0.28,84.81,,,,,
1456,10/22/24 02:22:36 AM,0.33,84.74,,,,,
1457,10/22/24 03:22:36 AM,0.32,84.70,,,,,
1458,10/22/24 04:22:36 AM,0.33,84.67,,,,,
1459,10/22/24 05:22:36 AM,0.30,84.67,,,,,
1460,10/22/24 06:22:36 AM,0.30,84.63,,,,,
1461,10/22/24 07:22:36 AM,0.28,84.63,,,,,
1462,10/22/24 08:22:36 AM,0.30,84.63,,,,,
1463,10/22/24 09:22:36 AM,1.12,84.67,,,,,
1464,10/22/24 10:22:36 AM,5.37,84.85,,,,,
1465,10/22/24 11:22:36 AM,13.91,84.96,,,,,
1466,10/22/24 12:22:36 PM,17.05,85.03,,,,,
1467,10/22/24 01:22:36 PM,18.43,85.14,,,,,
1468,10/22/24 02:22:36 PM,16.86,85.17,,,,,
1469,10/22/24 03:22:36 PM,16.51,85.21,,,,,
1470,10/22/24 04:22:36 PM,17.11,85.17,,,,,
1471,10/22/24 05:22:36 PM,16.35,85.17,,,,,
1472,10/22/24 06:22:36 PM,10.28,85.17,,,,,
1473,10/22/24 07:22:36 PM,1.09,85.21,,,,,
1474,10/22/24 08:22:36 PM,0.31,85.17,,,,,
1475,10/22/24 09:22:36 PM,0.22,85.14,,,,,
1476,10/22/24 10:22:36 PM,0.19,85.14,,,,,
1477,10/22/24 11:22:36 PM,0.18,85.10,,,,,
1478,10/23/24 12:22:36 AM,0.19,85.10,,,,,
1479,10/23/24 01:22:36 AM,0.18,85.10,,,,,
1480,10/23/24 02:22:36 AM,0.18,85.03,,,,,
1481,10/23/24 03:22:36 AM,0.20,84.96,,,,,
1482,10/23/24 04:22:36 AM,0.20,84.96,,,,,
1483,10/23/24 05:22:36 AM,0.20,84.88,,,,,
1484,10/23/24 06:22:36 AM,0.21,84.78,,,,,
1485,10/23/24 07:22:36 AM,0.22,84.67,,,,,
1486,10/23/24 08:22:36 AM,0.25,84.24,,,,,
1487,10/23/24 09:22:36 AM,0.55,84.16,,,,,
1488,10/23/24 10:22:36 AM,1.26,84.09,,,,,
1489,10/23/24 11:22:36 AM,3.25,84.13,,,,,
1490,10/23/24 12:22:36 PM,10.72,84.74,,,,,
1491,10/23/24 01:22:36 PM,16.97,84.81,,,,,
1492,10/23/24 02:22:36 PM,18.98,85.03,,,,,
1493,10/23/24 03:22:36 PM,18.85,85.14,,,,,
1494,10/23/24 04:22:36 PM,18.58,85.17,,,,,
1495,10/23/24 05:22:36 PM,17.85,85.14,,,,,
1496,10/23/24 06:22:36 PM,11.80,85.17,,,,,
1497,10/23/24 07:22:36 PM,1.48,85.06,,,,,
1498,10/23/24 08:22:36 PM,0.40,84.99,,,,,
1499,10/23/24 09:22:36 PM,0.29,84.99,,,,,
1500,10/23/24 10:22:36 PM,0.28,84.96,,,,,
1501,10/23/24 11:22:36 PM,0.29,84.99,,,,,
1502,10/24/24 12:22:36 AM,0.26,84.96,,,,,
1503,10/24/24 01:22:36 AM,0.26,84.85,,,,,
1504,10/24/24 02:22:36 AM,0.23,84.85,,,,,
1505,10/24/24 03:22:36 AM,0.25,84.78,,,,,
1506,10/24/24 04:22:36 AM,0.28,84.81,,,,,
1507,10/24/24 05:22:36 AM,0.29,84.81,,,,,
1508,10/24/24 06:22:36 AM,0.30,84.81,,,,,
1509,10/24/24 07:22:36 AM,0.30,84.74,,,,,
1510,10/24/24 08:22:36 AM,0.30,84.67,,,,,
1511,10/24/24 09:22:36 AM,0.47,83.98,,,,,
1512,10/24/24 10:22:36 AM,0.65,84.60,,,,,
1513,10/24/24 11:22:36 AM,1.10,84.49,,,,,
1514,10/24/24 12:22:36 PM,1.21,84.09,,,,,
1515,10/24/24 01:22:36 PM,2.26,84.45,,,,,
1516,10/24/24 02:22:36 PM,1.49,84.78,,,,,
1517,10/24/24 03:22:36 PM,1.46,84.85,,,,,
1518,10/24/24 04:22:36 PM,1.62,84.85,,,,,
1519,10/24/24 05:22:36 PM,1.38,84.85,,,,,
1520,10/24/24 06:22:36 PM,0.73,84.81,,,,,
1521,10/24/24 07:22:36 PM,0.47,84.74,,,,,
1522,10/24/24 08:22:36 PM,0.41,84.67,,,,,
1523,10/24/24 09:22:36 PM,0.39,84.60,,,,,
1524,10/24/24 10:22:36 PM,0.40,84.09,,,,,
1525,10/24/24 11:22:36 PM,0.24,83.95,,,,,
1526,10/25/24 12:22:36 AM,0.43,83.80,,,,,
1527,10/25/24 01:22:36 AM,0.38,84.16,,,,,
1528,10/25/24 02:22:36 AM,0.23,84.38,,,,,
1529,10/25/24 03:22:36 AM,0.23,84.45,,,,,
1530,10/25/24 04:22:36 AM,0.24,84.52,,,,,
1531,10/25/24 05:22:36 AM,0.28,84.56,,,,,
1532,10/25/24 06:22:36 AM,0.32,84.67,,,,,
1533,10/25/24 07:22:36 AM,0.34,84.49,,,,,
1534,10/25/24 08:22:36 AM,0.39,84.42,,,,,
1535,10/25/24 09:22:36 AM,1.07,84.52,,,,,
1536,10/25/24 10:22:36 AM,2.74,84.27,,,,,
1537,10/25/24 11:22:36 AM,4.90,84.42,,,,,
1538,10/25/24 12:22:36 PM,5.02,84.81,,,,,
1539,10/25/24 01:22:36 PM,3.82,84.96,,,,,
1540,10/25/24 02:22:36 PM,3.69,84.96,,,,,
1541,10/25/24 03:22:36 PM,4.65,84.88,,,,,
1542,10/25/24 04:22:36 PM,5.03,84.92,,,,,
1543,10/25/24 05:22:36 PM,4.17,84.88,,,,,
1544,10/25/24 06:22:36 PM,3.57,84.81,,,,,
1545,10/25/24 07:22:36 PM,0.79,84.81,,,,,
1546,10/25/24 08:22:36 PM,0.46,84.81,,,,,
1547,10/25/24 09:22:36 PM,0.32,84.81,,,,,
1548,10/25/24 10:22:36 PM,0.26,84.78,,,,,
1549,10/25/24 11:22:36 PM,0.28,84.78,,,,,
1550,10/26/24 12:22:36 AM,0.25,84.78,,,,,
1551,10/26/24 01:22:36 AM,0.23,84.78,,,,,
1552,10/26/24 02:22:36 AM,0.29,84.78,,,,,
1553,10/26/24 03:22:36 AM,0.35,84.67,,,,,
1554,10/26/24 04:22:36 AM,0.36,84.74,,,,,
1555,10/26/24 05:22:36 AM,0.36,84.74,,,,,
1556,10/26/24 06:22:36 AM,0.35,84.78,,,,,
1557,10/26/24 07:22:36 AM,0.33,84.78,,,,,
1558,10/26/24 08:22:36 AM,0.32,84.70,,,,,
1559,10/26/24 09:22:36 AM,0.34,84.63,,,,,
1560,10/26/24 10:22:36 AM,0.36,84.60,,,,,
1561,10/26/24 11:22:36 AM,0.39,84.67,,,,,
1562,10/26/24 12:22:36 PM,0.39,84.52,,,,,
1563,10/26/24 01:22:36 PM,0.36,84.34,,,,,
1564,10/26/24 02:22:36 PM,0.50,84.49,,,,,
1565,10/26/24 03:22:36 PM,0.57,84.52,,,,,
1566,10/26/24 04:22:36 PM,0.70,84.52,,,,,
1567,10/26/24 05:22:36 PM,0.76,84.56,,,,,
1568,10/26/24 06:22:36 PM,0.72,84.56,,,,,
1569,10/26/24 07:22:36 PM,0.70,84.56,,,,,
1570,10/26/24 08:22:36 PM,0.59,84.52,,,,,
1571,10/26/24 09:22:36 PM,0.57,84.49,,,,,
1572,10/26/24 10:22:36 PM,0.55,84.42,,,,,
1573,10/26/24 11:22:36 PM,0.54,84.34,,,,,
1574,10/27/24 12:22:36 AM,0.52,84.06,,,,,
1575,10/27/24 01:22:36 AM,0.52,83.84,,,,,
1576,10/27/24 02:22:36 AM,0.50,83.91,,,,,
1577,10/27/24 03:22:36 AM,0.47,84.09,,,,,
1578,10/27/24 04:22:36 AM,0.51,84.27,,,,,
1579,10/27/24 05:22:36 AM,0.55,84.38,,,,,
1580,10/27/24 06:22:36 AM,0.54,84.49,,,,,
1581,10/27/24 07:22:36 AM,0.54,84.49,,,,,
1582,10/27/24 08:22:36 AM,0.49,84.49,,,,,
1583,10/27/24 09:22:36 AM,0.49,84.45,,,,,
1584,10/27/24 10:22:36 AM,0.63,84.34,,,,,
1585,10/27/24 11:22:36 AM,0.96,84.27,,,,,
1586,10/27/24 12:22:36 PM,1.47,84.34,,,,,
1587,10/27/24 01:22:36 PM,1.71,84.20,,,,,
1588,10/27/24 02:22:36 PM,1.98,84.13,,,,,
1589,10/27/24 03:22:36 PM,2.46,84.16,,,,,
1590,10/27/24 04:22:36 PM,2.90,84.20,,,,,
1591,10/27/24 05:22:36 PM,2.32,84.13,,,,,
1592,10/27/24 06:22:36 PM,1.51,84.13,,,,,
1593,10/27/24 07:22:36 PM,0.91,84.13,,,,,
1594,10/27/24 08:22:36 PM,0.65,84.13,,,,,
1595,10/27/24 09:22:36 PM,0.61,84.09,,,,,
1596,10/27/24 10:22:36 PM,0.59,84.06,,,,,
1597,10/27/24 11:22:36 PM,0.57,84.02,,,,,
1598,10/28/24 12:22:36 AM,0.55,84.13,,,,,
1599,10/28/24 01:22:36 AM,0.52,84.09,,,,,
1600,10/28/24 02:22:36 AM,0.49,84.16,,,,,
1601,10/28/24 03:22:36 AM,0.50,84.09,,,,,
1602,10/28/24 04:22:36 AM,0.53,84.09,,,,,
1603,10/28/24 05:22:36 AM,0.55,84.09,,,,,
1604,10/28/24 06:22:36 AM,0.55,84.02,,,,,
1605,10/28/24 07:22:36 AM,0.56,83.98,,,,,
1606,10/28/24 08:22:36 AM,0.52,83.95,,,,,
1607,10/28/24 09:22:36 AM,0.94,84.02,,,,,
1608,10/28/24 10:22:36 AM,1.83,84.06,,,,,
1609,10/28/24 11:22:36 AM,2.86,83.98,,,,,
1610,10/28/24 12:22:36 PM,4.31,83.59,,,,,
1611,10/28/24 01:22:36 PM,3.68,83.59,,,,,
1612,10/28/24 02:22:36 PM,2.66,83.62,,,,,
1613,10/28/24 03:22:36 PM,3.04,83.66,,,,,
1614,10/28/24 04:22:36 PM,2.76,84.09,,,,,
1615,10/28/24 05:22:36 PM,1.52,84.20,,,,,
1616,10/28/24 06:22:36 PM,1.30,84.27,,,,,
1617,10/28/24 07:22:36 PM,0.66,84.31,,,,,
1618,10/28/24 08:22:36 PM,0.55,84.34,,,,,
1619,10/28/24 09:22:36 PM,0.51,84.34,,,,,
1620,10/28/24 10:22:36 PM,0.50,84.31,,,,,
1621,10/28/24 11:22:36 PM,0.49,84.31,,,,,
1622,10/29/24 12:22:36 AM,0.50,84.24,,,,,
1623,10/29/24 01:22:36 AM,0.51,84.24,,,,,
1624,10/29/24 02:22:36 AM,0.52,84.27,,,,,
1625,10/29/24 03:22:36 AM,0.51,84.31,,,,,
1626,10/29/24 04:22:36 AM,0.52,84.31,,,,,
1627,10/29/24 05:22:36 AM,0.51,84.31,,,,,
1628,10/29/24 06:22:36 AM,0.52,84.27,,,,,
1629,10/29/24 07:22:36 AM,0.54,84.27,,,,,
1630,10/29/24 08:22:36 AM,0.66,84.24,,,,,
1631,10/29/24 09:22:36 AM,2.08,84.27,,,,,
1632,10/29/24 10:22:36 AM,5.74,84.27,,,,,
1633,10/29/24 11:22:36 AM,9.97,84.31,,,,,
1634,10/29/24 12:22:36 PM,10.14,84.38,,,,,
1635,10/29/24 01:22:36 PM,7.67,84.38,,,,,
1636,10/29/24 02:22:36 PM,5.92,84.42,,,,,
1637,10/29/24 03:22:36 PM,5.22,84.38,,,,,
1638,10/29/24 04:22:36 PM,4.96,84.34,,,,,
1639,10/29/24 05:22:36 PM,4.18,84.34,,,,,
1640,10/29/24 06:22:36 PM,2.24,84.34,,,,,
1641,10/29/24 07:22:36 PM,0.96,84.38,,,,,
1642,10/29/24 08:22:36 PM,0.62,84.34,,,,,
1643,10/29/24 09:22:36 PM,0.55,84.34,,,,,
1644,10/29/24 10:22:36 PM,0.53,84.34,,,,,
1645,10/29/24 11:22:36 PM,0.50,84.31,,,,,
1646,10/30/24 12:22:36 AM,0.47,84.31,,,,,
1647,10/30/24 01:22:36 AM,0.44,84.27,,,,,
1648,10/30/24 02:22:36 AM,0.42,84.27,,,,,
1649,10/30/24 03:22:36 AM,0.43,84.27,,,,,
1650,10/30/24 04:22:36 AM,0.43,84.24,,,,,
1651,10/30/24 05:22:36 AM,0.41,84.24,,,,,
1652,10/30/24 06:22:36 AM,0.41,84.24,,,,,
1653,10/30/24 07:22:36 AM,0.40,84.24,,,,,
1654,10/30/24 08:22:36 AM,0.56,84.24,,,,,
1655,10/30/24 09:22:36 AM,0.91,84.27,,,,,
1656,10/30/24 10:22:36 AM,2.47,84.27,,,,,
1657,10/30/24 11:22:36 AM,6.65,84.31,,,,,
1658,10/30/24 12:22:36 PM,12.60,84.34,,,,,
1659,10/30/24 01:22:36 PM,15.87,84.38,,,,,
1660,10/30/24 02:22:36 PM,18.94,84.42,,,,,
1661,10/30/24 03:22:36 PM,18.87,84.38,,,,,
1662,10/30/24 04:22:36 PM,17.24,84.31,,,,,
1663,10/30/24 05:22:36 PM,14.45,84.27,,,,,
1664,10/30/24 06:22:36 PM,8.79,84.27,,,,,
1665,10/30/24 07:22:36 PM,1.67,84.27,,,,,
1666,10/30/24 08:22:36 PM,0.57,84.31,,,,,
1667,10/30/24 09:22:36 PM,0.45,84.27,,,,,
1668,10/30/24 10:22:36 PM,0.41,84.27,,,,,
1669,10/30/24 11:22:36 PM,0.39,84.27,,,,,
1670,10/31/24 12:22:36 AM,0.41,84.24,,,,,
1671,10/31/24 01:22:36 AM,0.39,84.27,,,,,
1672,10/31/24 02:22:36 AM,0.36,84.27,,,,,
1673,10/31/24 03:22:36 AM,0.36,84.27,,,,,
1674,10/31/24 04:22:36 AM,0.35,84.31,,,,,
1675,10/31/24 05:22:36 AM,0.35,84.31,,,,,
1676,10/31/24 06:22:36 AM,0.35,84.31,,,,,
1677,10/31/24 07:22:36 AM,0.35,84.31,,,,,
1678,10/31/24 08:22:36 AM,0.35,84.31,,,,,
1679,10/31/24 09:22:36 AM,0.52,84.31,,,,,
1680,10/31/24 10:22:36 AM,1.51,84.31,,,,,
1681,10/31/24 11:22:36 AM,6.83,84.31,,,,,
1682,10/31/24 12:22:36 PM,4.55,84.31,,,,,
1683,10/31/24 01:22:36 PM,6.24,84.38,,,,,
1684,10/31/24 02:22:36 PM,2.69,84.38,,,,,
1685,10/31/24 03:22:36 PM,6.61,84.42,,,,,
1686,10/31/24 04:22:36 PM,14.30,84.42,,,,,
1687,10/31/24 05:22:36 PM,14.91,84.20,,,,,
1688,10/31/24 06:22:36 PM,9.87,84.06,,,,,
1689,10/31/24 07:22:36 PM,1.88,84.09,,,,,
1690,10/31/24 08:22:36 PM,0.62,84.13,,,,,
1691,10/31/24 09:22:36 PM,0.50,84.13,,,,,
1692,10/31/24 10:22:36 PM,0.45,84.13,,,,,
1693,10/31/24 11:22:36 PM,0.43,84.13,,,,,
1694,11/01/24 12:22:36 AM,0.41,83.98,,,,,
1695,11/01/24 01:22:36 AM,0.43,84.02,,,,,
1696,11/01/24 02:22:36 AM,0.42,84.13,,,,,
1697,11/01/24 03:22:36 AM,0.42,84.16,,,,,
1698,11/01/24 04:22:36 AM,0.39,84.27,,,,,
1699,11/01/24 05:22:36 AM,0.36,84.31,,,,,
1700,11/01/24 06:22:36 AM,0.38,84.34,,,,,
1701,11/01/24 07:22:36 AM,0.39,84.31,,,,,
1702,11/01/24 08:22:36 AM,0.50,84.34,,,,,
1703,11/01/24 09:22:36 AM,2.58,84.42,,,,,
1704,11/01/24 10:22:36 AM,9.85,84.45,,,,,
1705,11/01/24 11:22:36 AM,16.83,84.45,,,,,
1706,11/01/24 12:22:36 PM,15.56,84.38,,,,,
1707,11/01/24 01:22:36 PM,14.77,84.16,,,,,
1708,11/01/24 02:22:36 PM,16.75,84.20,,,,,
1709,11/01/24 03:22:36 PM,12.10,84.42,,,,,
1710,11/01/24 04:22:36 PM,18.12,84.49,,,,,
1711,11/01/24 05:22:36 PM,14.33,84.45,,,,,
1712,11/01/24 06:22:36 PM,7.59,84.42,,,,,
1713,11/01/24 07:22:36 PM,1.29,84.38,,,,,
1714,11/01/24 08:22:36 PM,0.53,84.34,,,,,
1715,11/01/24 09:22:36 PM,0.40,84.27,,,,,
1716,11/01/24 10:22:36 PM,0.38,84.13,,,,,
1717,11/01/24 11:22:36 PM,0.34,84.24,,,,,
1718,11/02/24 12:22:36 AM,0.34,84.06,,,,,
1719,11/02/24 01:22:36 AM,0.33,83.98,,,,,
1720,11/02/24 02:22:36 AM,0.33,83.80,,,,,
1721,11/02/24 03:22:36 AM,0.32,84.06,,,,,
1722,11/02/24 04:22:36 AM,0.31,84.13,,,,,
1723,11/02/24 05:22:36 AM,0.31,84.13,,,,,
1724,11/02/24 06:22:36 AM,0.30,84.16,,,,,
1725,11/02/24 07:22:36 AM,0.29,84.20,,,,,
1726,11/02/24 08:22:36 AM,0.28,84.20,,,,,
1727,11/02/24 09:22:36 AM,0.42,84.24,,,,,
1728,11/02/24 10:22:36 AM,0.52,84.24,,,,,
1729,11/02/24 11:22:36 AM,1.25,84.24,,,,,
1730,11/02/24 12:22:36 PM,3.65,84.27,,,,,
1731,11/02/24 01:22:36 PM,7.45,84.27,,,,,
1732,11/02/24 02:22:36 PM,12.29,84.31,,,,,
1733,11/02/24 03:22:36 PM,15.57,84.31,,,,,
1734,11/02/24 04:22:36 PM,10.85,84.16,,,,,
1735,11/02/24 05:22:36 PM,6.36,83.98,,,,,
1736,11/02/24 06:22:36 PM,4.80,84.06,,,,,
1737,11/02/24 07:22:36 PM,1.21,84.06,,,,,
1738,11/02/24 08:22:36 PM,0.50,83.98,,,,,
1739,11/02/24 09:22:36 PM,0.44,83.70,,,,,
1740,11/02/24 10:22:36 PM,0.44,83.62,,,,,
1741,11/02/24 11:22:36 PM,0.43,83.77,,,,,
1742,11/03/24 12:22:36 AM,0.44,83.88,,,,,
1743,11/03/24 01:22:36 AM,0.41,83.88,,,,,
1744,11/03/24 02:22:36 AM,0.38,83.73,,,,,
1745,11/03/24 03:22:36 AM,0.40,83.52,,,,,
1746,11/03/24 04:22:36 AM,0.41,83.52,,,,,
1747,11/03/24 05:22:36 AM,0.41,83.52,,,,,
1748,11/03/24 06:22:36 AM,0.41,83.59,,,,,
1749,11/03/24 07:22:36 AM,0.39,83.62,,,,,
1750,11/03/24 08:22:36 AM,0.57,83.66,,,,,
1751,11/03/24 09:22:36 AM,1.48,83.70,,,,,
1752,11/03/24 10:22:36 AM,7.53,83.73,,,,,
1753,11/03/24 11:22:36 AM,17.75,83.77,,,,,
1754,11/03/24 12:22:36 PM,21.98,83.84,,,,,
1755,11/03/24 01:22:36 PM,19.79,83.88,,,,,
1756,11/03/24 02:22:36 PM,17.46,83.91,,,,,
1757,11/03/24 03:22:36 PM,18.74,83.88,,,,,
1758,11/03/24 04:22:36 PM,20.52,83.95,,,,,
1759,11/03/24 05:22:36 PM,20.18,83.95,,,,,
1760,11/03/24 06:22:36 PM,11.07,83.98,,,,,
1761,11/03/24 07:22:36 PM,3.26,84.34,,,,,
1762,11/03/24 08:22:36 PM,0.59,84.38,,,,,
1763,11/03/24 09:22:36 PM,0.40,84.31,,,,,
1764,11/03/24 10:22:36 PM,0.34,84.31,,,,,
1765,11/03/24 11:22:36 PM,0.31,84.34,,,,,
1766,11/04/24 12:22:36 AM,0.29,84.31,,,,,
1767,11/04/24 01:22:36 AM,0.28,84.31,,,,,
1768,11/04/24 02:22:36 AM,0.24,84.31,,,,,
1769,11/04/24 03:22:36 AM,0.23,84.27,,,,,
1770,11/04/24 04:22:36 AM,0.22,84.24,,,,,
1771,11/04/24 05:22:36 AM,0.22,84.06,,,,,
1772,11/04/24 06:22:36 AM,0.22,84.02,,,,,
1773,11/04/24 07:22:36 AM,0.21,83.98,,,,,
1774,11/04/24 08:22:36 AM,0.29,83.98,,,,,
1775,11/04/24 09:22:36 AM,1.72,83.98,,,,,
1776,11/04/24 10:22:36 AM,3.89,84.09,,,,,
1777,11/04/24 11:22:36 AM,9.69,84.13,,,,,
1778,11/04/24 12:22:36 PM,18.48,84.20,,,,,
1779,11/04/24 01:22:36 PM,17.85,84.24,,,,,
1780,11/04/24 02:22:36 PM,18.93,84.24,,,,,
1781,11/04/24 03:22:36 PM,20.86,84.27,,,,,
1782,11/04/24 04:22:36 PM,21.19,84.31,,,,,
1783,11/04/24 05:22:36 PM,21.13,84.31,,,,,
1784,11/04/24 06:22:36 PM,14.12,84.27,,,,,
1785,11/04/24 07:22:36 PM,2.84,84.27,,,,,
1786,11/04/24 08:22:36 PM,0.50,84.27,,,,,
1787,11/04/24 09:22:36 PM,0.31,84.24,,,,,
1788,11/04/24 10:22:36 PM,0.25,84.24,,,,,
1789,11/04/24 11:22:36 PM,0.22,84.24,,,,,
1790,11/05/24 12:22:36 AM,0.21,84.20,,,,,
1791,11/05/24 01:22:36 AM,0.20,84.20,,,,,
1792,11/05/24 02:22:36 AM,0.20,84.20,,,,,
1793,11/05/24 03:22:36 AM,0.21,84.20,,,,,
1794,11/05/24 04:22:36 AM,0.21,84.20,,,,,
1795,11/05/24 05:22:36 AM,0.18,84.24,,,,,
1796,11/05/24 06:22:36 AM,0.17,84.24,,,,,
1797,11/05/24 07:22:36 AM,0.14,84.27,,,,,
1798,11/05/24 08:22:36 AM,0.19,84.27,,,,,
1799,11/05/24 09:22:36 AM,1.04,84.24,,,,,
