"Plot Title: 21909582"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909582, SEN S/N: 21909582)","Temp, °F (LGR S/N: 21909582, SEN S/N: 21909582)","Expired Sensor Cap (LGR S/N: 21909582)","Missing Sensor Cap (LGR S/N: 21909582)","Coupler Detached (LGR S/N: 21909582)","Coupler Attached (LGR S/N: 21909582)","Stopped (LGR S/N: 21909582)","End Of File (LGR S/N: 21909582)"
1899,11/12/24 01:50:08 PM,3.26,85.24,,,,,,
1900,11/12/24 02:50:08 PM,3.13,85.75,,,,,,
1901,11/12/24 03:50:08 PM,2.89,85.93,,,,,,
1902,11/12/24 04:50:08 PM,3.36,86.14,,,,,,
1903,11/12/24 05:50:08 PM,3.11,86.14,,,,,,
1904,11/12/24 06:50:08 PM,2.47,86.22,,,,,,
1905,11/12/24 07:50:08 PM,1.64,86.11,,,,,,
1906,11/12/24 08:50:08 PM,1.51,85.89,,,,,,
1907,11/12/24 09:50:08 PM,2.94,85.71,,,,,,
1908,11/12/24 10:50:08 PM,1.51,85.53,,,,,,
1909,11/12/24 11:50:08 PM,1.76,85.53,,,,,,
1910,11/13/24 12:50:08 AM,1.99,85.42,,,,,,
1911,11/13/24 01:50:08 AM,2.11,85.10,,,,,,
1912,11/13/24 02:50:08 AM,3.13,84.74,,,,,,
1913,11/13/24 03:50:08 AM,2.83,84.67,,,,,,
1914,11/13/24 04:50:08 AM,2.00,84.49,,,,,,
1915,11/13/24 05:50:08 AM,2.23,84.38,,,,,,
1916,11/13/24 06:50:08 AM,1.47,84.38,,,,,,
1917,11/13/24 07:50:08 AM,2.44,84.49,,,,,,
1918,11/13/24 08:50:08 AM,2.51,84.52,,,,,,
1919,11/13/24 09:50:08 AM,3.49,84.60,,,,,,
1920,11/13/24 10:50:08 AM,3.91,84.70,,,,,,
1921,11/13/24 11:50:08 AM,4.11,84.96,,,,,,
1922,11/13/24 12:50:08 PM,4.06,85.21,,,,,,
1923,11/13/24 01:50:08 PM,3.59,85.28,,,,,,
1924,11/13/24 02:50:08 PM,4.74,85.46,,,,,,
1925,11/13/24 03:50:08 PM,4.17,85.53,,,,,,
1926,11/13/24 04:50:08 PM,4.34,85.60,,,,,,
1927,11/13/24 05:50:08 PM,3.55,85.64,,,,,,
1928,11/13/24 06:50:08 PM,2.11,85.53,,,,,,
1929,11/13/24 07:50:08 PM,1.21,85.42,,,,,,
1930,11/13/24 08:50:08 PM,2.77,85.42,,,,,,
1931,11/13/24 09:50:08 PM,3.03,85.39,,,,,,
1932,11/13/24 10:50:08 PM,2.78,85.35,,,,,,
1933,11/13/24 11:50:08 PM,1.93,85.35,,,,,,
1934,11/14/24 12:50:08 AM,2.86,85.24,,,,,,
1935,11/14/24 01:50:08 AM,3.87,85.14,,,,,,
1936,11/14/24 02:50:08 AM,3.85,85.03,,,,,,
1937,11/14/24 03:50:08 AM,3.30,84.78,,,,,,
1938,11/14/24 04:50:08 AM,3.32,84.74,,,,,,
1939,11/14/24 05:50:08 AM,3.20,84.60,,,,,,
1940,11/14/24 06:50:08 AM,2.72,84.63,,,,,,
1941,11/14/24 07:50:08 AM,1.48,84.49,,,,,,
1942,11/14/24 08:50:08 AM,2.03,84.52,,,,,,
1943,11/14/24 09:50:08 AM,2.66,84.52,,,,,,
1944,11/14/24 10:50:08 AM,3.42,84.70,,,,,,
1945,11/14/24 11:50:08 AM,3.09,84.45,,,,,,
1946,11/14/24 12:50:08 PM,2.88,84.52,,,,,,
1947,11/14/24 01:50:08 PM,3.01,84.52,,,,,,
1948,11/14/24 02:50:08 PM,3.42,84.60,,,,,,
1949,11/14/24 03:50:08 PM,3.22,84.52,,,,,,
1950,11/14/24 04:50:08 PM,2.84,84.56,,,,,,
1951,11/14/24 05:50:08 PM,2.35,84.42,,,,,,
1952,11/14/24 06:50:08 PM,1.81,84.52,,,,,,
1953,11/14/24 07:50:08 PM,1.50,84.38,,,,,,
1954,11/14/24 08:50:08 PM,3.03,84.13,,,,,,
1955,11/14/24 09:50:08 PM,3.39,83.98,,,,,,
1956,11/14/24 10:50:08 PM,1.64,84.06,,,,,,
1957,11/14/24 11:50:08 PM,1.43,84.13,,,,,,
1958,11/15/24 12:50:08 AM,3.67,84.06,,,,,,
1959,11/15/24 01:50:08 AM,4.19,84.06,,,,,,
1960,11/15/24 02:50:08 AM,4.21,83.98,,,,,,
1961,11/15/24 03:50:08 AM,4.30,83.91,,,,,,
1962,11/15/24 04:50:08 AM,4.30,83.77,,,,,,
1963,11/15/24 05:50:08 AM,4.27,83.48,,,,,,
1964,11/15/24 06:50:08 AM,4.18,83.37,,,,,,
1965,11/15/24 07:50:08 AM,4.20,83.26,,,,,,
1966,11/15/24 08:50:08 AM,3.92,83.55,,,,,,
1967,11/15/24 09:50:08 AM,4.23,83.91,,,,,,
1968,11/15/24 10:50:08 AM,4.63,83.84,,,,,,
1969,11/15/24 11:50:08 AM,5.30,83.88,,,,,,
1970,11/15/24 12:50:08 PM,5.03,83.95,,,,,,
1971,11/15/24 01:50:08 PM,4.38,83.91,,,,,,
1972,11/15/24 02:50:08 PM,4.31,83.84,,,,,,
1973,11/15/24 03:50:08 PM,4.07,83.84,,,,,,
1974,11/15/24 04:50:08 PM,4.42,83.84,,,,,,
1975,11/15/24 05:50:08 PM,4.42,83.80,,,,,,
1976,11/15/24 06:50:08 PM,4.04,83.77,,,,,,
1977,11/15/24 07:50:08 PM,3.23,83.70,,,,,,
1978,11/15/24 08:50:08 PM,4.46,83.55,,,,,,
1979,11/15/24 09:50:08 PM,4.45,83.48,,,,,,
1980,11/15/24 10:50:08 PM,3.25,83.70,,,,,,
1981,11/15/24 11:50:08 PM,3.74,83.66,,,,,,
1982,11/16/24 12:50:08 AM,3.95,83.59,,,,,,
1983,11/16/24 01:50:08 AM,4.46,83.41,,,,,,
1984,11/16/24 02:50:08 AM,4.63,83.41,,,,,,
1985,11/16/24 03:50:08 AM,4.59,83.23,,,,,,
1986,11/16/24 04:50:08 AM,4.63,83.23,,,,,,
1987,11/16/24 05:50:08 AM,3.39,83.23,,,,,,
1988,11/16/24 06:50:08 AM,4.65,83.12,,,,,,
1989,11/16/24 07:50:08 AM,4.66,82.98,,,,,,
1990,11/16/24 08:50:08 AM,3.23,82.83,,,,,,
1991,11/16/24 09:50:08 AM,2.94,82.76,,,,,,
1992,11/16/24 10:50:08 AM,3.06,83.05,,,,,,
1993,11/16/24 11:50:08 AM,-888.88,-888.88,Logged,,,,,
1994,11/16/24 12:50:08 PM,-888.88,-888.88,,,,,,
1995,11/16/24 01:50:08 PM,-888.88,-888.88,,,,,,
1996,11/16/24 02:50:08 PM,-888.88,-888.88,,,,,,
1997,11/16/24 03:50:08 PM,-888.88,-888.88,,,,,,
1998,11/16/24 04:50:08 PM,-888.88,-888.88,,,,,,
1999,11/16/24 05:50:08 PM,-888.88,-888.88,,,,,,
2000,11/16/24 06:50:08 PM,-888.88,-888.88,,,,,,
2001,11/16/24 07:50:08 PM,-888.88,-888.88,,,,,,
2002,11/16/24 08:50:08 PM,-888.88,-888.88,,,,,,
2003,11/16/24 09:50:08 PM,-888.88,-888.88,,,,,,
2004,11/16/24 10:50:08 PM,-888.88,-888.88,,,,,,
2005,11/16/24 11:50:08 PM,-888.88,-888.88,,,,,,
2006,11/17/24 12:50:08 AM,-888.88,-888.88,,,,,,
2007,11/17/24 01:50:08 AM,-888.88,-888.88,,,,,,
2008,11/17/24 02:50:08 AM,-888.88,-888.88,,,,,,
2009,11/17/24 03:50:08 AM,-888.88,-888.88,,,,,,
2010,11/17/24 04:50:08 AM,-888.88,-888.88,,,,,,
2011,11/17/24 05:50:08 AM,-888.88,-888.88,,,,,,
2012,11/17/24 06:50:08 AM,-888.88,-888.88,,,,,,
2013,11/17/24 07:50:08 AM,-888.88,-888.88,,,,,,
2014,11/17/24 08:50:08 AM,-888.88,-888.88,,,,,,
2015,11/17/24 09:50:08 AM,-888.88,-888.88,,,,,,
2016,11/17/24 10:50:08 AM,-888.88,-888.88,,,,,,
2017,11/17/24 11:50:08 AM,-888.88,-888.88,,,,,,
2018,11/17/24 12:50:08 PM,-888.88,-888.88,,,,,,
2019,11/17/24 01:50:08 PM,-888.88,-888.88,,,,,,
2020,11/17/24 02:50:08 PM,-888.88,-888.88,,,,,,
2021,11/17/24 03:50:08 PM,-888.88,-888.88,,,,,,
2022,11/17/24 04:50:08 PM,-888.88,-888.88,,,,,,
2023,11/17/24 05:50:08 PM,-888.88,-888.88,,,,,,
2024,11/17/24 06:50:08 PM,-888.88,-888.88,,,,,,
2025,11/17/24 07:50:08 PM,-888.88,-888.88,,,,,,
2026,11/17/24 08:50:08 PM,-888.88,-888.88,,,,,,
2027,11/17/24 09:50:08 PM,-888.88,-888.88,,,,,,
2028,11/17/24 10:50:08 PM,-888.88,-888.88,,,,,,
2029,11/17/24 11:50:08 PM,-888.88,-888.88,,,,,,
2030,11/18/24 12:50:08 AM,-888.88,-888.88,,,,,,
2031,11/18/24 01:50:08 AM,-888.88,-888.88,,,,,,
2032,11/18/24 02:50:08 AM,-888.88,-888.88,,,,,,
2033,11/18/24 03:50:08 AM,-888.88,-888.88,,,,,,
2034,11/18/24 04:50:08 AM,-888.88,-888.88,,,,,,
2035,11/18/24 05:50:08 AM,-888.88,-888.88,,,,,,
2036,11/18/24 06:50:08 AM,-888.88,-888.88,,,,,,
2037,11/18/24 07:50:08 AM,-888.88,-888.88,,,,,,
2038,11/18/24 08:50:08 AM,-888.88,-888.88,,,,,,
2039,11/18/24 09:50:08 AM,-888.88,-888.88,,,,,,
2040,11/18/24 10:50:08 AM,-888.88,-888.88,,,,,,
2041,11/18/24 11:50:08 AM,-888.88,-888.88,,,,,,
2042,11/18/24 12:50:08 PM,-888.88,-888.88,,,,,,
2043,11/18/24 01:50:08 PM,-888.88,-888.88,,,,,,
2044,11/18/24 02:50:08 PM,-888.88,-888.88,,,,,,
2045,11/18/24 03:50:08 PM,-888.88,-888.88,,,,,,
2046,11/18/24 04:50:08 PM,-888.88,-888.88,,,,,,
2047,11/18/24 05:50:08 PM,-888.88,-888.88,,,,,,
2048,11/18/24 06:50:08 PM,-888.88,-888.88,,,,,,
2049,11/18/24 07:50:08 PM,-888.88,-888.88,,,,,,
2050,11/18/24 08:50:08 PM,-888.88,-888.88,,,,,,
2051,11/18/24 09:50:08 PM,-888.88,-888.88,,,,,,
2052,11/18/24 10:50:08 PM,-888.88,-888.88,,,,,,
2053,11/18/24 11:50:08 PM,-888.88,-888.88,,,,,,
2054,11/19/24 12:50:08 AM,-888.88,-888.88,,,,,,
2055,11/19/24 01:50:08 AM,-888.88,-888.88,,,,,,
2056,11/19/24 02:50:08 AM,-888.88,-888.88,,,,,,
2057,11/19/24 03:50:08 AM,-888.88,-888.88,,,,,,
2058,11/19/24 04:50:08 AM,-888.88,-888.88,,,,,,
2059,11/19/24 05:50:08 AM,-888.88,-888.88,,,,,,
2060,11/19/24 06:50:08 AM,-888.88,-888.88,,,,,,
2061,11/19/24 07:50:08 AM,-888.88,-888.88,,,,,,
2062,11/19/24 08:50:08 AM,-888.88,-888.88,,,,,,
2063,11/19/24 09:50:08 AM,-888.88,-888.88,,,,,,
2064,11/19/24 10:50:08 AM,-888.88,-888.88,,,,,,
2065,11/19/24 11:50:08 AM,-888.88,-888.88,,,,,,
2066,11/19/24 12:50:08 PM,-888.88,-888.88,,,,,,
2067,11/19/24 01:50:08 PM,-888.88,-888.88,,,,,,
2068,11/19/24 02:50:08 PM,-888.88,-888.88,,,,,,
2069,11/19/24 03:50:08 PM,-888.88,-888.88,,,,,,
2070,11/19/24 04:50:08 PM,-888.88,-888.88,,,,,,
2071,11/19/24 05:50:08 PM,-888.88,-888.88,,,,,,
2072,11/19/24 06:50:08 PM,-888.88,-888.88,,,,,,
2073,11/19/24 07:50:08 PM,-888.88,-888.88,,,,,,
2074,11/19/24 08:50:08 PM,-888.88,-888.88,,,,,,
2075,11/19/24 09:50:08 PM,-888.88,-888.88,,,,,,
2076,11/19/24 10:50:08 PM,-888.88,-888.88,,,,,,
2077,11/19/24 11:50:08 PM,-888.88,-888.88,,,,,,
2078,11/20/24 12:50:08 AM,-888.88,-888.88,,,,,,
2079,11/20/24 01:50:08 AM,-888.88,-888.88,,,,,,
2080,11/20/24 02:50:08 AM,-888.88,-888.88,,,,,,
2081,11/20/24 03:50:08 AM,-888.88,-888.88,,,,,,
2082,11/20/24 04:50:08 AM,-888.88,-888.88,,,,,,
2083,11/20/24 05:50:08 AM,-888.88,-888.88,,,,,,
2084,11/20/24 06:50:08 AM,-888.88,-888.88,,,,,,
2085,11/20/24 07:50:08 AM,-888.88,-888.88,,,,,,
2086,11/20/24 08:50:08 AM,-888.88,-888.88,,,,,,
2087,11/20/24 09:50:08 AM,-888.88,-888.88,,,,,,
2088,11/20/24 10:50:08 AM,-888.88,-888.88,,,,,,
2089,11/20/24 11:50:08 AM,-888.88,-888.88,,,,,,
2090,11/20/24 12:50:08 PM,-888.88,-888.88,,,,,,
2091,11/20/24 01:50:08 PM,-888.88,-888.88,,,,,,
2092,11/20/24 02:50:08 PM,-888.88,-888.88,,,,,,
2093,11/20/24 03:50:08 PM,-888.88,-888.88,,,,,,
2094,11/20/24 04:50:08 PM,-888.88,-888.88,,,,,,
2095,11/20/24 05:50:08 PM,-888.88,-888.88,,,,,,
2096,11/20/24 06:50:08 PM,-888.88,-888.88,,,,,,
2097,11/20/24 07:50:08 PM,-888.88,-888.88,,,,,,
2098,11/20/24 08:50:08 PM,-888.88,-888.88,,,,,,
2099,11/20/24 09:50:08 PM,-888.88,-888.88,,,,,,
2100,11/20/24 10:50:08 PM,-888.88,-888.88,,,,,,
2101,11/20/24 11:50:08 PM,-888.88,-888.88,,,,,,
2102,11/21/24 12:50:08 AM,-888.88,-888.88,,,,,,
2103,11/21/24 01:50:08 AM,-888.88,-888.88,,,,,,
2104,11/21/24 02:50:08 AM,-888.88,-888.88,,,,,,
2105,11/21/24 03:50:08 AM,-888.88,-888.88,,,,,,
2106,11/21/24 04:50:08 AM,-888.88,-888.88,,,,,,
2107,11/21/24 05:50:08 AM,-888.88,-888.88,,,,,,
2108,11/21/24 06:50:08 AM,-888.88,-888.88,,,,,,
2109,11/21/24 07:50:08 AM,-888.88,-888.88,,,,,,
2110,11/21/24 08:50:08 AM,-888.88,-888.88,,,,,,
2111,11/21/24 09:50:08 AM,-888.88,-888.88,,,,,,
2112,11/21/24 10:50:08 AM,-888.88,-888.88,,,,,,
2113,11/21/24 11:50:08 AM,-888.88,-888.88,,,,,,
2114,11/21/24 12:50:08 PM,-888.88,-888.88,,,,,,
2115,11/21/24 01:50:08 PM,-888.88,-888.88,,,,,,
2116,11/21/24 02:50:08 PM,-888.88,-888.88,,,,,,
2117,11/21/24 03:50:08 PM,-888.88,-888.88,,,,,,
2118,11/21/24 04:50:08 PM,-888.88,-888.88,,,,,,
2119,11/21/24 05:50:08 PM,-888.88,-888.88,,,,,,
2120,11/21/24 06:50:08 PM,-888.88,-888.88,,,,,,
2121,11/21/24 07:50:08 PM,-888.88,-888.88,,,,,,
2122,11/21/24 08:50:08 PM,-888.88,-888.88,,,,,,
2123,11/21/24 09:50:08 PM,-888.88,-888.88,,,,,,
2124,11/21/24 10:50:08 PM,-888.88,-888.88,,,,,,
2125,11/21/24 11:50:08 PM,-888.88,-888.88,,,,,,
2126,11/22/24 12:50:08 AM,-888.88,-888.88,,,,,,
2127,11/22/24 01:50:08 AM,-888.88,-888.88,,,,,,
2128,11/22/24 02:50:08 AM,-888.88,-888.88,,,,,,
2129,11/22/24 03:50:08 AM,-888.88,-888.88,,,,,,
2130,11/22/24 04:50:08 AM,-888.88,-888.88,,,,,,
2131,11/22/24 05:50:08 AM,-888.88,-888.88,,,,,,
2132,11/22/24 06:50:08 AM,-888.88,-888.88,,,,,,
2133,11/22/24 07:50:08 AM,-888.88,-888.88,,,,,,
2134,11/22/24 08:50:08 AM,-888.88,-888.88,,,,,,
2135,11/22/24 09:50:08 AM,-888.88,-888.88,,,,,,
2136,11/22/24 10:50:08 AM,-888.88,-888.88,,,,,,
2137,11/22/24 11:50:08 AM,-888.88,-888.88,,,,,,
2138,11/22/24 12:50:08 PM,-888.88,-888.88,,,,,,
2139,11/22/24 01:50:08 PM,-888.88,-888.88,,,,,,
2140,11/22/24 02:50:08 PM,-888.88,-888.88,,,,,,
2141,11/22/24 03:50:08 PM,-888.88,-888.88,,,,,,
2142,11/22/24 04:50:08 PM,-888.88,-888.88,,,,,,
2143,11/22/24 05:50:08 PM,-888.88,-888.88,,,,,,
2144,11/22/24 06:50:08 PM,-888.88,-888.88,,,,,,
2145,11/22/24 07:50:08 PM,-888.88,-888.88,,,,,,
2146,11/22/24 08:50:08 PM,-888.88,-888.88,,,,,,
2147,11/22/24 09:50:08 PM,-888.88,-888.88,,,,,,
2148,11/22/24 10:50:08 PM,-888.88,-888.88,,,,,,
2149,11/22/24 11:50:08 PM,-888.88,-888.88,,,,,,
2150,11/23/24 12:50:08 AM,-888.88,-888.88,,,,,,
2151,11/23/24 01:50:08 AM,-888.88,-888.88,,,,,,
2152,11/23/24 02:50:08 AM,-888.88,-888.88,,,,,,
2153,11/23/24 03:50:08 AM,-888.88,-888.88,,,,,,
2154,11/23/24 04:50:08 AM,-888.88,-888.88,,,,,,
2155,11/23/24 05:50:08 AM,-888.88,-888.88,,,,,,
2156,11/23/24 06:50:08 AM,-888.88,-888.88,,,,,,
2157,11/23/24 07:50:08 AM,-888.88,-888.88,,,,,,
2158,11/23/24 08:50:08 AM,-888.88,-888.88,,,,,,
2159,11/23/24 09:50:08 AM,-888.88,-888.88,,,,,,
2160,11/23/24 10:50:08 AM,-888.88,-888.88,,,,,,
2161,11/23/24 11:50:08 AM,-888.88,-888.88,,,,,,
2162,11/23/24 12:50:08 PM,-888.88,-888.88,,,,,,
2163,11/23/24 01:50:08 PM,-888.88,-888.88,,,,,,
2164,11/23/24 02:50:08 PM,-888.88,-888.88,,,,,,
2165,11/23/24 03:50:08 PM,-888.88,-888.88,,,,,,
2166,11/23/24 04:50:08 PM,-888.88,-888.88,,,,,,
2167,11/23/24 05:50:08 PM,-888.88,-888.88,,,,,,
2168,11/23/24 06:50:08 PM,-888.88,-888.88,,,,,,
2169,11/23/24 07:50:08 PM,-888.88,-888.88,,,,,,
2170,11/23/24 08:50:08 PM,-888.88,-888.88,,,,,,
2171,11/23/24 09:50:08 PM,-888.88,-888.88,,,,,,
2172,11/23/24 10:50:08 PM,-888.88,-888.88,,,,,,
2173,11/23/24 11:50:08 PM,-888.88,-888.88,,,,,,
2174,11/24/24 12:50:08 AM,-888.88,-888.88,,,,,,
2175,11/24/24 01:50:08 AM,-888.88,-888.88,,,,,,
2176,11/24/24 02:50:08 AM,-888.88,-888.88,,,,,,
2177,11/24/24 03:50:08 AM,-888.88,-888.88,,,,,,
2178,11/24/24 04:50:08 AM,-888.88,-888.88,,,,,,
2179,11/24/24 05:50:08 AM,-888.88,-888.88,,,,,,
2180,11/24/24 06:50:08 AM,-888.88,-888.88,,,,,,
2181,11/24/24 07:50:08 AM,-888.88,-888.88,,,,,,
2182,11/24/24 08:50:08 AM,-888.88,-888.88,,,,,,
2183,11/24/24 09:50:08 AM,-888.88,-888.88,,,,,,
2184,11/24/24 10:50:08 AM,-888.88,-888.88,,,,,,
2185,11/24/24 11:50:08 AM,-888.88,-888.88,,,,,,
2186,11/24/24 12:50:08 PM,-888.88,-888.88,,,,,,
2187,11/24/24 01:50:08 PM,-888.88,-888.88,,,,,,
2188,11/24/24 02:50:08 PM,-888.88,-888.88,,,,,,
2189,11/24/24 03:50:08 PM,-888.88,-888.88,,,,,,
2190,11/24/24 04:50:08 PM,-888.88,-888.88,,,,,,
2191,11/24/24 05:50:08 PM,-888.88,-888.88,,,,,,
2192,11/24/24 06:50:08 PM,-888.88,-888.88,,,,,,
2193,11/24/24 07:50:08 PM,-888.88,-888.88,,,,,,
2194,11/24/24 08:50:08 PM,-888.88,-888.88,,,,,,
2195,11/24/24 09:50:08 PM,-888.88,-888.88,,,,,,
2196,11/24/24 10:50:08 PM,-888.88,-888.88,,,,,,
2197,11/24/24 11:50:08 PM,-888.88,-888.88,,,,,,
2198,11/25/24 12:50:08 AM,-888.88,-888.88,,,,,,
2199,11/25/24 01:50:08 AM,-888.88,-888.88,,,,,,
2200,11/25/24 02:50:08 AM,-888.88,-888.88,,,,,,
2201,11/25/24 03:50:08 AM,-888.88,-888.88,,,,,,
2202,11/25/24 04:50:08 AM,-888.88,-888.88,,,,,,
2203,11/25/24 05:50:08 AM,-888.88,-888.88,,,,,,
2204,11/25/24 06:50:08 AM,-888.88,-888.88,,,,,,
2205,11/25/24 07:50:08 AM,-888.88,-888.88,,,,,,
2206,11/25/24 08:50:08 AM,-888.88,-888.88,,,,,,
2207,11/25/24 09:50:08 AM,-888.88,-888.88,,,,,,
2208,11/25/24 10:50:08 AM,-888.88,-888.88,,,,,,
2209,11/25/24 11:50:08 AM,-888.88,-888.88,,,,,,
2210,11/25/24 12:50:08 PM,-888.88,-888.88,,,,,,
2211,11/25/24 01:50:08 PM,-888.88,-888.88,,,,,,
2212,11/25/24 02:50:08 PM,-888.88,-888.88,,,,,,
2213,11/25/24 03:50:08 PM,-888.88,-888.88,,,,,,
2214,11/25/24 04:50:08 PM,-888.88,-888.88,,,,,,
2215,11/25/24 05:50:08 PM,-888.88,-888.88,,,,,,
2216,11/25/24 06:50:08 PM,-888.88,-888.88,,,,,,
2217,11/25/24 07:50:08 PM,-888.88,-888.88,,,,,,
2218,11/25/24 08:50:08 PM,-888.88,-888.88,,,,,,
2219,11/25/24 09:50:08 PM,-888.88,-888.88,,,,,,
2220,11/25/24 10:50:08 PM,-888.88,-888.88,,,,,,
2221,11/25/24 11:50:08 PM,-888.88,-888.88,,,,,,
2222,11/26/24 12:50:08 AM,-888.88,-888.88,,,,,,
2223,11/26/24 01:50:08 AM,-888.88,-888.88,,,,,,
2224,11/26/24 02:50:08 AM,-888.88,-888.88,,,,,,
2225,11/26/24 03:50:08 AM,-888.88,-888.88,,,,,,
2226,11/26/24 04:50:08 AM,-888.88,-888.88,,,,,,
2227,11/26/24 05:50:08 AM,-888.88,-888.88,,,,,,
2228,11/26/24 06:50:08 AM,-888.88,-888.88,,,,,,
2229,11/26/24 07:50:08 AM,-888.88,-888.88,,,,,,
2230,11/26/24 08:50:08 AM,-888.88,-888.88,,,,,,
2231,11/26/24 09:50:08 AM,-888.88,-888.88,,,,,,
2232,11/26/24 10:50:08 AM,-888.88,-888.88,,,,,,
2233,11/26/24 11:50:08 AM,-888.88,-888.88,,,,,,
2234,11/26/24 12:50:08 PM,-888.88,-888.88,,,,,,
2235,11/26/24 01:50:08 PM,-888.88,-888.88,,,,,,
2236,11/26/24 02:50:08 PM,-888.88,-888.88,,,,,,
2237,11/26/24 03:50:08 PM,-888.88,-888.88,,,,,,
2238,11/26/24 04:50:08 PM,-888.88,-888.88,,,,,,
2239,11/26/24 05:50:08 PM,-888.88,-888.88,,,,,,
2240,11/26/24 06:50:08 PM,-888.88,-888.88,,,,,,
2241,11/26/24 07:50:08 PM,-888.88,-888.88,,,,,,
2242,11/26/24 08:50:08 PM,-888.88,-888.88,,,,,,
2243,11/26/24 09:50:08 PM,-888.88,-888.88,,,,,,
2244,11/26/24 10:50:08 PM,-888.88,-888.88,,,,,,
2245,11/26/24 11:50:08 PM,-888.88,-888.88,,,,,,
2246,11/27/24 12:50:08 AM,-888.88,-888.88,,,,,,
2247,11/27/24 01:50:08 AM,-888.88,-888.88,,,,,,
2248,11/27/24 02:50:08 AM,-888.88,-888.88,,,,,,
2249,11/27/24 03:50:08 AM,-888.88,-888.88,,,,,,
2250,11/27/24 04:50:08 AM,-888.88,-888.88,,,,,,
2251,11/27/24 05:50:08 AM,-888.88,-888.88,,,,,,
2252,11/27/24 06:50:08 AM,-888.88,-888.88,,,,,,
2253,11/27/24 07:50:08 AM,-888.88,-888.88,,,,,,
2254,11/27/24 08:50:08 AM,-888.88,-888.88,,,,,,
2255,11/27/24 09:50:08 AM,-888.88,-888.88,,,,,,
2256,11/27/24 10:50:08 AM,-888.88,-888.88,,,,,,
2257,11/27/24 11:50:08 AM,-888.88,-888.88,,,,,,
2258,11/27/24 12:50:08 PM,-888.88,-888.88,,,,,,
2259,11/27/24 01:50:08 PM,-888.88,-888.88,,,,,,
2260,11/27/24 02:50:08 PM,-888.88,-888.88,,,,,,
2261,11/27/24 03:50:08 PM,-888.88,-888.88,,,,,,
2262,11/27/24 04:50:08 PM,-888.88,-888.88,,,,,,
2263,11/27/24 05:50:08 PM,-888.88,-888.88,,,,,,
2264,11/27/24 06:50:08 PM,-888.88,-888.88,,,,,,
2265,11/27/24 07:50:08 PM,-888.88,-888.88,,,,,,
2266,11/27/24 08:50:08 PM,-888.88,-888.88,,,,,,
2267,11/27/24 09:50:08 PM,-888.88,-888.88,,,,,,
2268,11/27/24 10:50:08 PM,-888.88,-888.88,,,,,,
2269,11/27/24 11:50:08 PM,-888.88,-888.88,,,,,,
2270,11/28/24 12:50:08 AM,-888.88,-888.88,,,,,,
2271,11/28/24 01:50:08 AM,-888.88,-888.88,,,,,,
2272,11/28/24 02:50:08 AM,-888.88,-888.88,,,,,,
2273,11/28/24 03:50:08 AM,-888.88,-888.88,,,,,,
2274,11/28/24 04:50:08 AM,-888.88,-888.88,,,,,,
2275,11/28/24 05:50:08 AM,-888.88,-888.88,,,,,,
2276,11/28/24 06:50:08 AM,-888.88,-888.88,,,,,,
2277,11/28/24 07:50:08 AM,-888.88,-888.88,,,,,,
2278,11/28/24 08:50:08 AM,-888.88,-888.88,,,,,,
2279,11/28/24 09:50:08 AM,-888.88,-888.88,,,,,,
2280,11/28/24 10:50:08 AM,-888.88,-888.88,,,,,,
2281,11/28/24 11:50:08 AM,-888.88,-888.88,,,,,,
2282,11/28/24 12:50:08 PM,-888.88,-888.88,,,,,,
2283,11/28/24 01:50:08 PM,-888.88,-888.88,,,,,,
2284,11/28/24 02:50:08 PM,-888.88,-888.88,,,,,,
2285,11/28/24 03:50:08 PM,-888.88,-888.88,,,,,,
2286,11/28/24 04:50:08 PM,-888.88,-888.88,,,,,,
2287,11/28/24 05:50:08 PM,-888.88,-888.88,,,,,,
2288,11/28/24 06:50:08 PM,-888.88,-888.88,,,,,,
2289,11/28/24 07:50:08 PM,-888.88,-888.88,,,,,,
2290,11/28/24 08:50:08 PM,-888.88,-888.88,,,,,,
2291,11/28/24 09:50:08 PM,-888.88,-888.88,,,,,,
2292,11/28/24 10:50:08 PM,-888.88,-888.88,,,,,,
2293,11/28/24 11:50:08 PM,-888.88,-888.88,,,,,,
2294,11/29/24 12:50:08 AM,-888.88,-888.88,,,,,,
2295,11/29/24 01:50:08 AM,-888.88,-888.88,,,,,,
2296,11/29/24 02:50:08 AM,-888.88,-888.88,,,,,,
2297,11/29/24 03:50:08 AM,-888.88,-888.88,,,,,,
2298,11/29/24 04:50:08 AM,-888.88,-888.88,,,,,,
2299,11/29/24 05:50:08 AM,-888.88,-888.88,,,,,,
2300,11/29/24 06:50:08 AM,-888.88,-888.88,,,,,,
2301,11/29/24 07:50:08 AM,-888.88,-888.88,,,,,,
2302,11/29/24 08:50:08 AM,-888.88,-888.88,,,,,,
2303,11/29/24 09:50:08 AM,-888.88,-888.88,,,,,,
2304,11/29/24 10:50:08 AM,-888.88,-888.88,,,,,,
2305,11/29/24 11:50:08 AM,-888.88,-888.88,,,,,,
2306,11/29/24 12:50:08 PM,-888.88,-888.88,,,,,,
2307,11/29/24 01:50:08 PM,-888.88,-888.88,,,,,,
2308,11/29/24 02:50:08 PM,-888.88,-888.88,,,,,,
