"Plot Title: 21909583"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909583, SEN S/N: 21909583)","Temp, °F (LGR S/N: 21909583, SEN S/N: 21909583)","Expired Sensor Cap (LGR S/N: 21909583)","New Sensor Cap (LGR S/N: 21909583)","Coupler Attached (LGR S/N: 21909583)","Stopped (LGR S/N: 21909583)","End Of File (LGR S/N: 21909583)"
1691,11/02/24 09:30:32 PM,0.02,83.77,,,,,
1692,11/02/24 10:30:32 PM,0.02,83.66,,,,,
1693,11/02/24 11:30:32 PM,0.02,83.62,,,,,
1694,11/03/24 12:30:32 AM,0.02,83.52,,,,,
1695,11/03/24 01:30:32 AM,0.02,83.52,,,,,
1696,11/03/24 02:30:32 AM,0.02,83.26,,,,,
1697,11/03/24 03:30:32 AM,0.02,83.30,,,,,
1698,11/03/24 04:30:32 AM,0.02,83.59,,,,,
1699,11/03/24 05:30:32 AM,0.02,83.66,,,,,
1700,11/03/24 06:30:32 AM,0.00,83.70,,,,,
1701,11/03/24 07:30:32 AM,0.00,83.70,,,,,
1702,11/03/24 08:30:32 AM,0.01,83.77,,,,,
1703,11/03/24 09:30:32 AM,0.02,83.77,,,,,
1704,11/03/24 10:30:32 AM,0.08,83.84,,,,,
1705,11/03/24 11:30:32 AM,0.12,83.70,,,,,
1706,11/03/24 12:30:32 PM,0.19,83.84,,,,,
1707,11/03/24 01:30:32 PM,0.26,84.06,,,,,
1708,11/03/24 02:30:32 PM,0.45,84.16,,,,,
1709,11/03/24 03:30:32 PM,0.47,83.98,,,,,
1710,11/03/24 04:30:32 PM,0.36,84.27,,,,,
1711,11/03/24 05:30:32 PM,0.21,84.24,,,,,
1712,11/03/24 06:30:32 PM,0.10,84.20,,,,,
1713,11/03/24 07:30:32 PM,0.02,84.49,,,,,
1714,11/03/24 08:30:32 PM,0.02,84.27,,,,,
1715,11/03/24 09:30:32 PM,0.02,84.31,,,,,
1716,11/03/24 10:30:32 PM,0.02,84.34,,,,,
1717,11/03/24 11:30:32 PM,0.02,84.42,,,,,
1718,11/04/24 12:30:32 AM,0.02,84.42,,,,,
1719,11/04/24 01:30:32 AM,0.02,84.34,,,,,
1720,11/04/24 02:30:32 AM,0.02,84.27,,,,,
1721,11/04/24 03:30:32 AM,0.02,84.16,,,,,
1722,11/04/24 04:30:32 AM,0.01,84.09,,,,,
1723,11/04/24 05:30:32 AM,0.02,84.16,,,,,
1724,11/04/24 06:30:32 AM,0.00,84.06,,,,,
1725,11/04/24 07:30:32 AM,0.00,84.06,,,,,
1726,11/04/24 08:30:32 AM,0.00,84.06,,,,,
1727,11/04/24 09:30:32 AM,0.02,84.09,,,,,
1728,11/04/24 10:30:32 AM,0.04,84.09,,,,,
1729,11/04/24 11:30:32 AM,0.08,84.34,,,,,
1730,11/04/24 12:30:32 PM,0.12,84.27,,,,,
1731,11/04/24 01:30:32 PM,0.16,84.38,,,,,
1732,11/04/24 02:30:32 PM,0.23,84.42,,,,,
1733,11/04/24 03:30:32 PM,0.30,84.56,,,,,
1734,11/04/24 04:30:32 PM,0.26,84.63,,,,,
1735,11/04/24 05:30:32 PM,0.16,84.60,,,,,
1736,11/04/24 06:30:32 PM,0.07,84.60,,,,,
1737,11/04/24 07:30:32 PM,0.02,84.60,,,,,
1738,11/04/24 08:30:32 PM,0.02,84.60,,,,,
1739,11/04/24 09:30:32 PM,0.02,84.38,,,,,
1740,11/04/24 10:30:32 PM,0.02,84.27,,,,,
1741,11/04/24 11:30:32 PM,0.02,84.31,,,,,
1742,11/05/24 12:30:32 AM,0.02,84.38,,,,,
1743,11/05/24 01:30:32 AM,0.00,84.60,,,,,
1744,11/05/24 02:30:32 AM,0.00,84.60,,,,,
1745,11/05/24 03:30:32 AM,0.00,84.60,,,,,
1746,11/05/24 04:30:32 AM,0.00,84.45,,,,,
1747,11/05/24 05:30:32 AM,0.00,84.27,,,,,
1748,11/05/24 06:30:32 AM,0.00,83.98,,,,,
1749,11/05/24 07:30:32 AM,0.00,83.91,,,,,
1750,11/05/24 08:30:32 AM,0.00,84.02,,,,,
1751,11/05/24 09:30:32 AM,0.02,84.27,,,,,
1752,11/05/24 10:30:32 AM,0.05,84.34,,,,,
1753,11/05/24 11:30:32 AM,0.08,84.42,,,,,
1754,11/05/24 12:30:32 PM,0.10,84.45,,,,,
1755,11/05/24 01:30:32 PM,0.14,84.63,,,,,
1756,11/05/24 02:30:32 PM,0.25,84.78,,,,,
1757,11/05/24 03:30:32 PM,0.28,84.85,,,,,
1758,11/05/24 04:30:32 PM,0.22,84.92,,,,,
1759,11/05/24 05:30:32 PM,0.12,84.99,,,,,
1760,11/05/24 06:30:32 PM,0.04,85.10,,,,,
1761,11/05/24 07:30:32 PM,0.03,85.24,,,,,
1762,11/05/24 08:30:32 PM,0.03,85.39,,,,,
1763,11/05/24 09:30:32 PM,0.03,85.32,,,,,
1764,11/05/24 10:30:32 PM,0.03,85.17,,,,,
1765,11/05/24 11:30:32 PM,0.02,85.14,,,,,
1766,11/06/24 12:30:32 AM,0.03,85.10,,,,,
1767,11/06/24 01:30:32 AM,0.02,85.03,,,,,
1768,11/06/24 02:30:32 AM,0.02,84.81,,,,,
1769,11/06/24 03:30:32 AM,0.02,84.74,,,,,
1770,11/06/24 04:30:32 AM,0.02,84.74,,,,,
1771,11/06/24 05:30:32 AM,0.01,84.67,,,,,
1772,11/06/24 06:30:32 AM,0.02,84.56,,,,,
1773,11/06/24 07:30:32 AM,0.00,84.56,,,,,
1774,11/06/24 08:30:32 AM,0.00,84.52,,,,,
1775,11/06/24 09:30:32 AM,0.02,84.38,,,,,
1776,11/06/24 10:30:32 AM,0.04,84.42,,,,,
1777,11/06/24 11:30:32 AM,0.08,84.60,,,,,
1778,11/06/24 12:30:32 PM,0.10,84.70,,,,,
1779,11/06/24 01:30:32 PM,0.12,84.67,,,,,
1780,11/06/24 02:30:32 PM,0.21,85.03,,,,,
1781,11/06/24 03:30:32 PM,0.24,85.21,,,,,
1782,11/06/24 04:30:32 PM,0.19,85.17,,,,,
1783,11/06/24 05:30:32 PM,0.09,85.10,,,,,
1784,11/06/24 06:30:32 PM,0.03,85.21,,,,,
1785,11/06/24 07:30:32 PM,0.01,85.24,,,,,
1786,11/06/24 08:30:32 PM,0.03,84.99,,,,,
1787,11/06/24 09:30:32 PM,0.03,85.35,,,,,
1788,11/06/24 10:30:32 PM,0.03,85.42,,,,,
1789,11/06/24 11:30:32 PM,0.02,85.32,,,,,
1790,11/07/24 12:30:32 AM,0.03,85.17,,,,,
1791,11/07/24 01:30:32 AM,0.03,85.32,,,,,
1792,11/07/24 02:30:32 AM,0.03,85.28,,,,,
1793,11/07/24 03:30:32 AM,0.03,85.24,,,,,
1794,11/07/24 04:30:32 AM,0.02,85.39,,,,,
1795,11/07/24 05:30:32 AM,0.02,85.42,,,,,
1796,11/07/24 06:30:32 AM,0.00,85.46,,,,,
1797,11/07/24 07:30:32 AM,0.01,85.50,,,,,
1798,11/07/24 08:30:32 AM,0.00,85.42,,,,,
1799,11/07/24 09:30:32 AM,0.01,85.32,,,,,
1800,11/07/24 10:30:32 AM,0.03,85.32,,,,,
1801,11/07/24 11:30:32 AM,0.05,85.06,,,,,
1802,11/07/24 12:30:32 PM,0.05,84.96,,,,,
1803,11/07/24 01:30:32 PM,0.09,84.96,,,,,
1804,11/07/24 02:30:32 PM,0.16,84.88,,,,,
1805,11/07/24 03:30:32 PM,0.19,84.85,,,,,
1806,11/07/24 04:30:32 PM,0.14,84.85,,,,,
1807,11/07/24 05:30:32 PM,0.07,84.88,,,,,
1808,11/07/24 06:30:32 PM,0.03,85.10,,,,,
1809,11/07/24 07:30:32 PM,0.00,84.85,,,,,
1810,11/07/24 08:30:32 PM,0.00,84.92,,,,,
1811,11/07/24 09:30:32 PM,0.02,84.99,,,,,
1812,11/07/24 10:30:32 PM,0.03,85.14,,,,,
1813,11/07/24 11:30:32 PM,0.03,85.24,,,,,
1814,11/08/24 12:30:32 AM,0.02,85.32,,,,,
1815,11/08/24 01:30:32 AM,0.02,85.32,,,,,
1816,11/08/24 02:30:32 AM,0.03,85.17,,,,,
1817,11/08/24 03:30:32 AM,0.03,85.39,,,,,
1818,11/08/24 04:30:32 AM,0.02,85.53,,,,,
1819,11/08/24 05:30:32 AM,0.02,85.71,,,,,
1820,11/08/24 06:30:32 AM,0.02,85.82,,,,,
1821,11/08/24 07:30:32 AM,0.00,85.86,,,,,
1822,11/08/24 08:30:32 AM,0.00,85.89,,,,,
1823,11/08/24 09:30:32 AM,0.01,85.89,,,,,
1824,11/08/24 10:30:32 AM,0.02,86.00,,,,,
1825,11/08/24 11:30:32 AM,0.04,85.71,,,,,
1826,11/08/24 12:30:32 PM,0.05,85.10,,,,,
1827,11/08/24 01:30:32 PM,0.08,85.03,,,,,
1828,11/08/24 02:30:32 PM,0.13,85.10,,,,,
1829,11/08/24 03:30:32 PM,0.15,85.03,,,,,
1830,11/08/24 04:30:32 PM,0.13,85.03,,,,,
1831,11/08/24 05:30:32 PM,0.07,84.99,,,,,
1832,11/08/24 06:30:32 PM,0.02,84.92,,,,,
1833,11/08/24 07:30:32 PM,0.00,85.03,,,,,
1834,11/08/24 08:30:32 PM,0.00,84.99,,,,,
1835,11/08/24 09:30:32 PM,0.00,85.14,,,,,
1836,11/08/24 10:30:32 PM,0.01,85.06,,,,,
1837,11/08/24 11:30:32 PM,0.02,85.10,,,,,
1838,11/09/24 12:30:32 AM,0.01,85.17,,,,,
1839,11/09/24 01:30:32 AM,0.01,85.17,,,,,
1840,11/09/24 02:30:32 AM,0.01,85.21,,,,,
1841,11/09/24 03:30:32 AM,0.01,85.32,,,,,
1842,11/09/24 04:30:32 AM,0.02,85.14,,,,,
1843,11/09/24 05:30:32 AM,0.01,85.24,,,,,
1844,11/09/24 06:30:32 AM,0.01,85.28,,,,,
1845,11/09/24 07:30:32 AM,0.00,85.64,,,,,
1846,11/09/24 08:30:32 AM,0.00,85.86,,,,,
1847,11/09/24 09:30:32 AM,0.01,86.04,,,,,
1848,11/09/24 10:30:32 AM,0.02,86.00,,,,,
1849,11/09/24 11:30:32 AM,0.03,86.22,,,,,
1850,11/09/24 12:30:32 PM,0.04,86.32,,,,,
1851,11/09/24 01:30:32 PM,0.05,86.29,,,,,
1852,11/09/24 02:30:32 PM,0.10,86.29,,,,,
1853,11/09/24 03:30:32 PM,0.11,85.75,,,,,
1854,11/09/24 04:30:32 PM,0.09,85.57,,,,,
1855,11/09/24 05:30:32 PM,0.05,85.53,,,,,
1856,11/09/24 06:30:32 PM,0.02,85.53,,,,,
1857,11/09/24 07:30:32 PM,0.00,85.50,,,,,
1858,11/09/24 08:30:32 PM,0.01,85.50,,,,,
1859,11/09/24 09:30:32 PM,0.01,85.75,,,,,
1860,11/09/24 10:30:32 PM,0.02,85.64,,,,,
1861,11/09/24 11:30:32 PM,0.02,85.89,,,,,
1862,11/10/24 12:30:32 AM,0.03,85.82,,,,,
1863,11/10/24 01:30:32 AM,0.03,85.89,,,,,
1864,11/10/24 02:30:32 AM,0.02,85.17,,,,,
1865,11/10/24 03:30:32 AM,0.03,85.03,,,,,
1866,11/10/24 04:30:32 AM,0.03,84.96,,,,,
1867,11/10/24 05:30:32 AM,0.02,84.96,,,,,
1868,11/10/24 06:30:32 AM,0.00,84.96,,,,,
1869,11/10/24 07:30:32 AM,0.00,85.14,,,,,
1870,11/10/24 08:30:32 AM,0.00,85.50,,,,,
1871,11/10/24 09:30:32 AM,0.00,85.75,,,,,
1872,11/10/24 10:30:32 AM,0.00,85.93,,,,,
1873,11/10/24 11:30:32 AM,0.01,86.14,,,,,
1874,11/10/24 12:30:32 PM,0.03,86.40,,,,,
1875,11/10/24 01:30:32 PM,0.04,86.76,,,,,
1876,11/10/24 02:30:32 PM,0.08,85.93,,,,,
1877,11/10/24 03:30:32 PM,0.07,85.78,,,,,
1878,11/10/24 04:30:32 PM,0.07,85.71,,,,,
1879,11/10/24 05:30:32 PM,0.04,85.78,,,,,
1880,11/10/24 06:30:32 PM,0.02,85.68,,,,,
1881,11/10/24 07:30:32 PM,0.00,85.89,,,,,
1882,11/10/24 08:30:32 PM,0.02,85.89,,,,,
1883,11/10/24 09:30:32 PM,0.00,85.96,,,,,
1884,11/10/24 10:30:32 PM,0.02,86.00,,,,,
1885,11/10/24 11:30:32 PM,0.02,86.00,,,,,
1886,11/11/24 12:30:32 AM,0.03,86.04,,,,,
1887,11/11/24 01:30:32 AM,0.03,86.00,,,,,
1888,11/11/24 02:30:32 AM,0.02,85.89,,,,,
1889,11/11/24 03:30:32 AM,0.03,85.42,,,,,
1890,11/11/24 04:30:32 AM,0.03,85.39,,,,,
1891,11/11/24 05:30:32 AM,0.03,85.35,,,,,
1892,11/11/24 06:30:32 AM,0.02,85.39,,,,,
1893,11/11/24 07:30:32 AM,0.00,85.35,,,,,
1894,11/11/24 08:30:32 AM,0.00,85.39,,,,,
1895,11/11/24 09:30:32 AM,0.01,85.46,,,,,
1896,11/11/24 10:30:32 AM,0.02,85.53,,,,,
1897,11/11/24 11:30:32 AM,0.03,85.68,,,,,
1898,11/11/24 12:30:32 PM,0.02,85.57,,,,,
1899,11/11/24 01:30:32 PM,0.03,85.75,,,,,
1900,11/11/24 02:30:32 PM,0.05,85.82,,,,,
1901,11/11/24 03:30:32 PM,0.08,85.78,,,,,
1902,11/11/24 04:30:32 PM,0.05,85.60,,,,,
1903,11/11/24 05:30:32 PM,0.03,85.60,,,,,
1904,11/11/24 06:30:32 PM,0.01,85.64,,,,,
1905,11/11/24 07:30:32 PM,0.00,85.64,,,,,
1906,11/11/24 08:30:32 PM,0.01,85.57,,,,,
1907,11/11/24 09:30:32 PM,0.02,85.60,,,,,
1908,11/11/24 10:30:32 PM,0.02,85.60,,,,,
1909,11/11/24 11:30:32 PM,0.02,85.68,,,,,
1910,11/12/24 12:30:32 AM,0.03,85.75,,,,,
1911,11/12/24 01:30:32 AM,0.02,85.71,,,,,
1912,11/12/24 02:30:32 AM,0.03,85.60,,,,,
1913,11/12/24 03:30:32 AM,0.01,85.39,,,,,
1914,11/12/24 04:30:32 AM,0.03,85.39,,,,,
1915,11/12/24 05:30:32 AM,0.03,85.39,,,,,
1916,11/12/24 06:30:32 AM,0.03,85.39,,,,,
1917,11/12/24 07:30:32 AM,0.00,85.32,,,,,
1918,11/12/24 08:30:32 AM,0.00,85.35,,,,,
1919,11/12/24 09:30:32 AM,0.01,85.17,,,,,
1920,11/12/24 10:30:32 AM,0.02,85.32,,,,,
1921,11/12/24 11:30:32 AM,0.03,85.53,,,,,
1922,11/12/24 12:30:32 PM,0.03,85.68,,,,,
1923,11/12/24 01:30:32 PM,0.03,85.71,,,,,
1924,11/12/24 02:30:32 PM,0.05,85.82,,,,,
1925,11/12/24 03:30:32 PM,0.05,85.64,,,,,
1926,11/12/24 04:30:32 PM,0.05,85.68,,,,,
1927,11/12/24 05:30:32 PM,0.04,85.60,,,,,
1928,11/12/24 06:30:32 PM,0.03,85.46,,,,,
1929,11/12/24 07:30:32 PM,0.02,85.50,,,,,
1930,11/12/24 08:30:32 PM,0.02,85.57,,,,,
1931,11/12/24 09:30:32 PM,0.03,85.53,,,,,
1932,11/12/24 10:30:32 PM,0.03,85.60,,,,,
1933,11/12/24 11:30:32 PM,0.03,85.75,,,,,
1934,11/13/24 12:30:32 AM,0.03,85.86,,,,,
1935,11/13/24 01:30:32 AM,0.02,85.89,,,,,
1936,11/13/24 02:30:32 AM,0.01,85.64,,,,,
1937,11/13/24 03:30:32 AM,0.03,85.39,,,,,
1938,11/13/24 04:30:32 AM,0.04,85.28,,,,,
1939,11/13/24 05:30:32 AM,0.02,85.17,,,,,
1940,11/13/24 06:30:32 AM,0.00,85.14,,,,,
1941,11/13/24 07:30:32 AM,0.00,85.06,,,,,
1942,11/13/24 08:30:32 AM,0.00,85.03,,,,,
1943,11/13/24 09:30:32 AM,0.01,85.06,,,,,
1944,11/13/24 10:30:32 AM,0.03,85.06,,,,,
1945,11/13/24 11:30:32 AM,0.04,85.14,,,,,
1946,11/13/24 12:30:32 PM,0.05,85.17,,,,,
1947,11/13/24 01:30:32 PM,0.05,85.28,,,,,
1948,11/13/24 02:30:32 PM,0.08,85.53,,,,,
1949,11/13/24 03:30:32 PM,0.09,85.75,,,,,
1950,11/13/24 04:30:32 PM,0.07,85.68,,,,,
1951,11/13/24 05:30:32 PM,0.04,85.60,,,,,
1952,11/13/24 06:30:32 PM,0.02,85.53,,,,,
1953,11/13/24 07:30:32 PM,0.01,85.50,,,,,
1954,11/13/24 08:30:32 PM,0.03,85.50,,,,,
1955,11/13/24 09:30:32 PM,0.03,85.50,,,,,
1956,11/13/24 10:30:32 PM,0.02,85.53,,,,,
1957,11/13/24 11:30:32 PM,0.01,85.60,,,,,
1958,11/14/24 12:30:32 AM,0.03,85.60,,,,,
1959,11/14/24 01:30:32 AM,0.03,85.60,,,,,
1960,11/14/24 02:30:32 AM,0.01,85.46,,,,,
1961,11/14/24 03:30:32 AM,0.04,85.28,,,,,
1962,11/14/24 04:30:32 AM,0.04,85.21,,,,,
1963,11/14/24 05:30:32 AM,0.04,85.14,,,,,
1964,11/14/24 06:30:32 AM,0.04,85.14,,,,,
1965,11/14/24 07:30:32 AM,0.01,85.14,,,,,
1966,11/14/24 08:30:32 AM,0.00,85.14,,,,,
1967,11/14/24 09:30:32 AM,0.00,85.03,,,,,
1968,11/14/24 10:30:32 AM,0.01,84.85,,,,,
1969,11/14/24 11:30:32 AM,0.02,84.88,,,,,
1970,11/14/24 12:30:32 PM,0.02,84.78,,,,,
1971,11/14/24 01:30:32 PM,0.03,84.81,,,,,
1972,11/14/24 02:30:32 PM,0.03,84.92,,,,,
1973,11/14/24 03:30:32 PM,0.02,84.85,,,,,
1974,11/14/24 04:30:32 PM,0.01,84.63,,,,,
1975,11/14/24 05:30:32 PM,0.00,84.88,,,,,
1976,11/14/24 06:30:32 PM,0.00,84.78,,,,,
1977,11/14/24 07:30:32 PM,0.00,84.67,,,,,
1978,11/14/24 08:30:32 PM,0.03,84.60,,,,,
1979,11/14/24 09:30:32 PM,0.04,84.56,,,,,
1980,11/14/24 10:30:32 PM,0.04,84.49,,,,,
1981,11/14/24 11:30:32 PM,0.04,84.42,,,,,
1982,11/15/24 12:30:32 AM,0.04,84.09,,,,,
1983,11/15/24 01:30:32 AM,0.04,83.98,,,,,
1984,11/15/24 02:30:32 AM,0.04,83.73,,,,,
1985,11/15/24 03:30:32 AM,0.04,83.52,,,,,
1986,11/15/24 04:30:32 AM,0.04,84.38,,,,,
1987,11/15/24 05:30:32 AM,0.04,84.60,,,,,
1988,11/15/24 06:30:32 AM,0.02,84.85,,,,,
1989,11/15/24 07:30:32 AM,0.00,84.88,,,,,
1990,11/15/24 08:30:32 AM,0.00,84.85,,,,,
1991,11/15/24 09:30:32 AM,0.00,83.62,,,,,
1992,11/15/24 10:30:32 AM,0.00,83.80,,,,,
1993,11/15/24 11:30:32 AM,0.00,83.62,,,,,
1994,11/15/24 12:30:32 PM,0.01,83.37,,,,,
1995,11/15/24 01:30:32 PM,0.00,82.80,,,,,
1996,11/15/24 02:30:32 PM,0.00,82.83,,,,,
1997,11/15/24 03:30:32 PM,0.00,82.87,,,,,
1998,11/15/24 04:30:32 PM,0.00,82.98,,,,,
1999,11/15/24 05:30:32 PM,0.00,84.16,,,,,
2000,11/15/24 06:30:32 PM,0.00,84.70,,,,,
2001,11/15/24 07:30:32 PM,0.01,84.56,,,,,
2002,11/15/24 08:30:32 PM,0.03,84.85,,,,,
2003,11/15/24 09:30:32 PM,0.04,84.88,,,,,
2004,11/15/24 10:30:32 PM,0.04,84.85,,,,,
2005,11/15/24 11:30:32 PM,0.04,84.24,,,,,
2006,11/16/24 12:30:32 AM,0.04,84.31,,,,,
2007,11/16/24 01:30:32 AM,0.04,84.06,,,,,
2008,11/16/24 02:30:32 AM,0.04,84.06,,,,,
2009,11/16/24 03:30:32 AM,0.04,83.70,,,,,
2010,11/16/24 04:30:32 AM,0.04,83.98,,,,,
2011,11/16/24 05:30:32 AM,0.04,83.77,,,,,
2012,11/16/24 06:30:32 AM,0.04,84.63,,,,,
2013,11/16/24 07:30:32 AM,0.01,84.78,,,,,
2014,11/16/24 08:30:32 AM,0.00,84.78,,,,,
2015,11/16/24 09:30:32 AM,0.00,84.60,,,,,
2016,11/16/24 10:30:32 AM,0.00,84.56,,,,,
2017,11/16/24 11:30:32 AM,0.01,84.49,,,,,
2018,11/16/24 12:30:32 PM,-888.88,-888.88,Logged,,,,
2019,11/16/24 01:30:32 PM,-888.88,-888.88,,,,,
2020,11/16/24 02:30:32 PM,-888.88,-888.88,,,,,
2021,11/16/24 03:30:32 PM,-888.88,-888.88,,,,,
2022,11/16/24 04:30:32 PM,-888.88,-888.88,,,,,
2023,11/16/24 05:30:32 PM,-888.88,-888.88,,,,,
2024,11/16/24 06:30:32 PM,-888.88,-888.88,,,,,
2025,11/16/24 07:30:32 PM,-888.88,-888.88,,,,,
2026,11/16/24 08:30:32 PM,-888.88,-888.88,,,,,
2027,11/16/24 09:30:32 PM,-888.88,-888.88,,,,,
2028,11/16/24 10:30:32 PM,-888.88,-888.88,,,,,
2029,11/16/24 11:30:32 PM,-888.88,-888.88,,,,,
2030,11/17/24 12:30:32 AM,-888.88,-888.88,,,,,
2031,11/17/24 01:30:32 AM,-888.88,-888.88,,,,,
2032,11/17/24 02:30:32 AM,-888.88,-888.88,,,,,
2033,11/17/24 03:30:32 AM,-888.88,-888.88,,,,,
2034,11/17/24 04:30:32 AM,-888.88,-888.88,,,,,
2035,11/17/24 05:30:32 AM,-888.88,-888.88,,,,,
2036,11/17/24 06:30:32 AM,-888.88,-888.88,,,,,
2037,11/17/24 07:30:32 AM,-888.88,-888.88,,,,,
2038,11/17/24 08:30:32 AM,-888.88,-888.88,,,,,
2039,11/17/24 09:30:32 AM,-888.88,-888.88,,,,,
2040,11/17/24 10:30:32 AM,-888.88,-888.88,,,,,
2041,11/17/24 11:30:32 AM,-888.88,-888.88,,,,,
2042,11/17/24 12:30:32 PM,-888.88,-888.88,,,,,
2043,11/17/24 01:30:32 PM,-888.88,-888.88,,,,,
2044,11/17/24 02:30:32 PM,-888.88,-888.88,,,,,
2045,11/17/24 03:30:32 PM,-888.88,-888.88,,,,,
2046,11/17/24 04:30:32 PM,-888.88,-888.88,,,,,
2047,11/17/24 05:30:32 PM,-888.88,-888.88,,,,,
2048,11/17/24 06:30:32 PM,-888.88,-888.88,,,,,
2049,11/17/24 07:30:32 PM,-888.88,-888.88,,,,,
2050,11/17/24 08:30:32 PM,-888.88,-888.88,,,,,
2051,11/17/24 09:30:32 PM,-888.88,-888.88,,,,,
2052,11/17/24 10:30:32 PM,-888.88,-888.88,,,,,
2053,11/17/24 11:30:32 PM,-888.88,-888.88,,,,,
2054,11/18/24 12:30:32 AM,-888.88,-888.88,,,,,
2055,11/18/24 01:30:32 AM,-888.88,-888.88,,,,,
2056,11/18/24 02:30:32 AM,-888.88,-888.88,,,,,
2057,11/18/24 03:30:32 AM,-888.88,-888.88,,,,,
2058,11/18/24 04:30:32 AM,-888.88,-888.88,,,,,
2059,11/18/24 05:30:32 AM,-888.88,-888.88,,,,,
2060,11/18/24 06:30:32 AM,-888.88,-888.88,,,,,
2061,11/18/24 07:30:32 AM,-888.88,-888.88,,,,,
2062,11/18/24 08:30:32 AM,-888.88,-888.88,,,,,
2063,11/18/24 09:30:32 AM,-888.88,-888.88,,,,,
2064,11/18/24 10:30:32 AM,-888.88,-888.88,,,,,
2065,11/18/24 11:30:32 AM,-888.88,-888.88,,,,,
2066,11/18/24 12:30:32 PM,-888.88,-888.88,,,,,
2067,11/18/24 01:30:32 PM,-888.88,-888.88,,,,,
2068,11/18/24 02:30:32 PM,-888.88,-888.88,,,,,
2069,11/18/24 03:30:32 PM,-888.88,-888.88,,,,,
2070,11/18/24 04:30:32 PM,-888.88,-888.88,,,,,
2071,11/18/24 05:30:32 PM,-888.88,-888.88,,,,,
2072,11/18/24 06:30:32 PM,-888.88,-888.88,,,,,
2073,11/18/24 07:30:32 PM,-888.88,-888.88,,,,,
2074,11/18/24 08:30:32 PM,-888.88,-888.88,,,,,
2075,11/18/24 09:30:32 PM,-888.88,-888.88,,,,,
2076,11/18/24 10:30:32 PM,-888.88,-888.88,,,,,
2077,11/18/24 11:30:32 PM,-888.88,-888.88,,,,,
2078,11/19/24 12:30:32 AM,-888.88,-888.88,,,,,
2079,11/19/24 01:30:32 AM,-888.88,-888.88,,,,,
2080,11/19/24 02:30:32 AM,-888.88,-888.88,,,,,
2081,11/19/24 03:30:32 AM,-888.88,-888.88,,,,,
2082,11/19/24 04:30:32 AM,-888.88,-888.88,,,,,
2083,11/19/24 05:30:32 AM,-888.88,-888.88,,,,,
2084,11/19/24 06:30:32 AM,-888.88,-888.88,,,,,
2085,11/19/24 07:30:32 AM,-888.88,-888.88,,,,,
2086,11/19/24 08:30:32 AM,-888.88,-888.88,,,,,
2087,11/19/24 09:30:32 AM,-888.88,-888.88,,,,,
2088,11/19/24 10:30:32 AM,-888.88,-888.88,,,,,
2089,11/19/24 11:30:32 AM,-888.88,-888.88,,,,,
2090,11/19/24 12:30:32 PM,-888.88,-888.88,,,,,
2091,11/19/24 01:30:32 PM,-888.88,-888.88,,,,,
2092,11/19/24 02:30:32 PM,-888.88,-888.88,,,,,
2093,11/19/24 03:30:32 PM,-888.88,-888.88,,,,,
2094,11/19/24 04:30:32 PM,-888.88,-888.88,,,,,
2095,11/19/24 05:30:32 PM,-888.88,-888.88,,,,,
2096,11/19/24 06:30:32 PM,-888.88,-888.88,,,,,
2097,11/19/24 07:30:32 PM,-888.88,-888.88,,,,,
2098,11/19/24 08:30:32 PM,-888.88,-888.88,,,,,
2099,11/19/24 09:30:32 PM,-888.88,-888.88,,,,,
2100,11/19/24 10:30:32 PM,-888.88,-888.88,,,,,
2101,11/19/24 11:30:32 PM,-888.88,-888.88,,,,,
2102,11/20/24 12:30:32 AM,-888.88,-888.88,,,,,
2103,11/20/24 01:30:32 AM,-888.88,-888.88,,,,,
2104,11/20/24 02:30:32 AM,-888.88,-888.88,,,,,
2105,11/20/24 03:30:32 AM,-888.88,-888.88,,,,,
2106,11/20/24 04:30:32 AM,-888.88,-888.88,,,,,
2107,11/20/24 05:30:32 AM,-888.88,-888.88,,,,,
2108,11/20/24 06:30:32 AM,-888.88,-888.88,,,,,
2109,11/20/24 07:30:32 AM,-888.88,-888.88,,,,,
2110,11/20/24 08:30:32 AM,-888.88,-888.88,,,,,
2111,11/20/24 09:30:32 AM,-888.88,-888.88,,,,,
2112,11/20/24 10:30:32 AM,-888.88,-888.88,,,,,
2113,11/20/24 11:30:32 AM,-888.88,-888.88,,,,,
2114,11/20/24 12:30:32 PM,-888.88,-888.88,,,,,
2115,11/20/24 01:30:32 PM,-888.88,-888.88,,,,,
2116,11/20/24 02:30:32 PM,-888.88,-888.88,,,,,
2117,11/20/24 03:30:32 PM,-888.88,-888.88,,,,,
2118,11/20/24 04:30:32 PM,-888.88,-888.88,,,,,
2119,11/20/24 05:30:32 PM,-888.88,-888.88,,,,,
2120,11/20/24 06:30:32 PM,-888.88,-888.88,,,,,
2121,11/20/24 07:30:32 PM,-888.88,-888.88,,,,,
2122,11/20/24 08:30:32 PM,-888.88,-888.88,,,,,
2123,11/20/24 09:30:32 PM,-888.88,-888.88,,,,,
2124,11/20/24 10:30:32 PM,-888.88,-888.88,,,,,
2125,11/20/24 11:30:32 PM,-888.88,-888.88,,,,,
2126,11/21/24 12:30:32 AM,-888.88,-888.88,,,,,
2127,11/21/24 01:30:32 AM,-888.88,-888.88,,,,,
