"Plot Title: 21909587"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909587, SEN S/N: 21909587)","Temp, °F (LGR S/N: 21909587, SEN S/N: 21909587)","Expired Sensor Cap (LGR S/N: 21909587)","Coupler Attached (LGR S/N: 21909587)","Host Connected (LGR S/N: 21909587)","Stopped (LGR S/N: 21909587)","End Of File (LGR S/N: 21909587)"
1939,11/13/24 10:31:45 AM,7.49,84.49,,,,,
1940,11/13/24 11:31:45 AM,7.83,84.56,,,,,
1941,11/13/24 12:31:45 PM,7.92,84.74,,,,,
1942,11/13/24 01:31:45 PM,8.94,84.85,,,,,
1943,11/13/24 02:31:45 PM,8.11,85.14,,,,,
1944,11/13/24 03:31:45 PM,8.33,85.14,,,,,
1945,11/13/24 04:31:45 PM,10.15,85.53,,,,,
1946,11/13/24 05:31:45 PM,8.44,85.21,,,,,
1947,11/13/24 06:31:45 PM,8.36,85.21,,,,,
1948,11/13/24 07:31:45 PM,7.27,85.39,,,,,
1949,11/13/24 08:31:45 PM,6.31,85.46,,,,,
1950,11/13/24 09:31:45 PM,6.06,85.53,,,,,
1951,11/13/24 10:31:45 PM,5.43,85.53,,,,,
1952,11/13/24 11:31:45 PM,4.38,85.53,,,,,
1953,11/14/24 12:31:45 AM,3.83,85.50,,,,,
1954,11/14/24 01:31:45 AM,5.94,85.06,,,,,
1955,11/14/24 02:31:45 AM,5.18,85.10,,,,,
1956,11/14/24 03:31:45 AM,5.50,84.81,,,,,
1957,11/14/24 04:31:45 AM,5.19,84.45,,,,,
1958,11/14/24 05:31:45 AM,4.73,84.42,,,,,
1959,11/14/24 06:31:45 AM,5.76,84.02,,,,,
1960,11/14/24 07:31:45 AM,5.68,84.09,,,,,
1961,11/14/24 08:31:45 AM,6.32,84.13,,,,,
1962,11/14/24 09:31:45 AM,6.71,84.31,,,,,
1963,11/14/24 10:31:45 AM,7.10,84.56,,,,,
1964,11/14/24 11:31:45 AM,7.08,84.49,,,,,
1965,11/14/24 12:31:45 PM,7.08,84.67,,,,,
1966,11/14/24 01:31:45 PM,7.11,84.63,,,,,
1967,11/14/24 02:31:45 PM,7.64,84.42,,,,,
1968,11/14/24 03:31:45 PM,7.75,84.38,,,,,
1969,11/14/24 04:31:45 PM,7.64,84.20,,,,,
1970,11/14/24 05:31:45 PM,7.30,84.13,,,,,
1971,11/14/24 06:31:45 PM,7.14,84.02,,,,,
1972,11/14/24 07:31:45 PM,6.88,83.88,,,,,
1973,11/14/24 08:31:45 PM,6.56,83.84,,,,,
1974,11/14/24 09:31:45 PM,6.48,83.77,,,,,
1975,11/14/24 10:31:45 PM,6.63,83.77,,,,,
1976,11/14/24 11:31:45 PM,6.42,83.73,,,,,
1977,11/15/24 12:31:45 AM,6.69,84.02,,,,,
1978,11/15/24 01:31:45 AM,6.81,83.95,,,,,
1979,11/15/24 02:31:45 AM,6.85,83.98,,,,,
1980,11/15/24 03:31:45 AM,6.94,83.84,,,,,
1981,11/15/24 04:31:45 AM,6.93,83.77,,,,,
1982,11/15/24 05:31:45 AM,6.76,83.70,,,,,
1983,11/15/24 06:31:45 AM,6.74,83.66,,,,,
1984,11/15/24 07:31:45 AM,6.73,83.52,,,,,
1985,11/15/24 08:31:45 AM,5.87,83.37,,,,,
1986,11/15/24 09:31:45 AM,5.23,83.52,,,,,
1987,11/15/24 10:31:45 AM,7.01,83.55,,,,,
1988,11/15/24 11:31:45 AM,7.12,83.73,,,,,
1989,11/15/24 12:31:45 PM,7.18,83.77,,,,,
1990,11/15/24 01:31:45 PM,7.14,83.80,,,,,
1991,11/15/24 02:31:45 PM,7.05,83.84,,,,,
1992,11/15/24 03:31:45 PM,7.07,83.77,,,,,
1993,11/15/24 04:31:45 PM,7.03,83.62,,,,,
1994,11/15/24 05:31:45 PM,6.90,83.37,,,,,
1995,11/15/24 06:31:45 PM,7.01,83.66,,,,,
1996,11/15/24 07:31:45 PM,6.86,83.55,,,,,
1997,11/15/24 08:31:45 PM,6.86,83.34,,,,,
1998,11/15/24 09:31:45 PM,6.78,83.19,,,,,
1999,11/15/24 10:31:45 PM,6.89,83.08,,,,,
2000,11/15/24 11:31:45 PM,7.05,83.16,,,,,
2001,11/16/24 12:31:45 AM,7.03,83.19,,,,,
2002,11/16/24 01:31:45 AM,7.07,83.26,,,,,
2003,11/16/24 02:31:45 AM,7.04,83.23,,,,,
2004,11/16/24 03:31:45 AM,7.03,83.16,,,,,
2005,11/16/24 04:31:45 AM,7.09,83.12,,,,,
2006,11/16/24 05:31:45 AM,7.05,83.01,,,,,
2007,11/16/24 06:31:45 AM,7.04,82.87,,,,,
2008,11/16/24 07:31:45 AM,7.03,82.76,,,,,
2009,11/16/24 08:31:45 AM,5.29,82.58,,,,,
2010,11/16/24 09:31:45 AM,6.81,82.40,,,,,
2011,11/16/24 10:31:45 AM,6.73,82.18,,,,,
2012,11/16/24 11:31:45 AM,6.75,82.11,,,,,
2013,11/16/24 12:31:45 PM,7.04,81.82,,,,,
2014,11/16/24 01:31:45 PM,7.14,81.57,,,,,
2015,11/16/24 02:31:45 PM,7.22,81.86,,,,,
2016,11/16/24 03:31:45 PM,7.30,82.26,,,,,
2017,11/16/24 04:31:45 PM,7.22,82.04,,,,,
2018,11/16/24 05:31:45 PM,7.19,81.90,,,,,
2019,11/16/24 06:31:45 PM,7.19,81.68,,,,,
2020,11/16/24 07:31:45 PM,7.16,81.54,,,,,
2021,11/16/24 08:31:45 PM,7.16,81.28,,,,,
2022,11/16/24 09:31:45 PM,7.14,81.25,,,,,
2023,11/16/24 10:31:45 PM,7.11,81.18,,,,,
2024,11/16/24 11:31:45 PM,7.23,81.25,,,,,
2025,11/17/24 12:31:45 AM,7.19,81.28,,,,,
2026,11/17/24 01:31:45 AM,7.20,81.57,,,,,
2027,11/17/24 02:31:45 AM,7.18,81.90,,,,,
2028,11/17/24 03:31:45 AM,7.18,82.15,,,,,
2029,11/17/24 04:31:45 AM,7.17,82.29,,,,,
2030,11/17/24 05:31:45 AM,7.05,82.33,,,,,
2031,11/17/24 06:31:45 AM,6.99,82.26,,,,,
2032,11/17/24 07:31:45 AM,6.88,82.15,,,,,
2033,11/17/24 08:31:45 AM,6.72,82.08,,,,,
2034,11/17/24 09:31:45 AM,6.75,82.04,,,,,
2035,11/17/24 10:31:45 AM,6.99,82.08,,,,,
2036,11/17/24 11:31:45 AM,6.82,81.79,,,,,
2037,11/17/24 12:31:45 PM,7.14,81.93,,,,,
2038,11/17/24 01:31:45 PM,7.26,82.22,,,,,
2039,11/17/24 02:31:45 PM,7.35,82.62,,,,,
2040,11/17/24 03:31:45 PM,7.17,82.62,,,,,
2041,11/17/24 04:31:45 PM,7.38,82.72,,,,,
2042,11/17/24 05:31:45 PM,7.32,82.65,,,,,
2043,11/17/24 06:31:45 PM,7.09,82.62,,,,,
2044,11/17/24 07:31:45 PM,6.97,82.58,,,,,
2045,11/17/24 08:31:45 PM,6.88,82.54,,,,,
2046,11/17/24 09:31:45 PM,6.80,82.44,,,,,
2047,11/17/24 10:31:45 PM,6.65,82.40,,,,,
2048,11/17/24 11:31:45 PM,6.66,82.40,,,,,
2049,11/18/24 12:31:45 AM,6.74,82.40,,,,,
2050,11/18/24 01:31:45 AM,6.90,82.47,,,,,
2051,11/18/24 02:31:45 AM,6.85,82.47,,,,,
2052,11/18/24 03:31:45 AM,0.08,82.44,,,,,
2053,11/18/24 04:31:45 AM,6.94,82.40,,,,,
2054,11/18/24 05:31:45 AM,6.89,82.40,,,,,
2055,11/18/24 06:31:45 AM,6.54,82.40,,,,,
2056,11/18/24 07:31:45 AM,5.51,82.29,,,,,
2057,11/18/24 08:31:45 AM,5.33,82.15,,,,,
2058,11/18/24 09:31:45 AM,4.68,82.22,,,,,
2059,11/18/24 10:31:45 AM,5.56,82.40,,,,,
2060,11/18/24 11:31:45 AM,0.02,82.69,,,,,
2061,11/18/24 12:31:45 PM,7.28,82.94,,,,,
2062,11/18/24 01:31:45 PM,7.70,83.16,,,,,
2063,11/18/24 02:31:45 PM,7.33,83.05,,,,,
2064,11/18/24 03:31:45 PM,-888.88,-888.88,Logged,,,,
2065,11/18/24 04:31:45 PM,-888.88,-888.88,,,,,
2066,11/18/24 05:31:45 PM,-888.88,-888.88,,,,,
2067,11/18/24 06:31:45 PM,-888.88,-888.88,,,,,
2068,11/18/24 07:31:45 PM,-888.88,-888.88,,,,,
2069,11/18/24 08:31:45 PM,-888.88,-888.88,,,,,
2070,11/18/24 09:31:45 PM,-888.88,-888.88,,,,,
2071,11/18/24 10:31:45 PM,-888.88,-888.88,,,,,
2072,11/18/24 11:31:45 PM,-888.88,-888.88,,,,,
2073,11/19/24 12:31:45 AM,-888.88,-888.88,,,,,
2074,11/19/24 01:31:45 AM,-888.88,-888.88,,,,,
2075,11/19/24 02:31:45 AM,-888.88,-888.88,,,,,
2076,11/19/24 03:31:45 AM,-888.88,-888.88,,,,,
2077,11/19/24 04:31:45 AM,-888.88,-888.88,,,,,
2078,11/19/24 05:31:45 AM,-888.88,-888.88,,,,,
2079,11/19/24 06:31:45 AM,-888.88,-888.88,,,,,
2080,11/19/24 07:31:45 AM,-888.88,-888.88,,,,,
2081,11/19/24 08:31:45 AM,-888.88,-888.88,,,,,
2082,11/19/24 09:31:45 AM,-888.88,-888.88,,,,,
2083,11/19/24 10:31:45 AM,-888.88,-888.88,,,,,
2084,11/19/24 11:31:45 AM,-888.88,-888.88,,,,,
2085,11/19/24 12:31:45 PM,-888.88,-888.88,,,,,
2086,11/19/24 01:31:45 PM,-888.88,-888.88,,,,,
2087,11/19/24 02:31:45 PM,-888.88,-888.88,,,,,
2088,11/19/24 03:31:45 PM,-888.88,-888.88,,,,,
2089,11/19/24 04:31:45 PM,-888.88,-888.88,,,,,
2090,11/19/24 05:31:45 PM,-888.88,-888.88,,,,,
2091,11/19/24 06:31:45 PM,-888.88,-888.88,,,,,
2092,11/19/24 07:31:45 PM,-888.88,-888.88,,,,,
2093,11/19/24 08:31:45 PM,-888.88,-888.88,,,,,
2094,11/19/24 09:31:45 PM,-888.88,-888.88,,,,,
2095,11/19/24 10:31:45 PM,-888.88,-888.88,,,,,
2096,11/19/24 11:31:45 PM,-888.88,-888.88,,,,,
2097,11/20/24 12:31:45 AM,-888.88,-888.88,,,,,
2098,11/20/24 01:31:45 AM,-888.88,-888.88,,,,,
2099,11/20/24 02:31:45 AM,-888.88,-888.88,,,,,
2100,11/20/24 03:31:45 AM,-888.88,-888.88,,,,,
2101,11/20/24 04:31:45 AM,-888.88,-888.88,,,,,
2102,11/20/24 05:31:45 AM,-888.88,-888.88,,,,,
2103,11/20/24 06:31:45 AM,-888.88,-888.88,,,,,
2104,11/20/24 07:31:45 AM,-888.88,-888.88,,,,,
2105,11/20/24 08:31:45 AM,-888.88,-888.88,,,,,
2106,11/20/24 09:31:45 AM,-888.88,-888.88,,,,,
2107,11/20/24 10:31:45 AM,-888.88,-888.88,,,,,
2108,11/20/24 11:31:45 AM,-888.88,-888.88,,,,,
2109,11/20/24 12:31:45 PM,-888.88,-888.88,,,,,
2110,11/20/24 01:31:45 PM,-888.88,-888.88,,,,,
2111,11/20/24 02:31:45 PM,-888.88,-888.88,,,,,
2112,11/20/24 03:31:45 PM,-888.88,-888.88,,,,,
2113,11/20/24 04:31:45 PM,-888.88,-888.88,,,,,
2114,11/20/24 05:31:45 PM,-888.88,-888.88,,,,,
2115,11/20/24 06:31:45 PM,-888.88,-888.88,,,,,
2116,11/20/24 07:31:45 PM,-888.88,-888.88,,,,,
2117,11/20/24 08:31:45 PM,-888.88,-888.88,,,,,
2118,11/20/24 09:31:45 PM,-888.88,-888.88,,,,,
2119,11/20/24 10:31:45 PM,-888.88,-888.88,,,,,
2120,11/20/24 11:31:45 PM,-888.88,-888.88,,,,,
2121,11/21/24 12:31:45 AM,-888.88,-888.88,,,,,
2122,11/21/24 01:31:45 AM,-888.88,-888.88,,,,,
2123,11/21/24 02:31:45 AM,-888.88,-888.88,,,,,
2124,11/21/24 03:31:45 AM,-888.88,-888.88,,,,,
2125,11/21/24 04:31:45 AM,-888.88,-888.88,,,,,
2126,11/21/24 05:31:45 AM,-888.88,-888.88,,,,,
2127,11/21/24 06:31:45 AM,-888.88,-888.88,,,,,
2128,11/21/24 07:31:45 AM,-888.88,-888.88,,,,,
2129,11/21/24 08:31:45 AM,-888.88,-888.88,,,,,
2130,11/21/24 09:31:45 AM,-888.88,-888.88,,,,,
2131,11/21/24 10:31:45 AM,-888.88,-888.88,,,,,
2132,11/21/24 11:31:45 AM,-888.88,-888.88,,,,,
2133,11/21/24 12:31:45 PM,-888.88,-888.88,,,,,
2134,11/21/24 01:31:45 PM,-888.88,-888.88,,,,,
2135,11/21/24 02:31:45 PM,-888.88,-888.88,,,,,
2136,11/21/24 03:31:45 PM,-888.88,-888.88,,,,,
2137,11/21/24 04:31:45 PM,-888.88,-888.88,,,,,
2138,11/21/24 05:31:45 PM,-888.88,-888.88,,,,,
2139,11/21/24 06:31:45 PM,-888.88,-888.88,,,,,
2140,11/21/24 07:31:45 PM,-888.88,-888.88,,,,,
2141,11/21/24 08:31:45 PM,-888.88,-888.88,,,,,
2142,11/21/24 09:31:45 PM,-888.88,-888.88,,,,,
2143,11/21/24 10:31:45 PM,-888.88,-888.88,,,,,
2144,11/21/24 11:31:45 PM,-888.88,-888.88,,,,,
2145,11/22/24 12:31:45 AM,-888.88,-888.88,,,,,
2146,11/22/24 01:31:45 AM,-888.88,-888.88,,,,,
2147,11/22/24 02:31:45 AM,-888.88,-888.88,,,,,
2148,11/22/24 03:31:45 AM,-888.88,-888.88,,,,,
2149,11/22/24 04:31:45 AM,-888.88,-888.88,,,,,
2150,11/22/24 05:31:45 AM,-888.88,-888.88,,,,,
2151,11/22/24 06:31:45 AM,-888.88,-888.88,,,,,
2152,11/22/24 07:31:45 AM,-888.88,-888.88,,,,,
2153,11/22/24 08:31:45 AM,-888.88,-888.88,,,,,
2154,11/22/24 09:31:45 AM,-888.88,-888.88,,,,,
2155,11/22/24 10:31:45 AM,-888.88,-888.88,,,,,
2156,11/22/24 11:31:45 AM,-888.88,-888.88,,,,,
2157,11/22/24 12:31:45 PM,-888.88,-888.88,,,,,
2158,11/22/24 01:31:45 PM,-888.88,-888.88,,,,,
2159,11/22/24 02:31:45 PM,-888.88,-888.88,,,,,
2160,11/22/24 03:31:45 PM,-888.88,-888.88,,,,,
2161,11/22/24 04:31:45 PM,-888.88,-888.88,,,,,
2162,11/22/24 05:31:45 PM,-888.88,-888.88,,,,,
2163,11/22/24 06:31:45 PM,-888.88,-888.88,,,,,
2164,11/22/24 07:31:45 PM,-888.88,-888.88,,,,,
2165,11/22/24 08:31:45 PM,-888.88,-888.88,,,,,
2166,11/22/24 09:31:45 PM,-888.88,-888.88,,,,,
2167,11/22/24 10:31:45 PM,-888.88,-888.88,,,,,
2168,11/22/24 11:31:45 PM,-888.88,-888.88,,,,,
2169,11/23/24 12:31:45 AM,-888.88,-888.88,,,,,
2170,11/23/24 01:31:45 AM,-888.88,-888.88,,,,,
2171,11/23/24 02:31:45 AM,-888.88,-888.88,,,,,
2172,11/23/24 03:31:45 AM,-888.88,-888.88,,,,,
2173,11/23/24 04:31:45 AM,-888.88,-888.88,,,,,
2174,11/23/24 05:31:45 AM,-888.88,-888.88,,,,,
2175,11/23/24 06:31:45 AM,-888.88,-888.88,,,,,
2176,11/23/24 07:31:45 AM,-888.88,-888.88,,,,,
2177,11/23/24 08:31:45 AM,-888.88,-888.88,,,,,
2178,11/23/24 09:31:45 AM,-888.88,-888.88,,,,,
2179,11/23/24 10:31:45 AM,-888.88,-888.88,,,,,
2180,11/23/24 11:31:45 AM,-888.88,-888.88,,,,,
2181,11/23/24 12:31:45 PM,-888.88,-888.88,,,,,
2182,11/23/24 01:31:45 PM,-888.88,-888.88,,,,,
2183,11/23/24 02:31:45 PM,-888.88,-888.88,,,,,
2184,11/23/24 03:31:45 PM,-888.88,-888.88,,,,,
2185,11/23/24 04:31:45 PM,-888.88,-888.88,,,,,
2186,11/23/24 05:31:45 PM,-888.88,-888.88,,,,,
2187,11/23/24 06:31:45 PM,-888.88,-888.88,,,,,
2188,11/23/24 07:31:45 PM,-888.88,-888.88,,,,,
2189,11/23/24 08:31:45 PM,-888.88,-888.88,,,,,
2190,11/23/24 09:31:45 PM,-888.88,-888.88,,,,,
2191,11/23/24 10:31:45 PM,-888.88,-888.88,,,,,
2192,11/23/24 11:31:45 PM,-888.88,-888.88,,,,,
2193,11/24/24 12:31:45 AM,-888.88,-888.88,,,,,
2194,11/24/24 01:31:45 AM,-888.88,-888.88,,,,,
2195,11/24/24 02:31:45 AM,-888.88,-888.88,,,,,
2196,11/24/24 03:31:45 AM,-888.88,-888.88,,,,,
2197,11/24/24 04:31:45 AM,-888.88,-888.88,,,,,
2198,11/24/24 05:31:45 AM,-888.88,-888.88,,,,,
2199,11/24/24 06:31:45 AM,-888.88,-888.88,,,,,
2200,11/24/24 07:31:45 AM,-888.88,-888.88,,,,,
2201,11/24/24 08:31:45 AM,-888.88,-888.88,,,,,
2202,11/24/24 09:31:45 AM,-888.88,-888.88,,,,,
2203,11/24/24 10:31:45 AM,-888.88,-888.88,,,,,
2204,11/24/24 11:31:45 AM,-888.88,-888.88,,,,,
2205,11/24/24 12:31:45 PM,-888.88,-888.88,,,,,
2206,11/24/24 01:31:45 PM,-888.88,-888.88,,,,,
2207,11/24/24 02:31:45 PM,-888.88,-888.88,,,,,
2208,11/24/24 03:31:45 PM,-888.88,-888.88,,,,,
2209,11/24/24 04:31:45 PM,-888.88,-888.88,,,,,
2210,11/24/24 05:31:45 PM,-888.88,-888.88,,,,,
2211,11/24/24 06:31:45 PM,-888.88,-888.88,,,,,
2212,11/24/24 07:31:45 PM,-888.88,-888.88,,,,,
2213,11/24/24 08:31:45 PM,-888.88,-888.88,,,,,
2214,11/24/24 09:31:45 PM,-888.88,-888.88,,,,,
2215,11/24/24 10:31:45 PM,-888.88,-888.88,,,,,
2216,11/24/24 11:31:45 PM,-888.88,-888.88,,,,,
2217,11/25/24 12:31:45 AM,-888.88,-888.88,,,,,
2218,11/25/24 01:31:45 AM,-888.88,-888.88,,,,,
2219,11/25/24 02:31:45 AM,-888.88,-888.88,,,,,
2220,11/25/24 03:31:45 AM,-888.88,-888.88,,,,,
2221,11/25/24 04:31:45 AM,-888.88,-888.88,,,,,
2222,11/25/24 05:31:45 AM,-888.88,-888.88,,,,,
2223,11/25/24 06:31:45 AM,-888.88,-888.88,,,,,
2224,11/25/24 07:31:45 AM,-888.88,-888.88,,,,,
2225,11/25/24 08:31:45 AM,-888.88,-888.88,,,,,
2226,11/25/24 09:31:45 AM,-888.88,-888.88,,,,,
2227,11/25/24 10:31:45 AM,-888.88,-888.88,,,,,
2228,11/25/24 11:31:45 AM,-888.88,-888.88,,,,,
2229,11/25/24 12:31:45 PM,-888.88,-888.88,,,,,
2230,11/25/24 01:31:45 PM,-888.88,-888.88,,,,,
2231,11/25/24 02:31:45 PM,-888.88,-888.88,,,,,
2232,11/25/24 03:31:45 PM,-888.88,-888.88,,,,,
2233,11/25/24 04:31:45 PM,-888.88,-888.88,,,,,
2234,11/25/24 05:31:45 PM,-888.88,-888.88,,,,,
2235,11/25/24 06:31:45 PM,-888.88,-888.88,,,,,
2236,11/25/24 07:31:45 PM,-888.88,-888.88,,,,,
2237,11/25/24 08:31:45 PM,-888.88,-888.88,,,,,
2238,11/25/24 09:31:45 PM,-888.88,-888.88,,,,,
2239,11/25/24 10:31:45 PM,-888.88,-888.88,,,,,
2240,11/25/24 11:31:45 PM,-888.88,-888.88,,,,,
2241,11/26/24 12:31:45 AM,-888.88,-888.88,,,,,
2242,11/26/24 01:31:45 AM,-888.88,-888.88,,,,,
2243,11/26/24 02:31:45 AM,-888.88,-888.88,,,,,
2244,11/26/24 03:31:45 AM,-888.88,-888.88,,,,,
2245,11/26/24 04:31:45 AM,-888.88,-888.88,,,,,
2246,11/26/24 05:31:45 AM,-888.88,-888.88,,,,,
2247,11/26/24 06:31:45 AM,-888.88,-888.88,,,,,
2248,11/26/24 07:31:45 AM,-888.88,-888.88,,,,,
2249,11/26/24 08:31:45 AM,-888.88,-888.88,,,,,
2250,11/26/24 09:31:45 AM,-888.88,-888.88,,,,,
2251,11/26/24 10:31:45 AM,-888.88,-888.88,,,,,
2252,11/26/24 11:31:45 AM,-888.88,-888.88,,,,,
2253,11/26/24 12:31:45 PM,-888.88,-888.88,,,,,
2254,11/26/24 01:31:45 PM,-888.88,-888.88,,,,,
2255,11/26/24 02:31:45 PM,-888.88,-888.88,,,,,
2256,11/26/24 03:31:45 PM,-888.88,-888.88,,,,,
2257,11/26/24 04:31:45 PM,-888.88,-888.88,,,,,
2258,11/26/24 05:31:45 PM,-888.88,-888.88,,,,,
2259,11/26/24 06:31:45 PM,-888.88,-888.88,,,,,
2260,11/26/24 07:31:45 PM,-888.88,-888.88,,,,,
2261,11/26/24 08:31:45 PM,-888.88,-888.88,,,,,
2262,11/26/24 09:31:45 PM,-888.88,-888.88,,,,,
2263,11/26/24 10:31:45 PM,-888.88,-888.88,,,,,
2264,11/26/24 11:31:45 PM,-888.88,-888.88,,,,,
2265,11/27/24 12:31:45 AM,-888.88,-888.88,,,,,
2266,11/27/24 01:31:45 AM,-888.88,-888.88,,,,,
2267,11/27/24 02:31:45 AM,-888.88,-888.88,,,,,
2268,11/27/24 03:31:45 AM,-888.88,-888.88,,,,,
2269,11/27/24 04:31:45 AM,-888.88,-888.88,,,,,
2270,11/27/24 05:31:45 AM,-888.88,-888.88,,,,,
2271,11/27/24 06:31:45 AM,-888.88,-888.88,,,,,
2272,11/27/24 07:31:45 AM,-888.88,-888.88,,,,,
2273,11/27/24 08:31:45 AM,-888.88,-888.88,,,,,
2274,11/27/24 09:31:45 AM,-888.88,-888.88,,,,,
2275,11/27/24 10:31:45 AM,-888.88,-888.88,,,,,
2276,11/27/24 11:31:45 AM,-888.88,-888.88,,,,,
2277,11/27/24 12:31:45 PM,-888.88,-888.88,,,,,
2278,11/27/24 01:31:45 PM,-888.88,-888.88,,,,,
2279,11/27/24 02:31:45 PM,-888.88,-888.88,,,,,
2280,11/27/24 03:31:45 PM,-888.88,-888.88,,,,,
2281,11/27/24 04:31:45 PM,-888.88,-888.88,,,,,
2282,11/27/24 05:31:45 PM,-888.88,-888.88,,,,,
2283,11/27/24 06:31:45 PM,-888.88,-888.88,,,,,
2284,11/27/24 07:31:45 PM,-888.88,-888.88,,,,,
2285,11/27/24 08:31:45 PM,-888.88,-888.88,,,,,
2286,11/27/24 09:31:45 PM,-888.88,-888.88,,,,,
2287,11/27/24 10:31:45 PM,-888.88,-888.88,,,,,
2288,11/27/24 11:31:45 PM,-888.88,-888.88,,,,,
2289,11/28/24 12:31:45 AM,-888.88,-888.88,,,,,
2290,11/28/24 01:31:45 AM,-888.88,-888.88,,,,,
2291,11/28/24 02:31:45 AM,-888.88,-888.88,,,,,
2292,11/28/24 03:31:45 AM,-888.88,-888.88,,,,,
2293,11/28/24 04:31:45 AM,-888.88,-888.88,,,,,
2294,11/28/24 05:31:45 AM,-888.88,-888.88,,,,,
2295,11/28/24 06:31:45 AM,-888.88,-888.88,,,,,
2296,11/28/24 07:31:45 AM,-888.88,-888.88,,,,,
2297,11/28/24 08:31:45 AM,-888.88,-888.88,,,,,
2298,11/28/24 09:31:45 AM,-888.88,-888.88,,,,,
2299,11/28/24 10:31:45 AM,-888.88,-888.88,,,,,
2300,11/28/24 11:31:45 AM,-888.88,-888.88,,,,,
2301,11/28/24 12:31:45 PM,-888.88,-888.88,,,,,
2302,11/28/24 01:31:45 PM,-888.88,-888.88,,,,,
2303,11/28/24 02:31:45 PM,-888.88,-888.88,,,,,
2304,11/28/24 03:31:45 PM,-888.88,-888.88,,,,,
2305,11/28/24 04:31:45 PM,-888.88,-888.88,,,,,
2306,11/28/24 05:31:45 PM,-888.88,-888.88,,,,,
2307,11/28/24 06:31:45 PM,-888.88,-888.88,,,,,
2308,11/28/24 07:31:45 PM,-888.88,-888.88,,,,,
2309,11/28/24 08:31:45 PM,-888.88,-888.88,,,,,
2310,11/28/24 09:31:45 PM,-888.88,-888.88,,,,,
2311,11/28/24 10:31:45 PM,-888.88,-888.88,,,,,
2312,11/28/24 11:31:45 PM,-888.88,-888.88,,,,,
2313,11/29/24 12:31:45 AM,-888.88,-888.88,,,,,
2314,11/29/24 01:31:45 AM,-888.88,-888.88,,,,,
2315,11/29/24 02:31:45 AM,-888.88,-888.88,,,,,
2316,11/29/24 03:31:45 AM,-888.88,-888.88,,,,,
2317,11/29/24 04:31:45 AM,-888.88,-888.88,,,,,
2318,11/29/24 05:31:45 AM,-888.88,-888.88,,,,,
2319,11/29/24 06:31:45 AM,-888.88,-888.88,,,,,
2320,11/29/24 07:31:45 AM,-888.88,-888.88,,,,,
2321,11/29/24 08:31:45 AM,-888.88,-888.88,,,,,
2322,11/29/24 09:31:45 AM,-888.88,-888.88,,,,,
2323,11/29/24 10:31:45 AM,-888.88,-888.88,,,,,
2324,11/29/24 11:31:45 AM,-888.88,-888.88,,,,,
2325,11/29/24 12:31:45 PM,-888.88,-888.88,,,,,
2326,11/29/24 01:31:45 PM,-888.88,-888.88,,,,,
2327,11/29/24 02:31:45 PM,-888.88,-888.88,,,,,
2328,11/29/24 03:31:45 PM,-888.88,-888.88,,,,,
2329,11/29/24 04:31:45 PM,-888.88,-888.88,,,,,
2330,11/29/24 05:31:45 PM,-888.88,-888.88,,,,,
2331,11/29/24 06:31:45 PM,-888.88,-888.88,,,,,
2332,11/29/24 07:31:45 PM,-888.88,-888.88,,,,,
2333,11/29/24 08:31:45 PM,-888.88,-888.88,,,,,
2334,11/29/24 09:31:45 PM,-888.88,-888.88,,,,,
2335,11/29/24 10:31:45 PM,-888.88,-888.88,,,,,
2336,11/29/24 11:31:45 PM,-888.88,-888.88,,,,,
2337,11/30/24 12:31:45 AM,-888.88,-888.88,,,,,
2338,11/30/24 01:31:45 AM,-888.88,-888.88,,,,,
2339,11/30/24 02:31:45 AM,-888.88,-888.88,,,,,
2340,11/30/24 03:31:45 AM,-888.88,-888.88,,,,,
2341,11/30/24 04:31:45 AM,-888.88,-888.88,,,,,
2342,11/30/24 05:31:45 AM,-888.88,-888.88,,,,,
2343,11/30/24 06:31:45 AM,-888.88,-888.88,,,,,
2344,11/30/24 07:31:45 AM,-888.88,-888.88,,,,,
2345,11/30/24 08:31:45 AM,-888.88,-888.88,,,,,
2346,11/30/24 09:31:45 AM,-888.88,-888.88,,,,,
2347,11/30/24 10:31:45 AM,-888.88,-888.88,,,,,
2348,11/30/24 11:31:45 AM,-888.88,-888.88,,,,,
2349,11/30/24 12:31:45 PM,-888.88,-888.88,,,,,
2350,11/30/24 01:31:45 PM,-888.88,-888.88,,,,,
2351,11/30/24 02:31:45 PM,-888.88,-888.88,,,,,
2352,11/30/24 03:31:45 PM,-888.88,-888.88,,,,,
2353,11/30/24 04:31:45 PM,-888.88,-888.88,,,,,
2354,11/30/24 05:31:45 PM,-888.88,-888.88,,,,,
2355,11/30/24 06:31:45 PM,-888.88,-888.88,,,,,
2356,11/30/24 07:31:45 PM,-888.88,-888.88,,,,,
2357,11/30/24 08:31:45 PM,-888.88,-888.88,,,,,
2358,11/30/24 09:31:45 PM,-888.88,-888.88,,,,,
2359,11/30/24 10:31:45 PM,-888.88,-888.88,,,,,
2360,11/30/24 11:31:45 PM,-888.88,-888.88,,,,,
2361,12/01/24 12:31:45 AM,-888.88,-888.88,,,,,
2362,12/01/24 01:31:45 AM,-888.88,-888.88,,,,,
2363,12/01/24 02:31:45 AM,-888.88,-888.88,,,,,
