"Plot Title: 21909585"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909585, SEN S/N: 21909585)","Temp, °F (LGR S/N: 21909585, SEN S/N: 21909585)","Expired Sensor Cap (LGR S/N: 21909585)","New Sensor Cap (LGR S/N: 21909585)","Coupler Attached (LGR S/N: 21909585)","Coupler Detached (LGR S/N: 21909585)","Stopped (LGR S/N: 21909585)","End Of File (LGR S/N: 21909585)"
1360,10/19/24 02:57:10 AM,4.77,84.56,,,,,,
1361,10/19/24 03:57:10 AM,4.87,84.09,,,,,,
1362,10/19/24 04:57:10 AM,4.93,83.55,,,,,,
1363,10/19/24 05:57:10 AM,4.85,84.70,,,,,,
1364,10/19/24 06:57:10 AM,3.61,84.99,,,,,,
1365,10/19/24 07:57:10 AM,3.84,85.32,,,,,,
1366,10/19/24 08:57:10 AM,3.64,85.32,,,,,,
1367,10/19/24 09:57:10 AM,3.75,85.32,,,,,,
1368,10/19/24 10:57:10 AM,3.75,85.32,,,,,,
1369,10/19/24 11:57:10 AM,5.18,85.28,,,,,,
1370,10/19/24 12:57:10 PM,5.35,85.32,,,,,,
1371,10/19/24 01:57:10 PM,5.60,85.24,,,,,,
1372,10/19/24 02:57:10 PM,6.28,85.28,,,,,,
1373,10/19/24 03:57:10 PM,6.48,85.24,,,,,,
1374,10/19/24 04:57:10 PM,6.76,84.96,,,,,,
1375,10/19/24 05:57:10 PM,6.15,84.85,,,,,,
1376,10/19/24 06:57:10 PM,5.38,84.78,,,,,,
1377,10/19/24 07:57:10 PM,4.75,84.92,,,,,,
1378,10/19/24 08:57:10 PM,4.77,85.17,,,,,,
1379,10/19/24 09:57:10 PM,4.84,85.21,,,,,,
1380,10/19/24 10:57:10 PM,4.70,85.10,,,,,,
1381,10/19/24 11:57:10 PM,4.47,84.99,,,,,,
1382,10/20/24 12:57:10 AM,4.54,85.17,,,,,,
1383,10/20/24 01:57:10 AM,4.66,85.32,,,,,,
1384,10/20/24 02:57:10 AM,4.45,85.35,,,,,,
1385,10/20/24 03:57:10 AM,4.40,85.21,,,,,,
1386,10/20/24 04:57:10 AM,4.22,84.96,,,,,,
1387,10/20/24 05:57:10 AM,4.27,84.42,,,,,,
1388,10/20/24 06:57:10 AM,4.09,84.16,,,,,,
1389,10/20/24 07:57:10 AM,3.64,83.91,,,,,,
1390,10/20/24 08:57:10 AM,5.39,84.45,,,,,,
1391,10/20/24 09:57:10 AM,4.39,84.27,,,,,,
1392,10/20/24 10:57:10 AM,4.82,84.67,,,,,,
1393,10/20/24 11:57:10 AM,9.62,85.14,,,,,,
1394,10/20/24 12:57:10 PM,10.59,84.88,,,,,,
1395,10/20/24 01:57:10 PM,11.05,84.96,,,,,,
1396,10/20/24 02:57:10 PM,11.18,84.88,,,,,,
1397,10/20/24 03:57:10 PM,10.52,84.88,,,,,,
1398,10/20/24 04:57:10 PM,9.83,84.85,,,,,,
1399,10/20/24 05:57:10 PM,8.28,84.85,,,,,,
1400,10/20/24 06:57:10 PM,6.61,85.10,,,,,,
1401,10/20/24 07:57:10 PM,5.17,85.03,,,,,,
1402,10/20/24 08:57:10 PM,5.04,85.17,,,,,,
1403,10/20/24 09:57:10 PM,5.07,85.21,,,,,,
1404,10/20/24 10:57:10 PM,4.93,85.24,,,,,,
1405,10/20/24 11:57:10 PM,4.91,85.17,,,,,,
1406,10/21/24 12:57:10 AM,5.02,84.96,,,,,,
1407,10/21/24 01:57:10 AM,5.11,84.85,,,,,,
1408,10/21/24 02:57:10 AM,3.08,84.81,,,,,,
1409,10/21/24 03:57:10 AM,4.79,84.81,,,,,,
1410,10/21/24 04:57:10 AM,4.68,84.85,,,,,,
1411,10/21/24 05:57:10 AM,4.48,84.81,,,,,,
1412,10/21/24 06:57:10 AM,4.54,84.78,,,,,,
1413,10/21/24 07:57:10 AM,4.39,84.74,,,,,,
1414,10/21/24 08:57:10 AM,5.26,84.70,,,,,,
1415,10/21/24 09:57:10 AM,8.64,84.78,,,,,,
1416,10/21/24 10:57:10 AM,6.89,84.85,,,,,,
1417,10/21/24 11:57:10 AM,10.57,84.92,,,,,,
1418,10/21/24 12:57:10 PM,11.35,84.99,,,,,,
1419,10/21/24 01:57:10 PM,9.10,84.99,,,,,,
1420,10/21/24 02:57:10 PM,6.19,84.99,,,,,,
1421,10/21/24 03:57:10 PM,5.55,84.99,,,,,,
1422,10/21/24 04:57:10 PM,5.07,84.88,,,,,,
1423,10/21/24 05:57:10 PM,5.54,84.70,,,,,,
1424,10/21/24 06:57:10 PM,5.59,84.63,,,,,,
1425,10/21/24 07:57:10 PM,5.33,84.56,,,,,,
1426,10/21/24 08:57:10 PM,5.14,84.60,,,,,,
1427,10/21/24 09:57:10 PM,4.92,84.70,,,,,,
1428,10/21/24 10:57:10 PM,5.03,84.81,,,,,,
1429,10/21/24 11:57:10 PM,5.20,84.85,,,,,,
1430,10/22/24 12:57:10 AM,5.20,84.85,,,,,,
1431,10/22/24 01:57:10 AM,5.21,84.88,,,,,,
1432,10/22/24 02:57:10 AM,5.23,84.92,,,,,,
1433,10/22/24 03:57:10 AM,3.46,84.92,,,,,,
1434,10/22/24 04:57:10 AM,5.04,84.92,,,,,,
1435,10/22/24 05:57:10 AM,4.83,84.88,,,,,,
1436,10/22/24 06:57:10 AM,4.94,84.88,,,,,,
1437,10/22/24 07:57:10 AM,4.85,84.85,,,,,,
1438,10/22/24 08:57:10 AM,6.38,84.85,,,,,,
1439,10/22/24 09:57:10 AM,8.53,84.92,,,,,,
1440,10/22/24 10:57:10 AM,9.36,84.92,,,,,,
1441,10/22/24 11:57:10 AM,10.30,84.96,,,,,,
1442,10/22/24 12:57:10 PM,11.28,85.03,,,,,,
1443,10/22/24 01:57:10 PM,11.41,85.06,,,,,,
1444,10/22/24 02:57:10 PM,11.31,85.14,,,,,,
1445,10/22/24 03:57:10 PM,11.95,85.14,,,,,,
1446,10/22/24 04:57:10 PM,11.51,85.14,,,,,,
1447,10/22/24 05:57:10 PM,9.90,85.14,,,,,,
1448,10/22/24 06:57:10 PM,7.00,85.10,,,,,,
1449,10/22/24 07:57:10 PM,4.95,85.03,,,,,,
1450,10/22/24 08:57:10 PM,4.82,84.99,,,,,,
1451,10/22/24 09:57:10 PM,4.56,85.03,,,,,,
1452,10/22/24 10:57:10 PM,4.46,85.14,,,,,,
1453,10/22/24 11:57:10 PM,4.68,85.06,,,,,,
1454,10/23/24 12:57:10 AM,4.40,84.99,,,,,,
1455,10/23/24 01:57:10 AM,4.14,85.03,,,,,,
1456,10/23/24 02:57:10 AM,4.19,85.03,,,,,,
1457,10/23/24 03:57:10 AM,4.42,84.96,,,,,,
1458,10/23/24 04:57:10 AM,4.49,84.85,,,,,,
1459,10/23/24 05:57:10 AM,4.58,84.81,,,,,,
1460,10/23/24 06:57:10 AM,4.09,84.70,,,,,,
1461,10/23/24 07:57:10 AM,3.77,84.63,,,,,,
1462,10/23/24 08:57:10 AM,5.19,84.52,,,,,,
1463,10/23/24 09:57:10 AM,7.17,84.45,,,,,,
1464,10/23/24 10:57:10 AM,8.23,84.49,,,,,,
1465,10/23/24 11:57:10 AM,7.97,84.56,,,,,,
1466,10/23/24 12:57:10 PM,10.98,84.60,,,,,,
1467,10/23/24 01:57:10 PM,11.40,84.96,,,,,,
1468,10/23/24 02:57:10 PM,11.33,85.03,,,,,,
1469,10/23/24 03:57:10 PM,11.97,85.03,,,,,,
1470,10/23/24 04:57:10 PM,11.42,85.03,,,,,,
1471,10/23/24 05:57:10 PM,9.87,85.10,,,,,,
1472,10/23/24 06:57:10 PM,6.80,85.06,,,,,,
1473,10/23/24 07:57:10 PM,4.42,84.99,,,,,,
1474,10/23/24 08:57:10 PM,4.42,84.99,,,,,,
1475,10/23/24 09:57:10 PM,4.34,84.99,,,,,,
1476,10/23/24 10:57:10 PM,4.39,84.88,,,,,,
1477,10/23/24 11:57:10 PM,4.43,84.81,,,,,,
1478,10/24/24 12:57:10 AM,4.53,84.88,,,,,,
1479,10/24/24 01:57:10 AM,4.48,84.92,,,,,,
1480,10/24/24 02:57:10 AM,4.38,84.88,,,,,,
1481,10/24/24 03:57:10 AM,4.50,84.92,,,,,,
1482,10/24/24 04:57:10 AM,4.55,84.92,,,,,,
1483,10/24/24 05:57:10 AM,4.14,84.88,,,,,,
1484,10/24/24 06:57:10 AM,4.19,84.85,,,,,,
1485,10/24/24 07:57:10 AM,4.11,84.70,,,,,,
1486,10/24/24 08:57:10 AM,5.92,84.63,,,,,,
1487,10/24/24 09:57:10 AM,6.29,84.49,,,,,,
1488,10/24/24 10:57:10 AM,7.00,84.42,,,,,,
1489,10/24/24 11:57:10 AM,7.61,84.42,,,,,,
1490,10/24/24 12:57:10 PM,9.77,84.67,,,,,,
1491,10/24/24 01:57:10 PM,8.86,84.70,,,,,,
1492,10/24/24 02:57:10 PM,10.43,84.88,,,,,,
1493,10/24/24 03:57:10 PM,9.38,84.88,,,,,,
1494,10/24/24 04:57:10 PM,9.75,84.88,,,,,,
1495,10/24/24 05:57:10 PM,6.75,84.85,,,,,,
1496,10/24/24 06:57:10 PM,5.65,84.81,,,,,,
1497,10/24/24 07:57:10 PM,4.77,84.74,,,,,,
1498,10/24/24 08:57:10 PM,4.74,84.74,,,,,,
1499,10/24/24 09:57:10 PM,4.47,84.63,,,,,,
1500,10/24/24 10:57:10 PM,4.20,84.56,,,,,,
1501,10/24/24 11:57:10 PM,4.43,84.45,,,,,,
1502,10/25/24 12:57:10 AM,4.45,84.42,,,,,,
1503,10/25/24 01:57:10 AM,4.58,84.38,,,,,,
1504,10/25/24 02:57:10 AM,4.52,84.52,,,,,,
1505,10/25/24 03:57:10 AM,3.01,84.85,,,,,,
1506,10/25/24 04:57:10 AM,4.74,84.81,,,,,,
1507,10/25/24 05:57:10 AM,2.73,84.85,,,,,,
1508,10/25/24 06:57:10 AM,2.64,84.81,,,,,,
1509,10/25/24 07:57:10 AM,2.54,84.74,,,,,,
1510,10/25/24 08:57:10 AM,2.88,84.63,,,,,,
1511,10/25/24 09:57:10 AM,3.50,84.42,,,,,,
1512,10/25/24 10:57:10 AM,3.73,84.49,,,,,,
1513,10/25/24 11:57:10 AM,3.91,84.60,,,,,,
1514,10/25/24 12:57:10 PM,4.30,84.81,,,,,,
1515,10/25/24 01:57:10 PM,4.29,84.52,,,,,,
1516,10/25/24 02:57:10 PM,4.36,84.85,,,,,,
1517,10/25/24 03:57:10 PM,4.80,84.78,,,,,,
1518,10/25/24 04:57:10 PM,5.01,84.78,,,,,,
1519,10/25/24 05:57:10 PM,4.68,84.81,,,,,,
1520,10/25/24 06:57:10 PM,4.42,84.85,,,,,,
1521,10/25/24 07:57:10 PM,3.40,84.85,,,,,,
1522,10/25/24 08:57:10 PM,2.96,84.81,,,,,,
1523,10/25/24 09:57:10 PM,4.45,84.60,,,,,,
1524,10/25/24 10:57:10 PM,4.22,84.70,,,,,,
1525,10/25/24 11:57:10 PM,4.62,84.06,,,,,,
1526,10/26/24 12:57:10 AM,4.38,84.24,,,,,,
1527,10/26/24 01:57:10 AM,4.08,84.45,,,,,,
1528,10/26/24 02:57:10 AM,2.54,84.31,,,,,,
1529,10/26/24 03:57:10 AM,2.96,84.56,,,,,,
1530,10/26/24 04:57:10 AM,4.54,84.63,,,,,,
1531,10/26/24 05:57:10 AM,4.57,84.78,,,,,,
1532,10/26/24 06:57:10 AM,3.47,84.81,,,,,,
1533,10/26/24 07:57:10 AM,4.01,84.81,,,,,,
1534,10/26/24 08:57:10 AM,4.14,84.81,,,,,,
1535,10/26/24 09:57:10 AM,4.33,84.74,,,,,,
1536,10/26/24 10:57:10 AM,4.38,84.45,,,,,,
1537,10/26/24 11:57:10 AM,4.71,84.45,,,,,,
1538,10/26/24 12:57:10 PM,4.82,84.42,,,,,,
1539,10/26/24 01:57:10 PM,4.83,84.31,,,,,,
1540,10/26/24 02:57:10 PM,5.31,84.34,,,,,,
1541,10/26/24 03:57:10 PM,6.05,84.49,,,,,,
1542,10/26/24 04:57:10 PM,6.71,84.60,,,,,,
1543,10/26/24 05:57:10 PM,6.25,84.63,,,,,,
1544,10/26/24 06:57:10 PM,6.24,84.67,,,,,,
1545,10/26/24 07:57:10 PM,5.18,84.63,,,,,,
1546,10/26/24 08:57:10 PM,5.28,84.67,,,,,,
1547,10/26/24 09:57:10 PM,4.96,84.63,,,,,,
1548,10/26/24 10:57:10 PM,4.92,84.56,,,,,,
1549,10/26/24 11:57:10 PM,4.81,84.52,,,,,,
1550,10/27/24 12:57:10 AM,4.70,84.49,,,,,,
1551,10/27/24 01:57:10 AM,4.59,84.45,,,,,,
1552,10/27/24 02:57:10 AM,4.99,84.42,,,,,,
1553,10/27/24 03:57:10 AM,5.12,84.45,,,,,,
1554,10/27/24 04:57:10 AM,5.13,84.45,,,,,,
1555,10/27/24 05:57:10 AM,2.97,84.49,,,,,,
1556,10/27/24 06:57:10 AM,4.79,84.52,,,,,,
1557,10/27/24 07:57:10 AM,4.85,84.56,,,,,,
1558,10/27/24 08:57:10 AM,4.73,84.52,,,,,,
1559,10/27/24 09:57:10 AM,5.58,84.45,,,,,,
1560,10/27/24 10:57:10 AM,6.67,84.34,,,,,,
1561,10/27/24 11:57:10 AM,8.07,84.16,,,,,,
1562,10/27/24 12:57:10 PM,9.23,84.27,,,,,,
1563,10/27/24 01:57:10 PM,9.91,84.34,,,,,,
1564,10/27/24 02:57:10 PM,10.32,84.45,,,,,,
1565,10/27/24 03:57:10 PM,10.44,84.49,,,,,,
1566,10/27/24 04:57:10 PM,9.37,84.34,,,,,,
1567,10/27/24 05:57:10 PM,8.47,84.27,,,,,,
1568,10/27/24 06:57:10 PM,6.72,84.24,,,,,,
1569,10/27/24 07:57:10 PM,5.37,84.20,,,,,,
1570,10/27/24 08:57:10 PM,5.22,84.16,,,,,,
1571,10/27/24 09:57:10 PM,4.86,84.09,,,,,,
1572,10/27/24 10:57:10 PM,4.70,84.06,,,,,,
1573,10/27/24 11:57:10 PM,4.61,84.02,,,,,,
1574,10/28/24 12:57:10 AM,4.49,83.98,,,,,,
1575,10/28/24 01:57:10 AM,4.63,83.91,,,,,,
1576,10/28/24 02:57:10 AM,3.84,83.91,,,,,,
1577,10/28/24 03:57:10 AM,3.91,84.13,,,,,,
1578,10/28/24 04:57:10 AM,3.97,84.16,,,,,,
1579,10/28/24 05:57:10 AM,3.71,84.16,,,,,,
1580,10/28/24 06:57:10 AM,3.69,84.09,,,,,,
1581,10/28/24 07:57:10 AM,3.53,84.13,,,,,,
1582,10/28/24 08:57:10 AM,4.09,84.13,,,,,,
1583,10/28/24 09:57:10 AM,7.69,84.13,,,,,,
1584,10/28/24 10:57:10 AM,9.11,84.13,,,,,,
1585,10/28/24 11:57:10 AM,9.50,84.20,,,,,,
1586,10/28/24 12:57:10 PM,9.51,84.09,,,,,,
1587,10/28/24 01:57:10 PM,9.97,84.13,,,,,,
1588,10/28/24 02:57:10 PM,11.16,84.34,,,,,,
1589,10/28/24 03:57:10 PM,9.74,84.38,,,,,,
1590,10/28/24 04:57:10 PM,8.56,84.24,,,,,,
1591,10/28/24 05:57:10 PM,8.06,84.16,,,,,,
1592,10/28/24 06:57:10 PM,5.32,84.16,,,,,,
1593,10/28/24 07:57:10 PM,4.39,84.24,,,,,,
1594,10/28/24 08:57:10 PM,4.33,84.24,,,,,,
1595,10/28/24 09:57:10 PM,4.37,84.27,,,,,,
1596,10/28/24 10:57:10 PM,4.37,84.27,,,,,,
1597,10/28/24 11:57:10 PM,4.31,84.27,,,,,,
1598,10/29/24 12:57:10 AM,4.34,84.27,,,,,,
1599,10/29/24 01:57:10 AM,4.35,84.31,,,,,,
1600,10/29/24 02:57:10 AM,2.80,84.34,,,,,,
1601,10/29/24 03:57:10 AM,2.61,84.34,,,,,,
1602,10/29/24 04:57:10 AM,4.42,84.34,,,,,,
1603,10/29/24 05:57:10 AM,4.43,84.31,,,,,,
1604,10/29/24 06:57:10 AM,2.91,84.31,,,,,,
1605,10/29/24 07:57:10 AM,2.22,84.27,,,,,,
1606,10/29/24 08:57:10 AM,2.91,84.31,,,,,,
1607,10/29/24 09:57:10 AM,3.23,84.34,,,,,,
1608,10/29/24 10:57:10 AM,3.41,84.31,,,,,,
1609,10/29/24 11:57:10 AM,3.46,84.38,,,,,,
1610,10/29/24 12:57:10 PM,3.43,84.42,,,,,,
1611,10/29/24 01:57:10 PM,3.68,84.45,,,,,,
1612,10/29/24 02:57:10 PM,3.91,84.42,,,,,,
1613,10/29/24 03:57:10 PM,3.86,84.42,,,,,,
1614,10/29/24 04:57:10 PM,3.97,84.38,,,,,,
1615,10/29/24 05:57:10 PM,3.72,84.38,,,,,,
1616,10/29/24 06:57:10 PM,3.10,84.38,,,,,,
1617,10/29/24 07:57:10 PM,3.08,84.38,,,,,,
1618,10/29/24 08:57:10 PM,4.38,84.42,,,,,,
1619,10/29/24 09:57:10 PM,4.36,84.42,,,,,,
1620,10/29/24 10:57:10 PM,4.36,84.38,,,,,,
1621,10/29/24 11:57:10 PM,4.30,84.38,,,,,,
1622,10/30/24 12:57:10 AM,4.26,84.38,,,,,,
1623,10/30/24 01:57:10 AM,4.28,84.42,,,,,,
1624,10/30/24 02:57:10 AM,4.20,84.31,,,,,,
1625,10/30/24 03:57:10 AM,3.92,84.31,,,,,,
1626,10/30/24 04:57:10 AM,3.06,84.27,,,,,,
1627,10/30/24 05:57:10 AM,2.70,84.27,,,,,,
1628,10/30/24 06:57:10 AM,4.01,84.31,,,,,,
1629,10/30/24 07:57:10 AM,1.91,84.27,,,,,,
1630,10/30/24 08:57:10 AM,2.79,84.31,,,,,,
1631,10/30/24 09:57:10 AM,2.88,84.31,,,,,,
1632,10/30/24 10:57:10 AM,3.42,84.31,,,,,,
1633,10/30/24 11:57:10 AM,3.54,84.34,,,,,,
1634,10/30/24 12:57:10 PM,3.86,84.42,,,,,,
1635,10/30/24 01:57:10 PM,4.06,84.45,,,,,,
1636,10/30/24 02:57:10 PM,3.89,84.45,,,,,,
1637,10/30/24 03:57:10 PM,3.74,84.45,,,,,,
1638,10/30/24 04:57:10 PM,3.49,84.45,,,,,,
1639,10/30/24 05:57:10 PM,3.79,84.45,,,,,,
1640,10/30/24 06:57:10 PM,3.07,84.42,,,,,,
1641,10/30/24 07:57:10 PM,2.77,84.42,,,,,,
1642,10/30/24 08:57:10 PM,3.84,84.38,,,,,,
1643,10/30/24 09:57:10 PM,3.31,84.31,,,,,,
1644,10/30/24 10:57:10 PM,3.23,84.27,,,,,,
1645,10/30/24 11:57:10 PM,3.40,84.24,,,,,,
1646,10/31/24 12:57:10 AM,3.49,84.27,,,,,,
1647,10/31/24 01:57:10 AM,4.18,84.31,,,,,,
1648,10/31/24 02:57:10 AM,4.18,84.31,,,,,,
1649,10/31/24 03:57:10 AM,2.47,84.34,,,,,,
1650,10/31/24 04:57:10 AM,4.09,84.34,,,,,,
1651,10/31/24 05:57:10 AM,4.09,84.34,,,,,,
1652,10/31/24 06:57:10 AM,3.80,84.38,,,,,,
1653,10/31/24 07:57:10 AM,2.24,84.38,,,,,,
1654,10/31/24 08:57:10 AM,2.32,84.38,,,,,,
1655,10/31/24 09:57:10 AM,2.66,84.42,,,,,,
1656,10/31/24 10:57:10 AM,4.27,84.45,,,,,,
1657,10/31/24 11:57:10 AM,3.22,84.42,,,,,,
1658,10/31/24 12:57:10 PM,3.07,84.45,,,,,,
1659,10/31/24 01:57:10 PM,2.81,84.42,,,,,,
1660,10/31/24 02:57:10 PM,3.04,84.09,,,,,,
1661,10/31/24 03:57:10 PM,4.45,84.06,,,,,,
1662,10/31/24 04:57:10 PM,3.72,84.34,,,,,,
1663,10/31/24 05:57:10 PM,3.42,84.42,,,,,,
1664,10/31/24 06:57:10 PM,2.97,84.13,,,,,,
1665,10/31/24 07:57:10 PM,4.03,84.16,,,,,,
1666,10/31/24 08:57:10 PM,4.28,84.13,,,,,,
1667,10/31/24 09:57:10 PM,4.30,84.13,,,,,,
1668,10/31/24 10:57:10 PM,4.12,84.09,,,,,,
1669,10/31/24 11:57:10 PM,2.23,84.09,,,,,,
1670,11/01/24 12:57:10 AM,2.38,84.09,,,,,,
1671,11/01/24 01:57:10 AM,2.39,84.16,,,,,,
1672,11/01/24 02:57:10 AM,2.56,84.31,,,,,,
1673,11/01/24 03:57:10 AM,4.33,84.31,,,,,,
1674,11/01/24 04:57:10 AM,4.33,84.27,,,,,,
1675,11/01/24 05:57:10 AM,4.19,84.42,,,,,,
1676,11/01/24 06:57:10 AM,2.45,84.52,,,,,,
1677,11/01/24 07:57:10 AM,2.10,84.45,,,,,,
1678,11/01/24 08:57:10 AM,2.71,84.42,,,,,,
1679,11/01/24 09:57:10 AM,3.35,84.42,,,,,,
1680,11/01/24 10:57:10 AM,3.54,84.42,,,,,,
1681,11/01/24 11:57:10 AM,3.69,84.52,,,,,,
1682,11/01/24 12:57:10 PM,3.66,84.49,,,,,,
1683,11/01/24 01:57:10 PM,3.62,84.31,,,,,,
1684,11/01/24 02:57:10 PM,3.47,84.31,,,,,,
1685,11/01/24 03:57:10 PM,4.10,84.42,,,,,,
1686,11/01/24 04:57:10 PM,3.66,84.42,,,,,,
1687,11/01/24 05:57:10 PM,3.43,84.42,,,,,,
1688,11/01/24 06:57:10 PM,2.76,84.42,,,,,,
1689,11/01/24 07:57:10 PM,2.88,84.38,,,,,,
1690,11/01/24 08:57:10 PM,4.29,84.34,,,,,,
1691,11/01/24 09:57:10 PM,4.29,84.16,,,,,,
1692,11/01/24 10:57:10 PM,4.21,84.20,,,,,,
1693,11/01/24 11:57:10 PM,4.11,84.13,,,,,,
1694,11/02/24 12:57:10 AM,4.07,83.84,,,,,,
1695,11/02/24 01:57:10 AM,4.05,84.13,,,,,,
1696,11/02/24 02:57:10 AM,3.99,84.27,,,,,,
1697,11/02/24 03:57:10 AM,3.96,84.27,,,,,,
1698,11/02/24 04:57:10 AM,2.11,84.31,,,,,,
1699,11/02/24 05:57:10 AM,3.55,84.27,,,,,,
1700,11/02/24 06:57:10 AM,3.55,84.27,,,,,,
1701,11/02/24 07:57:10 AM,2.07,84.31,,,,,,
1702,11/02/24 08:57:10 AM,2.42,84.24,,,,,,
1703,11/02/24 09:57:10 AM,2.60,84.24,,,,,,
1704,11/02/24 10:57:10 AM,2.47,84.24,,,,,,
1705,11/02/24 11:57:10 AM,3.08,84.24,,,,,,
1706,11/02/24 12:57:10 PM,3.16,84.13,,,,,,
1707,11/02/24 01:57:10 PM,3.40,84.09,,,,,,
1708,11/02/24 02:57:10 PM,3.75,83.91,,,,,,
1709,11/02/24 03:57:10 PM,3.41,83.98,,,,,,
1710,11/02/24 04:57:10 PM,4.01,83.95,,,,,,
1711,11/02/24 05:57:10 PM,3.26,83.88,,,,,,
1712,11/02/24 06:57:10 PM,3.04,83.80,,,,,,
1713,11/02/24 07:57:10 PM,2.86,83.77,,,,,,
1714,11/02/24 08:57:10 PM,2.82,83.80,,,,,,
1715,11/02/24 09:57:10 PM,3.73,83.80,,,,,,
1716,11/02/24 10:57:10 PM,3.92,83.80,,,,,,
1717,11/02/24 11:57:10 PM,3.91,83.80,,,,,,
1718,11/03/24 12:57:10 AM,4.05,83.84,,,,,,
1719,11/03/24 01:57:10 AM,3.89,83.70,,,,,,
1720,11/03/24 02:57:10 AM,3.81,83.70,,,,,,
1721,11/03/24 03:57:10 AM,3.94,83.73,,,,,,
1722,11/03/24 04:57:10 AM,4.00,83.77,,,,,,
1723,11/03/24 05:57:10 AM,4.08,83.73,,,,,,
1724,11/03/24 06:57:10 AM,2.44,83.62,,,,,,
1725,11/03/24 07:57:10 AM,2.20,83.62,,,,,,
1726,11/03/24 08:57:10 AM,2.57,83.66,,,,,,
1727,11/03/24 09:57:10 AM,2.84,83.70,,,,,,
1728,11/03/24 10:57:10 AM,3.40,83.77,,,,,,
1729,11/03/24 11:57:10 AM,3.51,83.84,,,,,,
1730,11/03/24 12:57:10 PM,3.92,83.98,,,,,,
1731,11/03/24 01:57:10 PM,3.78,84.06,,,,,,
1732,11/03/24 02:57:10 PM,4.47,84.06,,,,,,
1733,11/03/24 03:57:10 PM,4.50,84.13,,,,,,
1734,11/03/24 04:57:10 PM,4.39,84.20,,,,,,
1735,11/03/24 05:57:10 PM,3.80,84.24,,,,,,
1736,11/03/24 06:57:10 PM,3.38,84.20,,,,,,
1737,11/03/24 07:57:10 PM,4.24,84.31,,,,,,
1738,11/03/24 08:57:10 PM,4.30,84.34,,,,,,
1739,11/03/24 09:57:10 PM,4.05,84.20,,,,,,
1740,11/03/24 10:57:10 PM,4.02,84.24,,,,,,
1741,11/03/24 11:57:10 PM,3.80,84.20,,,,,,
1742,11/04/24 12:57:10 AM,3.89,84.13,,,,,,
1743,11/04/24 01:57:10 AM,3.46,84.02,,,,,,
1744,11/04/24 02:57:10 AM,2.58,84.06,,,,,,
1745,11/04/24 03:57:10 AM,2.57,84.06,,,,,,
1746,11/04/24 04:57:10 AM,3.38,84.09,,,,,,
1747,11/04/24 05:57:10 AM,2.52,84.06,,,,,,
1748,11/04/24 06:57:10 AM,2.69,84.02,,,,,,
1749,11/04/24 07:57:10 AM,2.30,84.02,,,,,,
1750,11/04/24 08:57:10 AM,2.77,84.02,,,,,,
1751,11/04/24 09:57:10 AM,3.46,84.06,,,,,,
1752,11/04/24 10:57:10 AM,3.46,84.06,,,,,,
1753,11/04/24 11:57:10 AM,4.36,84.06,,,,,,
1754,11/04/24 12:57:10 PM,3.82,84.09,,,,,,
1755,11/04/24 01:57:10 PM,3.94,84.24,,,,,,
1756,11/04/24 02:57:10 PM,5.57,84.27,,,,,,
1757,11/04/24 03:57:10 PM,4.64,84.27,,,,,,
1758,11/04/24 04:57:10 PM,4.43,84.27,,,,,,
1759,11/04/24 05:57:10 PM,4.12,84.20,,,,,,
1760,11/04/24 06:57:10 PM,3.00,84.16,,,,,,
1761,11/04/24 07:57:10 PM,3.99,84.13,,,,,,
1762,11/04/24 08:57:10 PM,3.96,84.09,,,,,,
1763,11/04/24 09:57:10 PM,3.73,84.09,,,,,,
1764,11/04/24 10:57:10 PM,3.63,84.09,,,,,,
1765,11/04/24 11:57:10 PM,3.52,84.13,,,,,,
1766,11/05/24 12:57:10 AM,3.50,84.20,,,,,,
1767,11/05/24 01:57:10 AM,3.38,84.24,,,,,,
1768,11/05/24 02:57:10 AM,3.45,84.24,,,,,,
1769,11/05/24 03:57:10 AM,2.13,84.24,,,,,,
1770,11/05/24 04:57:10 AM,3.40,84.20,,,,,,
1771,11/05/24 05:57:10 AM,3.59,84.20,,,,,,
1772,11/05/24 06:57:10 AM,2.85,84.20,,,,,,
1773,11/05/24 07:57:10 AM,1.77,84.16,,,,,,
1774,11/05/24 08:57:10 AM,2.07,84.20,,,,,,
1775,11/05/24 09:57:10 AM,2.64,84.31,,,,,,
1776,11/05/24 10:57:10 AM,2.85,84.42,,,,,,
1777,11/05/24 11:57:10 AM,3.17,84.42,,,,,,
1778,11/05/24 12:57:10 PM,3.37,84.49,,,,,,
1779,11/05/24 01:57:10 PM,3.45,84.63,,,,,,
1780,11/05/24 02:57:10 PM,4.34,84.70,,,,,,
1781,11/05/24 03:57:10 PM,3.56,84.81,,,,,,
1782,11/05/24 04:57:10 PM,3.90,84.78,,,,,,
1783,11/05/24 05:57:10 PM,4.36,84.81,,,,,,
1784,11/05/24 06:57:10 PM,2.81,85.03,,,,,,
1785,11/05/24 07:57:10 PM,2.81,85.03,,,,,,
1786,11/05/24 08:57:10 PM,2.79,85.10,,,,,,
1787,11/05/24 09:57:10 PM,2.78,85.06,,,,,,
1788,11/05/24 10:57:10 PM,2.75,84.60,,,,,,
1789,11/05/24 11:57:10 PM,3.36,84.60,,,,,,
