"Plot Title: 21909582"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909582, SEN S/N: 21909582)","Temp, °F (LGR S/N: 21909582, SEN S/N: 21909582)","Coupler Detached (LGR S/N: 21909582)","Coupler Attached (LGR S/N: 21909582)","Host Connected (LGR S/N: 21909582)","Stopped (LGR S/N: 21909582)","End Of File (LGR S/N: 21909582)"
454,05/06/24 04:50:08 AM,4.75,84.88,,,,,
455,05/06/24 05:50:08 AM,4.55,84.85,,,,,
456,05/06/24 06:50:08 AM,4.79,84.78,,,,,
457,05/06/24 07:50:08 AM,4.64,84.88,,,,,
458,05/06/24 08:50:08 AM,6.31,85.14,,,,,
459,05/06/24 09:50:08 AM,7.14,85.28,,,,,
460,05/06/24 10:50:08 AM,8.76,85.53,,,,,
461,05/06/24 11:50:08 AM,9.80,85.75,,,,,
462,05/06/24 12:50:08 PM,11.09,86.22,,,,,
463,05/06/24 01:50:08 PM,11.22,86.58,,,,,
464,05/06/24 02:50:08 PM,11.40,86.83,,,,,
465,05/06/24 03:50:08 PM,11.30,86.68,,,,,
466,05/06/24 04:50:08 PM,10.56,86.50,,,,,
467,05/06/24 05:50:08 PM,9.66,86.18,,,,,
468,05/06/24 06:50:08 PM,8.80,86.00,,,,,
469,05/06/24 07:50:08 PM,7.54,85.89,,,,,
470,05/06/24 08:50:08 PM,6.83,85.78,,,,,
471,05/06/24 09:50:08 PM,6.81,85.60,,,,,
472,05/06/24 10:50:08 PM,7.06,85.60,,,,,
473,05/06/24 11:50:08 PM,7.21,85.53,,,,,
474,05/07/24 12:50:08 AM,7.16,85.46,,,,,
475,05/07/24 01:50:08 AM,5.39,85.28,,,,,
476,05/07/24 02:50:08 AM,5.33,85.14,,,,,
477,05/07/24 03:50:08 AM,5.64,85.10,,,,,
478,05/07/24 04:50:08 AM,5.19,84.85,,,,,
479,05/07/24 05:50:08 AM,3.72,84.85,,,,,
480,05/07/24 06:50:08 AM,3.48,84.85,,,,,
481,05/07/24 07:50:08 AM,3.84,84.92,,,,,
482,05/07/24 08:50:08 AM,4.61,85.06,,,,,
483,05/07/24 09:50:08 AM,7.95,85.32,,,,,
484,05/07/24 10:50:08 AM,9.23,85.53,,,,,
485,05/07/24 11:50:08 AM,10.96,85.75,,,,,
486,05/07/24 12:50:08 PM,12.76,85.89,,,,,
487,05/07/24 01:50:08 PM,13.52,86.04,,,,,
488,05/07/24 02:50:08 PM,14.41,86.25,,,,,
489,05/07/24 03:50:08 PM,13.57,86.43,,,,,
490,05/07/24 04:50:08 PM,12.40,86.50,,,,,
491,05/07/24 05:50:08 PM,10.98,86.25,,,,,
492,05/07/24 06:50:08 PM,9.51,86.04,,,,,
493,05/07/24 07:50:08 PM,7.57,85.82,,,,,
494,05/07/24 08:50:08 PM,6.66,85.78,,,,,
495,05/07/24 09:50:08 PM,6.25,85.71,,,,,
496,05/07/24 10:50:08 PM,5.66,85.68,,,,,
497,05/07/24 11:50:08 PM,6.28,85.57,,,,,
498,05/08/24 12:50:08 AM,6.50,85.53,,,,,
499,05/08/24 01:50:08 AM,6.57,85.50,,,,,
500,05/08/24 02:50:08 AM,5.36,85.42,,,,,
501,05/08/24 03:50:08 AM,3.62,85.32,,,,,
502,05/08/24 04:50:08 AM,4.16,85.32,,,,,
503,05/08/24 05:50:08 AM,3.82,85.21,,,,,
504,05/08/24 06:50:08 AM,2.56,85.24,,,,,
505,05/08/24 07:50:08 AM,2.72,85.24,,,,,
506,05/08/24 08:50:08 AM,4.28,85.32,,,,,
507,05/08/24 09:50:08 AM,6.91,85.50,,,,,
508,05/08/24 10:50:08 AM,9.80,85.60,,,,,
509,05/08/24 11:50:08 AM,11.67,85.78,,,,,
510,05/08/24 12:50:08 PM,14.67,86.00,,,,,
511,05/08/24 01:50:08 PM,14.77,86.18,,,,,
512,05/08/24 02:50:08 PM,14.85,86.65,,,,,
513,05/08/24 03:50:08 PM,13.26,86.65,,,,,
514,05/08/24 04:50:08 PM,12.04,86.72,,,,,
515,05/08/24 05:50:08 PM,10.39,86.90,,,,,
516,05/08/24 06:50:08 PM,8.71,86.61,,,,,
517,05/08/24 07:50:08 PM,7.24,86.25,,,,,
518,05/08/24 08:50:08 PM,5.96,86.07,,,,,
519,05/08/24 09:50:08 PM,5.49,86.04,,,,,
520,05/08/24 10:50:08 PM,5.05,86.00,,,,,
521,05/08/24 11:50:08 PM,5.87,85.96,,,,,
522,05/09/24 12:50:08 AM,6.57,85.75,,,,,
523,05/09/24 01:50:08 AM,6.95,85.71,,,,,
524,05/09/24 02:50:08 AM,6.85,85.68,,,,,
525,05/09/24 03:50:08 AM,6.50,85.68,,,,,
526,05/09/24 04:50:08 AM,5.97,85.60,,,,,
527,05/09/24 05:50:08 AM,4.98,85.53,,,,,
528,05/09/24 06:50:08 AM,4.81,85.64,,,,,
529,05/09/24 07:50:08 AM,4.73,85.60,,,,,
530,05/09/24 08:50:08 AM,5.32,85.64,,,,,
531,05/09/24 09:50:08 AM,6.34,85.78,,,,,
532,05/09/24 10:50:08 AM,7.99,85.96,,,,,
533,05/09/24 11:50:08 AM,9.52,86.14,,,,,
534,05/09/24 12:50:08 PM,11.54,86.32,,,,,
535,05/09/24 01:50:08 PM,11.82,86.47,,,,,
536,05/09/24 02:50:08 PM,11.84,86.58,,,,,
537,05/09/24 03:50:08 PM,10.90,86.79,,,,,
538,05/09/24 04:50:08 PM,10.50,86.90,,,,,
539,05/09/24 05:50:08 PM,9.79,87.12,,,,,
540,05/09/24 06:50:08 PM,8.00,86.72,,,,,
541,05/09/24 07:50:08 PM,7.09,86.65,,,,,
542,05/09/24 08:50:08 PM,6.21,86.36,,,,,
543,05/09/24 09:50:08 PM,5.74,86.11,,,,,
544,05/09/24 10:50:08 PM,5.61,85.96,,,,,
545,05/09/24 11:50:08 PM,5.46,85.93,,,,,
546,05/10/24 12:50:08 AM,5.33,85.89,,,,,
547,05/10/24 01:50:08 AM,5.71,85.86,,,,,
548,05/10/24 02:50:08 AM,5.45,85.82,,,,,
549,05/10/24 03:50:08 AM,5.21,85.78,,,,,
550,05/10/24 04:50:08 AM,4.89,85.78,,,,,
551,05/10/24 05:50:08 AM,4.49,85.78,,,,,
552,05/10/24 06:50:08 AM,5.13,85.78,,,,,
553,05/10/24 07:50:08 AM,5.00,85.78,,,,,
554,05/10/24 08:50:08 AM,6.14,85.86,,,,,
555,05/10/24 09:50:08 AM,9.17,86.00,,,,,
556,05/10/24 10:50:08 AM,11.70,86.22,,,,,
557,05/10/24 11:50:08 AM,14.50,86.40,,,,,
558,05/10/24 12:50:08 PM,17.98,86.65,,,,,
559,05/10/24 01:50:08 PM,17.01,86.72,,,,,
560,05/10/24 02:50:08 PM,15.91,86.58,,,,,
561,05/10/24 03:50:08 PM,14.31,86.47,,,,,
562,05/10/24 04:50:08 PM,12.43,86.54,,,,,
563,05/10/24 05:50:08 PM,10.95,86.54,,,,,
564,05/10/24 06:50:08 PM,7.55,86.47,,,,,
565,05/10/24 07:50:08 PM,6.48,86.68,,,,,
566,05/10/24 08:50:08 PM,5.81,86.29,,,,,
567,05/10/24 09:50:08 PM,5.14,86.25,,,,,
568,05/10/24 10:50:08 PM,4.52,86.22,,,,,
569,05/10/24 11:50:08 PM,5.33,86.11,,,,,
570,05/11/24 12:50:08 AM,5.78,86.07,,,,,
571,05/11/24 01:50:08 AM,5.52,86.04,,,,,
572,05/11/24 02:50:08 AM,5.18,86.00,,,,,
573,05/11/24 03:50:08 AM,5.69,86.00,,,,,
574,05/11/24 04:50:08 AM,5.11,86.00,,,,,
575,05/11/24 05:50:08 AM,5.63,85.96,,,,,
576,05/11/24 06:50:08 AM,5.37,85.96,,,,,
577,05/11/24 07:50:08 AM,6.29,86.04,,,,,
578,05/11/24 08:50:08 AM,6.13,86.04,,,,,
579,05/11/24 09:50:08 AM,6.76,86.11,,,,,
580,05/11/24 10:50:08 AM,8.45,86.32,,,,,
581,05/11/24 11:50:08 AM,8.94,86.47,,,,,
582,05/11/24 12:50:08 PM,9.51,86.72,,,,,
583,05/11/24 01:50:08 PM,9.51,86.86,,,,,
584,05/11/24 02:50:08 PM,9.88,87.01,,,,,
585,05/11/24 03:50:08 PM,9.13,86.36,,,,,
586,05/11/24 04:50:08 PM,9.74,86.58,,,,,
587,05/11/24 05:50:08 PM,9.19,86.61,,,,,
588,05/11/24 06:50:08 PM,8.24,86.61,,,,,
589,05/11/24 07:50:08 PM,7.50,86.68,,,,,
590,05/11/24 08:50:08 PM,6.79,86.43,,,,,
591,05/11/24 09:50:08 PM,6.11,86.29,,,,,
592,05/11/24 10:50:08 PM,5.66,86.25,,,,,
593,05/11/24 11:50:08 PM,5.61,86.22,,,,,
594,05/12/24 12:50:08 AM,5.70,86.22,,,,,
595,05/12/24 01:50:08 AM,5.57,86.22,,,,,
596,05/12/24 02:50:08 AM,5.14,86.22,,,,,
597,05/12/24 03:50:08 AM,4.79,86.18,,,,,
598,05/12/24 04:50:08 AM,4.30,86.14,,,,,
599,05/12/24 05:50:08 AM,5.86,85.89,,,,,
600,05/12/24 06:50:08 AM,6.35,85.89,,,,,
601,05/12/24 07:50:08 AM,6.70,85.86,,,,,
602,05/12/24 08:50:08 AM,7.35,85.86,,,,,
603,05/12/24 09:50:08 AM,8.34,85.96,,,,,
604,05/12/24 10:50:08 AM,10.31,86.14,,,,,
605,05/12/24 11:50:08 AM,12.26,86.50,,,,,
606,05/12/24 12:50:08 PM,15.00,86.79,,,,,
607,05/12/24 01:50:08 PM,15.84,86.90,,,,,
608,05/12/24 02:50:08 PM,16.17,87.01,,,,,
609,05/12/24 03:50:08 PM,15.73,87.08,,,,,
610,05/12/24 04:50:08 PM,15.07,87.01,,,,,
611,05/12/24 05:50:08 PM,11.81,86.72,,,,,
612,05/12/24 06:50:08 PM,9.63,86.58,,,,,
613,05/12/24 07:50:08 PM,6.98,86.50,,,,,
614,05/12/24 08:50:08 PM,5.58,86.43,,,,,
615,05/12/24 09:50:08 PM,5.11,86.40,,,,,
616,05/12/24 10:50:08 PM,4.90,86.43,,,,,
617,05/12/24 11:50:08 PM,4.75,86.36,,,,,
618,05/13/24 12:50:08 AM,4.65,86.29,,,,,
619,05/13/24 01:50:08 AM,4.76,86.25,,,,,
620,05/13/24 02:50:08 AM,4.59,86.22,,,,,
621,05/13/24 03:50:08 AM,4.43,86.22,,,,,
622,05/13/24 04:50:08 AM,4.66,86.22,,,,,
623,05/13/24 05:50:08 AM,4.92,86.22,,,,,
624,05/13/24 06:50:08 AM,5.14,86.18,,,,,
625,05/13/24 07:50:08 AM,5.33,86.14,,,,,
626,05/13/24 08:50:08 AM,5.69,86.14,,,,,
627,05/13/24 09:50:08 AM,7.38,86.07,,,,,
628,05/13/24 10:50:08 AM,9.98,86.22,,,,,
629,05/13/24 11:50:08 AM,11.95,86.40,,,,,
630,05/13/24 12:50:08 PM,14.91,86.54,,,,,
631,05/13/24 01:50:08 PM,16.80,86.83,,,,,
632,05/13/24 02:50:08 PM,16.75,86.86,,,,,
633,05/13/24 03:50:08 PM,15.83,86.83,,,,,
634,05/13/24 04:50:08 PM,13.64,86.72,,,,,
635,05/13/24 05:50:08 PM,11.77,86.68,,,,,
636,05/13/24 06:50:08 PM,9.37,86.61,,,,,
637,05/13/24 07:50:08 PM,6.41,86.47,,,,,
638,05/13/24 08:50:08 PM,5.37,86.36,,,,,
639,05/13/24 09:50:08 PM,4.80,86.32,,,,,
640,05/13/24 10:50:08 PM,4.50,86.29,,,,,
641,05/13/24 11:50:08 PM,4.16,86.29,,,,,
642,05/14/24 12:50:08 AM,3.30,86.25,,,,,
643,05/14/24 01:50:08 AM,3.01,86.22,,,,,
644,05/14/24 02:50:08 AM,2.24,86.22,,,,,
645,05/14/24 03:50:08 AM,1.53,86.22,,,,,
646,05/14/24 04:50:08 AM,2.42,86.11,,,,,
647,05/14/24 05:50:08 AM,2.83,86.04,,,,,
648,05/14/24 06:50:08 AM,3.70,86.07,,,,,
649,05/14/24 07:50:08 AM,4.94,86.11,,,,,
650,05/14/24 08:50:08 AM,8.58,86.14,,,,,
651,05/14/24 09:50:08 AM,12.95,86.25,,,,,
652,05/14/24 10:50:08 AM,14.33,86.40,,,,,
653,05/14/24 11:50:08 AM,16.00,86.58,,,,,
654,05/14/24 12:50:08 PM,19.59,86.79,,,,,
655,05/14/24 01:50:08 PM,19.14,86.83,,,,,
656,05/14/24 02:50:08 PM,18.83,86.94,,,,,
657,05/14/24 03:50:08 PM,15.60,86.86,,,,,
658,05/14/24 04:50:08 PM,13.90,86.83,,,,,
659,05/14/24 05:50:08 PM,12.41,86.86,,,,,
660,05/14/24 06:50:08 PM,9.04,86.83,,,,,
661,05/14/24 07:50:08 PM,6.00,86.58,,,,,
662,05/14/24 08:50:08 PM,4.64,86.36,,,,,
663,05/14/24 09:50:08 PM,4.62,86.32,,,,,
664,05/14/24 10:50:08 PM,3.94,86.29,,,,,
665,05/14/24 11:50:08 PM,4.13,86.40,,,,,
666,05/15/24 12:50:08 AM,3.68,86.29,,,,,
667,05/15/24 01:50:08 AM,3.47,86.29,,,,,
668,05/15/24 02:50:08 AM,3.26,86.32,,,,,
669,05/15/24 03:50:08 AM,2.99,86.32,,,,,
670,05/15/24 04:50:08 AM,2.66,86.32,,,,,
671,05/15/24 05:50:08 AM,2.61,86.25,,,,,
672,05/15/24 06:50:08 AM,3.77,86.22,,,,,
673,05/15/24 07:50:08 AM,4.62,86.22,,,,,
674,05/15/24 08:50:08 AM,7.20,86.22,,,,,
675,05/15/24 09:50:08 AM,10.13,86.40,,,,,
676,05/15/24 10:50:08 AM,13.61,86.58,,,,,
677,05/15/24 11:50:08 AM,17.10,86.83,,,,,
678,05/15/24 12:50:08 PM,20.15,87.04,,,,,
679,05/15/24 01:50:08 PM,17.65,87.01,,,,,
680,05/15/24 02:50:08 PM,16.28,87.15,,,,,
681,05/15/24 03:50:08 PM,14.61,87.15,,,,,
682,05/15/24 04:50:08 PM,13.13,87.08,,,,,
683,05/15/24 05:50:08 PM,11.20,87.01,,,,,
684,05/15/24 06:50:08 PM,7.26,86.83,,,,,
685,05/15/24 07:50:08 PM,5.78,86.68,,,,,
686,05/15/24 08:50:08 PM,4.94,86.58,,,,,
687,05/15/24 09:50:08 PM,4.68,86.54,,,,,
688,05/15/24 10:50:08 PM,4.64,86.50,,,,,
689,05/15/24 11:50:08 PM,3.37,86.43,,,,,
690,05/16/24 12:50:08 AM,2.36,86.25,,,,,
691,05/16/24 01:50:08 AM,2.55,86.29,,,,,
692,05/16/24 02:50:08 AM,2.67,86.29,,,,,
693,05/16/24 03:50:08 AM,2.31,86.32,,,,,
694,05/16/24 04:50:08 AM,2.35,86.32,,,,,
695,05/16/24 05:50:08 AM,2.25,86.32,,,,,
696,05/16/24 06:50:08 AM,1.87,86.36,,,,,
697,05/16/24 07:50:08 AM,3.00,86.29,,,,,
698,05/16/24 08:50:08 AM,6.69,86.43,,,,,
699,05/16/24 09:50:08 AM,10.88,86.58,,,,,
700,05/16/24 10:50:08 AM,13.74,86.72,,,,,
701,05/16/24 11:50:08 AM,19.21,86.94,,,,,
702,05/16/24 12:50:08 PM,24.36,87.15,,,,,
703,05/16/24 01:50:08 PM,24.41,87.26,,,,,
704,05/16/24 02:50:08 PM,21.76,87.30,,,,,
705,05/16/24 03:50:08 PM,16.10,87.19,,,,,
706,05/16/24 04:50:08 PM,15.71,87.26,,,,,
707,05/16/24 05:50:08 PM,12.79,87.08,,,,,
708,05/16/24 06:50:08 PM,8.98,86.94,,,,,
709,05/16/24 07:50:08 PM,5.44,86.72,,,,,
710,05/16/24 08:50:08 PM,4.08,86.65,,,,,
711,05/16/24 09:50:08 PM,3.87,86.61,,,,,
712,05/16/24 10:50:08 PM,4.23,86.54,,,,,
713,05/16/24 11:50:08 PM,4.21,86.47,,,,,
714,05/17/24 12:50:08 AM,2.97,86.43,,,,,
715,05/17/24 01:50:08 AM,0.76,86.32,,,,,
716,05/17/24 02:50:08 AM,1.20,86.25,,,,,
717,05/17/24 03:50:08 AM,0.72,86.18,,,,,
718,05/17/24 04:50:08 AM,0.65,86.18,,,,,
719,05/17/24 05:50:08 AM,0.40,86.22,,,,,
720,05/17/24 06:50:08 AM,1.14,86.29,,,,,
721,05/17/24 07:50:08 AM,3.93,86.40,,,,,
722,05/17/24 08:50:08 AM,7.33,86.58,,,,,
723,05/17/24 09:50:08 AM,10.46,86.68,,,,,
724,05/17/24 10:50:08 AM,12.65,86.90,,,,,
725,05/17/24 11:50:08 AM,17.05,87.19,,,,,
726,05/17/24 12:50:08 PM,18.17,87.37,,,,,
727,05/17/24 01:50:08 PM,22.09,87.69,,,,,
728,05/17/24 02:50:08 PM,18.41,87.69,,,,,
729,05/17/24 03:50:08 PM,14.45,87.40,,,,,
730,05/17/24 04:50:08 PM,13.23,87.33,,,,,
731,05/17/24 05:50:08 PM,11.20,87.08,,,,,
732,05/17/24 06:50:08 PM,8.22,87.01,,,,,
733,05/17/24 07:50:08 PM,5.57,86.94,,,,,
734,05/17/24 08:50:08 PM,4.30,86.90,,,,,
735,05/17/24 09:50:08 PM,3.95,86.79,,,,,
736,05/17/24 10:50:08 PM,3.89,86.76,,,,,
737,05/17/24 11:50:08 PM,3.91,86.72,,,,,
738,05/18/24 12:50:08 AM,4.19,86.65,,,,,
739,05/18/24 01:50:08 AM,3.42,86.61,,,,,
740,05/18/24 02:50:08 AM,2.56,86.54,,,,,
741,05/18/24 03:50:08 AM,1.50,86.47,,,,,
742,05/18/24 04:50:08 AM,0.72,86.36,,,,,
743,05/18/24 05:50:08 AM,1.18,86.40,,,,,
744,05/18/24 06:50:08 AM,3.00,86.61,,,,,
745,05/18/24 07:50:08 AM,5.14,86.76,,,,,
746,05/18/24 08:50:08 AM,8.21,86.86,,,,,
747,05/18/24 09:50:08 AM,12.13,86.97,,,,,
748,05/18/24 10:50:08 AM,15.29,87.15,,,,,
749,05/18/24 11:50:08 AM,17.31,87.40,,,,,
750,05/18/24 12:50:08 PM,25.95,87.80,,,,,
751,05/18/24 01:50:08 PM,28.41,88.02,,,,,
752,05/18/24 02:50:08 PM,22.68,88.09,,,,,
753,05/18/24 03:50:08 PM,15.86,87.87,,,,,
754,05/18/24 04:50:08 PM,13.46,87.58,,,,,
755,05/18/24 05:50:08 PM,11.79,87.40,,,,,
756,05/18/24 06:50:08 PM,8.17,87.33,,,,,
757,05/18/24 07:50:08 PM,4.76,87.51,,,,,
758,05/18/24 08:50:08 PM,3.85,87.30,,,,,
759,05/18/24 09:50:08 PM,3.67,87.22,,,,,
760,05/18/24 10:50:08 PM,3.97,87.15,,,,,
761,05/18/24 11:50:08 PM,3.37,87.19,,,,,
762,05/19/24 12:50:08 AM,3.34,86.86,,,,,
763,05/19/24 01:50:08 AM,3.12,86.94,,,,,
764,05/19/24 02:50:08 AM,2.78,87.01,,,,,
765,05/19/24 03:50:08 AM,2.27,87.01,,,,,
766,05/19/24 04:50:08 AM,2.13,86.97,,,,,
767,05/19/24 05:50:08 AM,2.23,86.86,,,,,
768,05/19/24 06:50:08 AM,1.84,86.86,,,,,
769,05/19/24 07:50:08 AM,3.41,86.90,,,,,
770,05/19/24 08:50:08 AM,6.88,86.94,,,,,
771,05/19/24 09:50:08 AM,10.19,87.04,,,,,
772,05/19/24 10:50:08 AM,12.15,87.12,,,,,
773,05/19/24 11:50:08 AM,13.85,87.19,,,,,
774,05/19/24 12:50:08 PM,15.69,87.33,,,,,
775,05/19/24 01:50:08 PM,17.48,87.44,,,,,
776,05/19/24 02:50:08 PM,14.26,87.62,,,,,
777,05/19/24 03:50:08 PM,13.90,87.58,,,,,
778,05/19/24 04:50:08 PM,10.20,87.44,,,,,
779,05/19/24 05:50:08 PM,8.62,87.22,,,,,
780,05/19/24 06:50:08 PM,7.43,87.19,,,,,
781,05/19/24 07:50:08 PM,6.08,87.08,,,,,
782,05/19/24 08:50:08 PM,5.40,87.01,,,,,
783,05/19/24 09:50:08 PM,4.93,86.94,,,,,
784,05/19/24 10:50:08 PM,4.80,86.86,,,,,
785,05/19/24 11:50:08 PM,4.89,86.86,,,,,
786,05/20/24 12:50:08 AM,4.42,86.79,,,,,
787,05/20/24 01:50:08 AM,3.85,86.72,,,,,
788,05/20/24 02:50:08 AM,3.29,86.61,,,,,
789,05/20/24 03:50:08 AM,3.39,86.58,,,,,
790,05/20/24 04:50:08 AM,3.36,86.54,,,,,
791,05/20/24 05:50:08 AM,3.61,86.54,,,,,
792,05/20/24 06:50:08 AM,3.69,86.50,,,,,
793,05/20/24 07:50:08 AM,4.08,86.47,,,,,
794,05/20/24 08:50:08 AM,7.31,86.54,,,,,
795,05/20/24 09:50:08 AM,10.03,86.65,,,,,
796,05/20/24 10:50:08 AM,13.52,86.79,,,,,
797,05/20/24 11:50:08 AM,16.92,86.97,,,,,
798,05/20/24 12:50:08 PM,23.07,87.15,,,,,
799,05/20/24 01:50:08 PM,25.84,87.40,,,,,
800,05/20/24 02:50:08 PM,23.31,87.73,,,,,
801,05/20/24 03:50:08 PM,19.23,87.80,,,,,
802,05/20/24 04:50:08 PM,16.08,87.51,,,,,
803,05/20/24 05:50:08 PM,13.14,87.37,,,,,
804,05/20/24 06:50:08 PM,8.81,87.04,,,,,
805,05/20/24 07:50:08 PM,4.61,86.79,,,,,
806,05/20/24 08:50:08 PM,3.14,86.65,,,,,
807,05/20/24 09:50:08 PM,3.34,86.58,,,,,
808,05/20/24 10:50:08 PM,3.27,86.61,,,,,
809,05/20/24 11:50:08 PM,3.03,86.54,,,,,
810,05/21/24 12:50:08 AM,2.97,86.47,,,,,
811,05/21/24 01:50:08 AM,2.34,86.32,,,,,
812,05/21/24 02:50:08 AM,2.19,86.29,,,,,
813,05/21/24 03:50:08 AM,2.12,86.22,,,,,
814,05/21/24 04:50:08 AM,1.90,86.18,,,,,
815,05/21/24 05:50:08 AM,1.65,86.11,,,,,
816,05/21/24 06:50:08 AM,1.22,86.04,,,,,
817,05/21/24 07:50:08 AM,1.28,86.04,,,,,
818,05/21/24 08:50:08 AM,8.35,85.96,,,,,
819,05/21/24 09:50:08 AM,15.80,86.43,,,,,
820,05/21/24 10:50:08 AM,17.55,86.65,,,,,
821,05/21/24 11:50:08 AM,19.72,86.83,,,,,
822,05/21/24 12:50:08 PM,24.65,87.01,,,,,
823,05/21/24 01:50:08 PM,27.70,87.30,,,,,
824,05/21/24 02:50:08 PM,21.03,87.51,,,,,
825,05/21/24 03:50:08 PM,19.67,87.94,,,,,
826,05/21/24 04:50:08 PM,16.17,87.62,,,,,
827,05/21/24 05:50:08 PM,12.81,87.01,,,,,
828,05/21/24 06:50:08 PM,8.64,86.58,,,,,
829,05/21/24 07:50:08 PM,3.48,86.32,,,,,
830,05/21/24 08:50:08 PM,2.73,86.18,,,,,
831,05/21/24 09:50:08 PM,2.50,86.07,,,,,
832,05/21/24 10:50:08 PM,3.79,86.04,,,,,
833,05/21/24 11:50:08 PM,4.55,86.00,,,,,
834,05/22/24 12:50:08 AM,4.68,85.96,,,,,
835,05/22/24 01:50:08 AM,4.85,86.18,,,,,
836,05/22/24 02:50:08 AM,4.53,86.29,,,,,
837,05/22/24 03:50:08 AM,3.93,86.18,,,,,
838,05/22/24 04:50:08 AM,2.73,86.00,,,,,
839,05/22/24 05:50:08 AM,3.51,85.75,,,,,
840,05/22/24 06:50:08 AM,3.45,85.50,,,,,
841,05/22/24 07:50:08 AM,4.15,85.53,,,,,
842,05/22/24 08:50:08 AM,7.49,85.75,,,,,
843,05/22/24 09:50:08 AM,9.82,86.14,,,,,
844,05/22/24 10:50:08 AM,11.79,86.47,,,,,
845,05/22/24 11:50:08 AM,13.84,86.86,,,,,
846,05/22/24 12:50:08 PM,17.71,87.12,,,,,
847,05/22/24 01:50:08 PM,16.03,87.22,,,,,
848,05/22/24 02:50:08 PM,18.48,87.37,,,,,
849,05/22/24 03:50:08 PM,17.11,87.66,,,,,
850,05/22/24 04:50:08 PM,15.19,87.62,,,,,
851,05/22/24 05:50:08 PM,14.26,87.58,,,,,
852,05/22/24 06:50:08 PM,10.96,87.37,,,,,
853,05/22/24 07:50:08 PM,4.73,87.19,,,,,
854,05/22/24 08:50:08 PM,3.74,86.72,,,,,
855,05/22/24 09:50:08 PM,3.62,86.58,,,,,
856,05/22/24 10:50:08 PM,3.48,86.40,,,,,
857,05/22/24 11:50:08 PM,3.34,86.29,,,,,
858,05/23/24 12:50:08 AM,2.94,86.07,,,,,
859,05/23/24 01:50:08 AM,2.71,86.11,,,,,
860,05/23/24 02:50:08 AM,2.32,86.14,,,,,
861,05/23/24 03:50:08 AM,2.22,85.96,,,,,
862,05/23/24 04:50:08 AM,1.89,85.50,,,,,
863,05/23/24 05:50:08 AM,1.54,85.68,,,,,
864,05/23/24 06:50:08 AM,1.45,86.07,,,,,
865,05/23/24 07:50:08 AM,3.08,85.50,,,,,
866,05/23/24 08:50:08 AM,10.04,85.64,,,,,
867,05/23/24 09:50:08 AM,13.39,86.18,,,,,
868,05/23/24 10:50:08 AM,11.96,86.61,,,,,
869,05/23/24 11:50:08 AM,17.87,86.86,,,,,
870,05/23/24 12:50:08 PM,19.56,87.01,,,,,
871,05/23/24 01:50:08 PM,21.58,87.15,,,,,
872,05/23/24 02:50:08 PM,19.99,87.26,,,,,
873,05/23/24 03:50:08 PM,19.57,87.26,,,,,
874,05/23/24 04:50:08 PM,17.22,87.33,,,,,
875,05/23/24 05:50:08 PM,14.33,87.33,,,,,
876,05/23/24 06:50:08 PM,10.85,87.69,,,,,
877,05/23/24 07:50:08 PM,3.77,87.08,,,,,
878,05/23/24 08:50:08 PM,2.84,86.72,,,,,
879,05/23/24 09:50:08 PM,2.90,86.58,,,,,
880,05/23/24 10:50:08 PM,2.92,86.47,,,,,
881,05/23/24 11:50:08 PM,3.04,86.47,,,,,
882,05/24/24 12:50:08 AM,2.79,86.40,,,,,
883,05/24/24 01:50:08 AM,2.43,86.25,,,,,
884,05/24/24 02:50:08 AM,2.30,86.00,,,,,
885,05/24/24 03:50:08 AM,1.80,85.86,,,,,
886,05/24/24 04:50:08 AM,2.17,85.96,,,,,
887,05/24/24 05:50:08 AM,2.17,86.04,,,,,
888,05/24/24 06:50:08 AM,2.43,86.11,,,,,
889,05/24/24 07:50:08 AM,4.25,86.04,,,,,
890,05/24/24 08:50:08 AM,8.17,86.11,,,,,
891,05/24/24 09:50:08 AM,11.31,86.11,,,,,
892,05/24/24 10:50:08 AM,15.51,86.58,,,,,
893,05/24/24 11:50:08 AM,19.12,86.90,,,,,
894,05/24/24 12:50:08 PM,21.64,86.97,,,,,
895,05/24/24 01:50:08 PM,25.87,87.22,,,,,
896,05/24/24 02:50:08 PM,26.27,87.33,,,,,
897,05/24/24 03:50:08 PM,21.84,87.55,,,,,
898,05/24/24 04:50:08 PM,16.43,87.76,,,,,
899,05/24/24 05:50:08 PM,14.57,87.98,,,,,
900,05/24/24 06:50:08 PM,9.93,88.02,,,,,
901,05/24/24 07:50:08 PM,4.41,87.44,,,,,
902,05/24/24 08:50:08 PM,2.74,87.26,,,,,
903,05/24/24 09:50:08 PM,2.76,87.01,,,,,
904,05/24/24 10:50:08 PM,2.74,86.90,,,,,
905,05/24/24 11:50:08 PM,2.85,86.94,,,,,
906,05/25/24 12:50:08 AM,0.67,86.94,,,,,
907,05/25/24 01:50:08 AM,0.35,86.76,,,,,
908,05/25/24 02:50:08 AM,2.19,86.72,,,,,
909,05/25/24 03:50:08 AM,1.44,86.54,,,,,
910,05/25/24 04:50:08 AM,1.09,86.47,,,,,
911,05/25/24 05:50:08 AM,1.11,86.47,,,,,
912,05/25/24 06:50:08 AM,1.15,86.54,,,,,
913,05/25/24 07:50:08 AM,1.64,86.58,,,,,
