"Plot Title: 21909587"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909587, SEN S/N: 21909587)","Temp, °F (LGR S/N: 21909587, SEN S/N: 21909587)","Coupler Detached (LGR S/N: 21909587)","Coupler Attached (LGR S/N: 21909587)","Host Connected (LGR S/N: 21909587)","Stopped (LGR S/N: 21909587)","End Of File (LGR S/N: 21909587)"
455,05/08/24 07:31:45 AM,3.39,85.28,,,,,
456,05/08/24 08:31:45 AM,4.17,85.32,,,,,
457,05/08/24 09:31:45 AM,5.56,85.42,,,,,
458,05/08/24 10:31:45 AM,7.52,85.64,,,,,
459,05/08/24 11:31:45 AM,9.59,85.86,,,,,
460,05/08/24 12:31:45 PM,11.00,85.96,,,,,
461,05/08/24 01:31:45 PM,12.20,86.14,,,,,
462,05/08/24 02:31:45 PM,13.72,86.25,,,,,
463,05/08/24 03:31:45 PM,12.81,86.32,,,,,
464,05/08/24 04:31:45 PM,14.13,86.40,,,,,
465,05/08/24 05:31:45 PM,11.29,86.29,,,,,
466,05/08/24 06:31:45 PM,9.75,86.25,,,,,
467,05/08/24 07:31:45 PM,7.01,86.11,,,,,
468,05/08/24 08:31:45 PM,6.16,86.00,,,,,
469,05/08/24 09:31:45 PM,5.86,85.96,,,,,
470,05/08/24 10:31:45 PM,5.32,85.93,,,,,
471,05/08/24 11:31:45 PM,4.30,85.93,,,,,
472,05/09/24 12:31:45 AM,4.06,85.86,,,,,
473,05/09/24 01:31:45 AM,3.76,85.82,,,,,
474,05/09/24 02:31:45 AM,5.19,85.75,,,,,
475,05/09/24 03:31:45 AM,5.37,85.71,,,,,
476,05/09/24 04:31:45 AM,5.38,85.53,,,,,
477,05/09/24 05:31:45 AM,4.85,85.57,,,,,
478,05/09/24 06:31:45 AM,4.76,85.53,,,,,
479,05/09/24 07:31:45 AM,4.16,85.60,,,,,
480,05/09/24 08:31:45 AM,4.39,85.64,,,,,
481,05/09/24 09:31:45 AM,5.93,85.68,,,,,
482,05/09/24 10:31:45 AM,7.27,85.82,,,,,
483,05/09/24 11:31:45 AM,7.31,85.89,,,,,
484,05/09/24 12:31:45 PM,8.80,85.96,,,,,
485,05/09/24 01:31:45 PM,9.57,86.07,,,,,
486,05/09/24 02:31:45 PM,9.74,86.11,,,,,
487,05/09/24 03:31:45 PM,10.13,86.22,,,,,
488,05/09/24 04:31:45 PM,9.93,86.25,,,,,
489,05/09/24 05:31:45 PM,9.34,86.14,,,,,
490,05/09/24 06:31:45 PM,8.14,86.04,,,,,
491,05/09/24 07:31:45 PM,7.42,85.86,,,,,
492,05/09/24 08:31:45 PM,6.75,85.82,,,,,
493,05/09/24 09:31:45 PM,6.55,85.78,,,,,
494,05/09/24 10:31:45 PM,5.85,85.75,,,,,
495,05/09/24 11:31:45 PM,5.78,85.75,,,,,
496,05/10/24 12:31:45 AM,5.41,85.75,,,,,
497,05/10/24 01:31:45 AM,5.95,85.68,,,,,
498,05/10/24 02:31:45 AM,5.94,85.68,,,,,
499,05/10/24 03:31:45 AM,5.55,85.71,,,,,
500,05/10/24 04:31:45 AM,5.10,85.71,,,,,
501,05/10/24 05:31:45 AM,5.79,85.78,,,,,
502,05/10/24 06:31:45 AM,4.94,85.75,,,,,
503,05/10/24 07:31:45 AM,4.83,85.75,,,,,
504,05/10/24 08:31:45 AM,4.61,85.78,,,,,
505,05/10/24 09:31:45 AM,6.41,85.86,,,,,
506,05/10/24 10:31:45 AM,7.94,86.00,,,,,
507,05/10/24 11:31:45 AM,9.94,86.22,,,,,
508,05/10/24 12:31:45 PM,12.45,86.40,,,,,
509,05/10/24 01:31:45 PM,10.92,86.40,,,,,
510,05/10/24 02:31:45 PM,12.41,86.54,,,,,
511,05/10/24 03:31:45 PM,12.78,86.58,,,,,
512,05/10/24 04:31:45 PM,11.36,86.58,,,,,
513,05/10/24 05:31:45 PM,10.43,86.58,,,,,
514,05/10/24 06:31:45 PM,8.89,86.43,,,,,
515,05/10/24 07:31:45 PM,7.07,86.04,,,,,
516,05/10/24 08:31:45 PM,6.53,85.86,,,,,
517,05/10/24 09:31:45 PM,6.54,85.82,,,,,
518,05/10/24 10:31:45 PM,6.17,85.78,,,,,
519,05/10/24 11:31:45 PM,5.33,85.78,,,,,
520,05/11/24 12:31:45 AM,4.80,85.78,,,,,
521,05/11/24 01:31:45 AM,3.79,85.82,,,,,
522,05/11/24 02:31:45 AM,4.51,85.78,,,,,
523,05/11/24 03:31:45 AM,4.46,85.78,,,,,
524,05/11/24 04:31:45 AM,4.29,85.75,,,,,
525,05/11/24 05:31:45 AM,4.21,85.75,,,,,
526,05/11/24 06:31:45 AM,4.09,85.75,,,,,
527,05/11/24 07:31:45 AM,3.63,85.82,,,,,
528,05/11/24 08:31:45 AM,4.82,85.89,,,,,
529,05/11/24 09:31:45 AM,5.82,85.96,,,,,
530,05/11/24 10:31:45 AM,7.73,86.07,,,,,
531,05/11/24 11:31:45 AM,8.96,86.25,,,,,
532,05/11/24 12:31:45 PM,9.68,86.29,,,,,
533,05/11/24 01:31:45 PM,9.98,86.36,,,,,
534,05/11/24 02:31:45 PM,10.55,86.40,,,,,
535,05/11/24 03:31:45 PM,10.92,86.40,,,,,
536,05/11/24 04:31:45 PM,10.51,86.36,,,,,
537,05/11/24 05:31:45 PM,10.14,86.43,,,,,
538,05/11/24 06:31:45 PM,8.45,86.36,,,,,
539,05/11/24 07:31:45 PM,7.52,86.32,,,,,
540,05/11/24 08:31:45 PM,6.47,86.14,,,,,
541,05/11/24 09:31:45 PM,6.13,86.11,,,,,
542,05/11/24 10:31:45 PM,5.93,86.07,,,,,
543,05/11/24 11:31:45 PM,5.44,86.04,,,,,
544,05/12/24 12:31:45 AM,5.41,86.04,,,,,
545,05/12/24 01:31:45 AM,5.10,86.00,,,,,
546,05/12/24 02:31:45 AM,5.22,86.00,,,,,
547,05/12/24 03:31:45 AM,5.04,85.96,,,,,
548,05/12/24 04:31:45 AM,5.11,85.96,,,,,
549,05/12/24 05:31:45 AM,5.32,85.96,,,,,
550,05/12/24 06:31:45 AM,4.83,86.00,,,,,
551,05/12/24 07:31:45 AM,5.36,86.00,,,,,
552,05/12/24 08:31:45 AM,7.10,85.96,,,,,
553,05/12/24 09:31:45 AM,8.37,86.04,,,,,
554,05/12/24 10:31:45 AM,10.33,86.22,,,,,
555,05/12/24 11:31:45 AM,11.21,86.22,,,,,
556,05/12/24 12:31:45 PM,13.92,86.32,,,,,
557,05/12/24 01:31:45 PM,15.03,86.47,,,,,
558,05/12/24 02:31:45 PM,15.66,86.58,,,,,
559,05/12/24 03:31:45 PM,14.43,86.58,,,,,
560,05/12/24 04:31:45 PM,15.25,86.58,,,,,
561,05/12/24 05:31:45 PM,12.68,86.54,,,,,
562,05/12/24 06:31:45 PM,9.74,86.40,,,,,
563,05/12/24 07:31:45 PM,7.46,86.32,,,,,
564,05/12/24 08:31:45 PM,6.05,86.25,,,,,
565,05/12/24 09:31:45 PM,5.77,86.22,,,,,
566,05/12/24 10:31:45 PM,5.57,86.11,,,,,
567,05/12/24 11:31:45 PM,5.51,86.11,,,,,
568,05/13/24 12:31:45 AM,5.46,86.11,,,,,
569,05/13/24 01:31:45 AM,4.86,86.11,,,,,
570,05/13/24 02:31:45 AM,4.72,86.07,,,,,
571,05/13/24 03:31:45 AM,3.73,86.11,,,,,
572,05/13/24 04:31:45 AM,3.18,86.11,,,,,
573,05/13/24 05:31:45 AM,4.14,86.07,,,,,
574,05/13/24 06:31:45 AM,4.71,86.07,,,,,
575,05/13/24 07:31:45 AM,4.71,86.04,,,,,
576,05/13/24 08:31:45 AM,5.91,86.04,,,,,
577,05/13/24 09:31:45 AM,7.71,86.04,,,,,
578,05/13/24 10:31:45 AM,9.50,86.11,,,,,
579,05/13/24 11:31:45 AM,11.72,86.25,,,,,
580,05/13/24 12:31:45 PM,13.79,86.32,,,,,
581,05/13/24 01:31:45 PM,15.65,86.43,,,,,
582,05/13/24 02:31:45 PM,17.33,86.50,,,,,
583,05/13/24 03:31:45 PM,17.22,86.54,,,,,
584,05/13/24 04:31:45 PM,14.34,86.54,,,,,
585,05/13/24 05:31:45 PM,11.86,86.43,,,,,
586,05/13/24 06:31:45 PM,9.21,86.36,,,,,
587,05/13/24 07:31:45 PM,6.75,86.22,,,,,
588,05/13/24 08:31:45 PM,5.62,86.18,,,,,
589,05/13/24 09:31:45 PM,5.25,86.18,,,,,
590,05/13/24 10:31:45 PM,5.12,86.14,,,,,
591,05/13/24 11:31:45 PM,4.75,86.14,,,,,
592,05/14/24 12:31:45 AM,4.61,86.18,,,,,
593,05/14/24 01:31:45 AM,4.13,86.14,,,,,
594,05/14/24 02:31:45 AM,2.84,86.14,,,,,
595,05/14/24 03:31:45 AM,1.52,86.18,,,,,
596,05/14/24 04:31:45 AM,2.09,86.18,,,,,
597,05/14/24 05:31:45 AM,1.59,86.18,,,,,
598,05/14/24 06:31:45 AM,3.75,86.18,,,,,
599,05/14/24 07:31:45 AM,4.72,86.22,,,,,
600,05/14/24 08:31:45 AM,6.83,86.22,,,,,
601,05/14/24 09:31:45 AM,9.85,86.29,,,,,
602,05/14/24 10:31:45 AM,13.26,86.47,,,,,
603,05/14/24 11:31:45 AM,13.95,86.50,,,,,
604,05/14/24 12:31:45 PM,16.18,86.65,,,,,
605,05/14/24 01:31:45 PM,15.54,86.61,,,,,
606,05/14/24 02:31:45 PM,15.37,86.65,,,,,
607,05/14/24 03:31:45 PM,15.46,86.65,,,,,
608,05/14/24 04:31:45 PM,13.60,86.61,,,,,
609,05/14/24 05:31:45 PM,12.58,86.58,,,,,
610,05/14/24 06:31:45 PM,10.44,86.47,,,,,
611,05/14/24 07:31:45 PM,7.29,86.36,,,,,
612,05/14/24 08:31:45 PM,5.24,86.25,,,,,
613,05/14/24 09:31:45 PM,5.03,86.22,,,,,
614,05/14/24 10:31:45 PM,4.64,86.22,,,,,
615,05/14/24 11:31:45 PM,4.29,86.18,,,,,
616,05/15/24 12:31:45 AM,4.27,86.18,,,,,
617,05/15/24 01:31:45 AM,3.87,86.18,,,,,
618,05/15/24 02:31:45 AM,3.09,86.18,,,,,
619,05/15/24 03:31:45 AM,2.80,86.14,,,,,
620,05/15/24 04:31:45 AM,1.95,86.14,,,,,
621,05/15/24 05:31:45 AM,1.91,86.04,,,,,
622,05/15/24 06:31:45 AM,3.05,86.04,,,,,
623,05/15/24 07:31:45 AM,3.79,86.00,,,,,
624,05/15/24 08:31:45 AM,5.88,86.04,,,,,
625,05/15/24 09:31:45 AM,8.45,86.11,,,,,
626,05/15/24 10:31:45 AM,9.46,86.22,,,,,
627,05/15/24 11:31:45 AM,12.70,86.40,,,,,
628,05/15/24 12:31:45 PM,18.59,86.54,,,,,
629,05/15/24 01:31:45 PM,20.03,86.61,,,,,
630,05/15/24 02:31:45 PM,17.07,86.65,,,,,
631,05/15/24 03:31:45 PM,13.43,86.68,,,,,
632,05/15/24 04:31:45 PM,13.67,86.72,,,,,
633,05/15/24 05:31:45 PM,13.62,86.68,,,,,
634,05/15/24 06:31:45 PM,9.04,86.50,,,,,
635,05/15/24 07:31:45 PM,5.42,86.36,,,,,
636,05/15/24 08:31:45 PM,4.49,86.29,,,,,
637,05/15/24 09:31:45 PM,4.20,86.29,,,,,
638,05/15/24 10:31:45 PM,4.11,86.25,,,,,
639,05/15/24 11:31:45 PM,3.59,86.22,,,,,
640,05/16/24 12:31:45 AM,3.13,86.11,,,,,
641,05/16/24 01:31:45 AM,3.42,86.22,,,,,
642,05/16/24 02:31:45 AM,3.95,86.22,,,,,
643,05/16/24 03:31:45 AM,3.99,86.22,,,,,
644,05/16/24 04:31:45 AM,3.66,86.22,,,,,
645,05/16/24 05:31:45 AM,2.50,86.22,,,,,
646,05/16/24 06:31:45 AM,3.33,86.22,,,,,
647,05/16/24 07:31:45 AM,3.94,86.22,,,,,
648,05/16/24 08:31:45 AM,5.40,86.22,,,,,
649,05/16/24 09:31:45 AM,7.13,86.25,,,,,
650,05/16/24 10:31:45 AM,8.93,86.32,,,,,
651,05/16/24 11:31:45 AM,11.20,86.40,,,,,
652,05/16/24 12:31:45 PM,17.85,86.65,,,,,
653,05/16/24 01:31:45 PM,19.79,86.86,,,,,
654,05/16/24 02:31:45 PM,20.68,86.90,,,,,
655,05/16/24 03:31:45 PM,18.78,86.86,,,,,
656,05/16/24 04:31:45 PM,16.29,86.72,,,,,
657,05/16/24 05:31:45 PM,14.03,86.68,,,,,
658,05/16/24 06:31:45 PM,9.97,86.54,,,,,
659,05/16/24 07:31:45 PM,5.46,86.40,,,,,
660,05/16/24 08:31:45 PM,4.16,86.29,,,,,
661,05/16/24 09:31:45 PM,4.02,86.25,,,,,
662,05/16/24 10:31:45 PM,4.09,86.22,,,,,
663,05/16/24 11:31:45 PM,3.88,86.22,,,,,
664,05/17/24 12:31:45 AM,3.44,86.22,,,,,
665,05/17/24 01:31:45 AM,3.13,86.18,,,,,
666,05/17/24 02:31:45 AM,2.52,86.11,,,,,
667,05/17/24 03:31:45 AM,1.81,86.11,,,,,
668,05/17/24 04:31:45 AM,1.69,86.07,,,,,
669,05/17/24 05:31:45 AM,0.82,86.11,,,,,
670,05/17/24 06:31:45 AM,1.52,86.14,,,,,
671,05/17/24 07:31:45 AM,1.79,86.22,,,,,
672,05/17/24 08:31:45 AM,5.30,86.32,,,,,
673,05/17/24 09:31:45 AM,8.32,86.43,,,,,
674,05/17/24 10:31:45 AM,10.81,86.54,,,,,
675,05/17/24 11:31:45 AM,14.21,86.68,,,,,
676,05/17/24 12:31:45 PM,15.50,86.83,,,,,
677,05/17/24 01:31:45 PM,15.52,86.90,,,,,
678,05/17/24 02:31:45 PM,19.27,87.15,,,,,
679,05/17/24 03:31:45 PM,16.01,87.26,,,,,
680,05/17/24 04:31:45 PM,13.20,86.90,,,,,
681,05/17/24 05:31:45 PM,10.99,86.83,,,,,
682,05/17/24 06:31:45 PM,8.17,86.79,,,,,
683,05/17/24 07:31:45 PM,5.81,86.72,,,,,
684,05/17/24 08:31:45 PM,4.28,86.54,,,,,
685,05/17/24 09:31:45 PM,3.77,86.36,,,,,
686,05/17/24 10:31:45 PM,3.59,86.32,,,,,
687,05/17/24 11:31:45 PM,3.91,86.32,,,,,
688,05/18/24 12:31:45 AM,3.09,86.32,,,,,
689,05/18/24 01:31:45 AM,3.03,86.32,,,,,
690,05/18/24 02:31:45 AM,2.77,86.25,,,,,
691,05/18/24 03:31:45 AM,1.68,86.25,,,,,
692,05/18/24 04:31:45 AM,1.01,86.29,,,,,
693,05/18/24 05:31:45 AM,0.94,86.29,,,,,
694,05/18/24 06:31:45 AM,1.23,86.29,,,,,
695,05/18/24 07:31:45 AM,0.23,86.29,,,,,
696,05/18/24 08:31:45 AM,2.82,86.40,,,,,
697,05/18/24 09:31:45 AM,5.91,86.58,,,,,
698,05/18/24 10:31:45 AM,9.22,86.68,,,,,
699,05/18/24 11:31:45 AM,10.58,86.86,,,,,
700,05/18/24 12:31:45 PM,14.63,87.08,,,,,
701,05/18/24 01:31:45 PM,18.32,87.26,,,,,
702,05/18/24 02:31:45 PM,16.30,87.40,,,,,
703,05/18/24 03:31:45 PM,13.81,87.48,,,,,
704,05/18/24 04:31:45 PM,12.00,87.30,,,,,
705,05/18/24 05:31:45 PM,9.92,87.15,,,,,
706,05/18/24 06:31:45 PM,8.25,87.08,,,,,
707,05/18/24 07:31:45 PM,5.91,86.94,,,,,
708,05/18/24 08:31:45 PM,4.34,86.65,,,,,
709,05/18/24 09:31:45 PM,4.65,86.58,,,,,
710,05/18/24 10:31:45 PM,4.55,86.54,,,,,
711,05/18/24 11:31:45 PM,4.36,86.50,,,,,
712,05/19/24 12:31:45 AM,4.32,86.50,,,,,
713,05/19/24 01:31:45 AM,4.54,86.47,,,,,
714,05/19/24 02:31:45 AM,4.02,86.65,,,,,
715,05/19/24 03:31:45 AM,4.04,86.47,,,,,
716,05/19/24 04:31:45 AM,4.13,86.47,,,,,
717,05/19/24 05:31:45 AM,3.33,86.47,,,,,
718,05/19/24 06:31:45 AM,3.73,86.50,,,,,
719,05/19/24 07:31:45 AM,4.33,86.47,,,,,
720,05/19/24 08:31:45 AM,4.98,86.61,,,,,
721,05/19/24 09:31:45 AM,5.87,86.61,,,,,
722,05/19/24 10:31:45 AM,6.70,86.68,,,,,
723,05/19/24 11:31:45 AM,8.30,86.83,,,,,
724,05/19/24 12:31:45 PM,9.68,87.01,,,,,
725,05/19/24 01:31:45 PM,10.35,87.30,,,,,
726,05/19/24 02:31:45 PM,9.64,87.08,,,,,
727,05/19/24 03:31:45 PM,10.68,87.08,,,,,
728,05/19/24 04:31:45 PM,8.90,87.62,,,,,
729,05/19/24 05:31:45 PM,8.46,87.58,,,,,
730,05/19/24 06:31:45 PM,7.47,87.44,,,,,
731,05/19/24 07:31:45 PM,6.45,87.12,,,,,
732,05/19/24 08:31:45 PM,6.09,86.97,,,,,
733,05/19/24 09:31:45 PM,5.84,86.94,,,,,
734,05/19/24 10:31:45 PM,5.25,86.86,,,,,
735,05/19/24 11:31:45 PM,4.92,86.83,,,,,
736,05/20/24 12:31:45 AM,5.33,86.79,,,,,
737,05/20/24 01:31:45 AM,4.99,86.76,,,,,
738,05/20/24 02:31:45 AM,4.55,86.61,,,,,
739,05/20/24 03:31:45 AM,4.95,86.58,,,,,
740,05/20/24 04:31:45 AM,4.86,86.58,,,,,
741,05/20/24 05:31:45 AM,4.70,86.54,,,,,
742,05/20/24 06:31:45 AM,5.06,86.54,,,,,
743,05/20/24 07:31:45 AM,4.95,86.50,,,,,
744,05/20/24 08:31:45 AM,5.37,86.36,,,,,
745,05/20/24 09:31:45 AM,6.37,86.47,,,,,
746,05/20/24 10:31:45 AM,7.27,86.58,,,,,
747,05/20/24 11:31:45 AM,8.00,86.65,,,,,
748,05/20/24 12:31:45 PM,9.21,86.90,,,,,
749,05/20/24 01:31:45 PM,11.47,87.22,,,,,
750,05/20/24 02:31:45 PM,12.81,87.04,,,,,
751,05/20/24 03:31:45 PM,11.55,87.04,,,,,
752,05/20/24 04:31:45 PM,10.52,86.97,,,,,
753,05/20/24 05:31:45 PM,9.72,86.86,,,,,
754,05/20/24 06:31:45 PM,8.06,86.86,,,,,
755,05/20/24 07:31:45 PM,7.10,87.15,,,,,
756,05/20/24 08:31:45 PM,6.20,86.83,,,,,
757,05/20/24 09:31:45 PM,5.49,86.72,,,,,
758,05/20/24 10:31:45 PM,5.37,86.61,,,,,
759,05/20/24 11:31:45 PM,4.91,86.50,,,,,
760,05/21/24 12:31:45 AM,4.91,86.50,,,,,
761,05/21/24 01:31:45 AM,4.68,86.29,,,,,
762,05/21/24 02:31:45 AM,4.52,86.32,,,,,
763,05/21/24 03:31:45 AM,4.72,86.29,,,,,
764,05/21/24 04:31:45 AM,4.52,86.29,,,,,
765,05/21/24 05:31:45 AM,3.89,86.22,,,,,
766,05/21/24 06:31:45 AM,3.25,86.22,,,,,
767,05/21/24 07:31:45 AM,0.60,86.22,,,,,
768,05/21/24 08:31:45 AM,0.76,86.22,,,,,
769,05/21/24 09:31:45 AM,0.76,86.29,,,,,
770,05/21/24 10:31:45 AM,0.66,86.47,,,,,
771,05/21/24 11:31:45 AM,0.85,86.72,,,,,
772,05/21/24 12:31:45 PM,1.96,86.86,,,,,
773,05/21/24 01:31:45 PM,1.15,87.08,,,,,
774,05/21/24 02:31:45 PM,2.37,87.15,,,,,
775,05/21/24 03:31:45 PM,2.81,87.04,,,,,
776,05/21/24 04:31:45 PM,3.95,86.97,,,,,
777,05/21/24 05:31:45 PM,9.48,86.97,,,,,
778,05/21/24 06:31:45 PM,8.24,87.15,,,,,
779,05/21/24 07:31:45 PM,4.92,86.86,,,,,
780,05/21/24 08:31:45 PM,5.68,86.58,,,,,
781,05/21/24 09:31:45 PM,5.36,86.36,,,,,
782,05/21/24 10:31:45 PM,5.03,86.29,,,,,
783,05/21/24 11:31:45 PM,4.83,86.14,,,,,
784,05/22/24 12:31:45 AM,4.98,86.18,,,,,
785,05/22/24 01:31:45 AM,4.55,86.04,,,,,
786,05/22/24 02:31:45 AM,4.05,85.93,,,,,
787,05/22/24 03:31:45 AM,3.87,85.86,,,,,
788,05/22/24 04:31:45 AM,3.80,85.75,,,,,
789,05/22/24 05:31:45 AM,3.02,85.71,,,,,
790,05/22/24 06:31:45 AM,3.12,85.68,,,,,
791,05/22/24 07:31:45 AM,3.18,85.75,,,,,
792,05/22/24 08:31:45 AM,5.25,85.71,,,,,
793,05/22/24 09:31:45 AM,7.78,85.89,,,,,
794,05/22/24 10:31:45 AM,10.05,86.07,,,,,
795,05/22/24 11:31:45 AM,14.14,86.47,,,,,
796,05/22/24 12:31:45 PM,18.79,86.79,,,,,
797,05/22/24 01:31:45 PM,21.51,87.08,,,,,
798,05/22/24 02:31:45 PM,20.50,87.19,,,,,
799,05/22/24 03:31:45 PM,22.21,87.30,,,,,
800,05/22/24 04:31:45 PM,18.45,87.22,,,,,
801,05/22/24 05:31:45 PM,20.46,87.26,,,,,
802,05/22/24 06:31:45 PM,15.19,87.15,,,,,
803,05/22/24 07:31:45 PM,6.73,86.97,,,,,
804,05/22/24 08:31:45 PM,4.54,86.83,,,,,
805,05/22/24 09:31:45 PM,4.27,86.83,,,,,
806,05/22/24 10:31:45 PM,4.09,86.58,,,,,
807,05/22/24 11:31:45 PM,4.30,86.47,,,,,
808,05/23/24 12:31:45 AM,3.95,86.29,,,,,
809,05/23/24 01:31:45 AM,2.93,86.18,,,,,
810,05/23/24 02:31:45 AM,2.72,85.93,,,,,
811,05/23/24 03:31:45 AM,1.83,85.86,,,,,
812,05/23/24 04:31:45 AM,1.74,85.53,,,,,
813,05/23/24 05:31:45 AM,1.92,85.53,,,,,
814,05/23/24 06:31:45 AM,1.97,85.64,,,,,
815,05/23/24 07:31:45 AM,2.00,85.64,,,,,
816,05/23/24 08:31:45 AM,6.05,85.75,,,,,
817,05/23/24 09:31:45 AM,9.80,85.89,,,,,
818,05/23/24 10:31:45 AM,11.65,86.07,,,,,
819,05/23/24 11:31:45 AM,13.74,86.47,,,,,
820,05/23/24 12:31:45 PM,17.55,86.83,,,,,
821,05/23/24 01:31:45 PM,17.39,87.08,,,,,
822,05/23/24 02:31:45 PM,20.31,87.30,,,,,
823,05/23/24 03:31:45 PM,21.29,87.37,,,,,
824,05/23/24 04:31:45 PM,15.05,87.37,,,,,
825,05/23/24 05:31:45 PM,15.54,87.40,,,,,
826,05/23/24 06:31:45 PM,11.19,87.08,,,,,
827,05/23/24 07:31:45 PM,5.51,86.94,,,,,
828,05/23/24 08:31:45 PM,4.75,87.12,,,,,
829,05/23/24 09:31:45 PM,4.84,87.04,,,,,
830,05/23/24 10:31:45 PM,4.27,86.79,,,,,
831,05/23/24 11:31:45 PM,4.06,86.65,,,,,
832,05/24/24 12:31:45 AM,3.72,86.29,,,,,
833,05/24/24 01:31:45 AM,3.81,86.18,,,,,
834,05/24/24 02:31:45 AM,2.97,86.07,,,,,
835,05/24/24 03:31:45 AM,2.80,85.89,,,,,
836,05/24/24 04:31:45 AM,2.06,85.89,,,,,
837,05/24/24 05:31:45 AM,2.15,85.86,,,,,
838,05/24/24 06:31:45 AM,1.91,85.86,,,,,
839,05/24/24 07:31:45 AM,2.35,85.96,,,,,
840,05/24/24 08:31:45 AM,3.75,86.04,,,,,
841,05/24/24 09:31:45 AM,6.19,86.18,,,,,
842,05/24/24 10:31:45 AM,8.23,86.22,,,,,
843,05/24/24 11:31:45 AM,12.69,86.43,,,,,
844,05/24/24 12:31:45 PM,21.66,86.83,,,,,
845,05/24/24 01:31:45 PM,23.46,86.97,,,,,
846,05/24/24 02:31:45 PM,19.10,87.04,,,,,
847,05/24/24 03:31:45 PM,20.46,87.15,,,,,
848,05/24/24 04:31:45 PM,16.58,87.19,,,,,
849,05/24/24 05:31:45 PM,14.90,87.22,,,,,
850,05/24/24 06:31:45 PM,9.31,87.04,,,,,
851,05/24/24 07:31:45 PM,5.88,86.94,,,,,
852,05/24/24 08:31:45 PM,4.81,86.83,,,,,
853,05/24/24 09:31:45 PM,4.33,86.76,,,,,
854,05/24/24 10:31:45 PM,3.83,86.72,,,,,
855,05/24/24 11:31:45 PM,3.82,86.68,,,,,
856,05/25/24 12:31:45 AM,3.20,86.65,,,,,
857,05/25/24 01:31:45 AM,2.82,86.65,,,,,
858,05/25/24 02:31:45 AM,2.54,86.61,,,,,
859,05/25/24 03:31:45 AM,2.12,86.61,,,,,
860,05/25/24 04:31:45 AM,1.70,86.54,,,,,
861,05/25/24 05:31:45 AM,1.12,86.43,,,,,
862,05/25/24 06:31:45 AM,0.82,86.32,,,,,
863,05/25/24 07:31:45 AM,0.73,86.36,,,,,
864,05/25/24 08:31:45 AM,2.27,86.43,,,,,
865,05/25/24 09:31:45 AM,4.90,86.54,,,,,
866,05/25/24 10:31:45 AM,7.30,86.72,,,,,
867,05/25/24 11:31:45 AM,8.91,86.79,,,,,
868,05/25/24 12:31:45 PM,11.10,86.90,,,,,
869,05/25/24 01:31:45 PM,17.18,87.04,,,,,
870,05/25/24 02:31:45 PM,17.16,87.12,,,,,
871,05/25/24 03:31:45 PM,11.22,87.15,,,,,
872,05/25/24 04:31:45 PM,11.68,87.30,,,,,
873,05/25/24 05:31:45 PM,10.50,87.48,,,,,
874,05/25/24 06:31:45 PM,8.13,87.08,,,,,
875,05/25/24 07:31:45 PM,6.15,86.90,,,,,
876,05/25/24 08:31:45 PM,4.91,86.79,,,,,
877,05/25/24 09:31:45 PM,5.03,87.33,,,,,
878,05/25/24 10:31:45 PM,4.99,87.33,,,,,
879,05/25/24 11:31:45 PM,4.61,87.15,,,,,
880,05/26/24 12:31:45 AM,3.95,87.01,,,,,
881,05/26/24 01:31:45 AM,3.70,87.01,,,,,
882,05/26/24 02:31:45 AM,3.69,86.83,,,,,
883,05/26/24 03:31:45 AM,3.41,86.79,,,,,
884,05/26/24 04:31:45 AM,3.13,86.76,,,,,
885,05/26/24 05:31:45 AM,2.73,86.61,,,,,
886,05/26/24 06:31:45 AM,2.63,86.58,,,,,
887,05/26/24 07:31:45 AM,2.39,86.58,,,,,
888,05/26/24 08:31:45 AM,3.20,86.65,,,,,
889,05/26/24 09:31:45 AM,5.00,86.76,,,,,
890,05/26/24 10:31:45 AM,9.16,86.90,,,,,
891,05/26/24 11:31:45 AM,12.89,86.97,,,,,
892,05/26/24 12:31:45 PM,17.96,87.12,,,,,
893,05/26/24 01:31:45 PM,16.31,87.22,,,,,
894,05/26/24 02:31:45 PM,15.94,87.22,,,,,
895,05/26/24 03:31:45 PM,17.34,87.22,,,,,
896,05/26/24 04:31:45 PM,12.94,87.26,,,,,
897,05/26/24 05:31:45 PM,11.78,87.48,,,,,
898,05/26/24 06:31:45 PM,9.31,87.22,,,,,
899,05/26/24 07:31:45 PM,5.58,86.83,,,,,
900,05/26/24 08:31:45 PM,4.42,86.72,,,,,
901,05/26/24 09:31:45 PM,4.08,86.68,,,,,
902,05/26/24 10:31:45 PM,3.66,86.65,,,,,
903,05/26/24 11:31:45 PM,3.03,86.65,,,,,
904,05/27/24 12:31:45 AM,2.35,86.65,,,,,
905,05/27/24 01:31:45 AM,2.48,86.65,,,,,
906,05/27/24 02:31:45 AM,2.29,86.68,,,,,
907,05/27/24 03:31:45 AM,2.43,86.72,,,,,
908,05/27/24 04:31:45 AM,1.95,86.72,,,,,
909,05/27/24 05:31:45 AM,1.54,86.68,,,,,
910,05/27/24 06:31:45 AM,1.04,86.72,,,,,
911,05/27/24 07:31:45 AM,0.47,86.72,,,,,
912,05/27/24 08:31:45 AM,3.02,86.86,,,,,
913,05/27/24 09:31:45 AM,3.59,86.86,,,,,
914,05/27/24 10:31:45 AM,6.13,86.94,,,,,
