"Plot Title: 21909582"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909582, SEN S/N: 21909582)","Temp, °F (LGR S/N: 21909582, SEN S/N: 21909582)","Coupler Attached (LGR S/N: 21909582)","Stopped (LGR S/N: 21909582)","End Of File (LGR S/N: 21909582)"
490,07/13/24 01:50:08 AM,5.60,86.04,,,
491,07/13/24 02:50:08 AM,5.69,85.96,,,
492,07/13/24 03:50:08 AM,5.00,85.93,,,
493,07/13/24 04:50:08 AM,5.19,85.86,,,
494,07/13/24 05:50:08 AM,5.34,85.75,,,
495,07/13/24 06:50:08 AM,4.29,85.71,,,
496,07/13/24 07:50:08 AM,4.77,85.75,,,
497,07/13/24 08:50:08 AM,4.92,85.75,,,
498,07/13/24 09:50:08 AM,5.37,85.86,,,
499,07/13/24 10:50:08 AM,6.31,85.96,,,
500,07/13/24 11:50:08 AM,9.48,86.22,,,
501,07/13/24 12:50:08 PM,11.12,86.50,,,
502,07/13/24 01:50:08 PM,10.87,86.83,,,
503,07/13/24 02:50:08 PM,8.99,86.68,,,
504,07/13/24 03:50:08 PM,9.13,86.58,,,
505,07/13/24 04:50:08 PM,9.27,86.58,,,
506,07/13/24 05:50:08 PM,8.21,86.43,,,
507,07/13/24 06:50:08 PM,7.14,86.29,,,
508,07/13/24 07:50:08 PM,6.80,86.22,,,
509,07/13/24 08:50:08 PM,6.73,86.22,,,
510,07/13/24 09:50:08 PM,6.29,86.14,,,
511,07/13/24 10:50:08 PM,5.96,86.04,,,
512,07/13/24 11:50:08 PM,5.70,85.93,,,
513,07/14/24 12:50:08 AM,5.59,85.82,,,
514,07/14/24 01:50:08 AM,5.88,85.93,,,
515,07/14/24 02:50:08 AM,5.66,85.86,,,
516,07/14/24 03:50:08 AM,5.29,85.75,,,
517,07/14/24 04:50:08 AM,5.53,85.82,,,
518,07/14/24 05:50:08 AM,5.04,85.71,,,
519,07/14/24 06:50:08 AM,2.91,85.60,,,
520,07/14/24 07:50:08 AM,4.81,85.60,,,
521,07/14/24 08:50:08 AM,4.83,85.86,,,
522,07/14/24 09:50:08 AM,5.25,86.04,,,
523,07/14/24 10:50:08 AM,5.99,86.18,,,
524,07/14/24 11:50:08 AM,5.77,86.43,,,
525,07/14/24 12:50:08 PM,6.77,86.72,,,
526,07/14/24 01:50:08 PM,8.63,86.79,,,
527,07/14/24 02:50:08 PM,8.92,86.94,,,
528,07/14/24 03:50:08 PM,7.39,86.86,,,
529,07/14/24 04:50:08 PM,8.70,87.22,,,
530,07/14/24 05:50:08 PM,7.08,87.40,,,
531,07/14/24 06:50:08 PM,5.93,87.22,,,
532,07/14/24 07:50:08 PM,5.54,86.68,,,
533,07/14/24 08:50:08 PM,6.20,86.58,,,
534,07/14/24 09:50:08 PM,6.00,86.36,,,
535,07/14/24 10:50:08 PM,5.80,86.29,,,
536,07/14/24 11:50:08 PM,5.63,86.18,,,
537,07/15/24 12:50:08 AM,5.23,85.96,,,
538,07/15/24 01:50:08 AM,4.87,85.89,,,
539,07/15/24 02:50:08 AM,5.10,86.04,,,
540,07/15/24 03:50:08 AM,3.70,86.00,,,
541,07/15/24 04:50:08 AM,5.33,86.00,,,
542,07/15/24 05:50:08 AM,4.35,85.89,,,
543,07/15/24 06:50:08 AM,4.58,85.86,,,
544,07/15/24 07:50:08 AM,4.68,85.89,,,
545,07/15/24 08:50:08 AM,5.15,85.93,,,
546,07/15/24 09:50:08 AM,6.00,85.96,,,
547,07/15/24 10:50:08 AM,6.81,86.04,,,
548,07/15/24 11:50:08 AM,7.44,86.36,,,
549,07/15/24 12:50:08 PM,8.73,86.68,,,
550,07/15/24 01:50:08 PM,11.55,86.83,,,
551,07/15/24 02:50:08 PM,13.89,87.01,,,
552,07/15/24 03:50:08 PM,16.20,87.37,,,
553,07/15/24 04:50:08 PM,14.97,87.40,,,
554,07/15/24 05:50:08 PM,10.89,87.04,,,
555,07/15/24 06:50:08 PM,5.98,86.90,,,
556,07/15/24 07:50:08 PM,6.01,86.72,,,
557,07/15/24 08:50:08 PM,4.90,86.47,,,
558,07/15/24 09:50:08 PM,4.88,86.50,,,
559,07/15/24 10:50:08 PM,4.23,86.47,,,
560,07/15/24 11:50:08 PM,4.66,86.36,,,
561,07/16/24 12:50:08 AM,4.20,86.25,,,
562,07/16/24 01:50:08 AM,3.97,86.18,,,
563,07/16/24 02:50:08 AM,3.55,86.04,,,
564,07/16/24 03:50:08 AM,3.25,85.96,,,
565,07/16/24 04:50:08 AM,2.89,85.96,,,
566,07/16/24 05:50:08 AM,2.04,85.86,,,
567,07/16/24 06:50:08 AM,2.61,85.89,,,
568,07/16/24 07:50:08 AM,2.73,86.04,,,
569,07/16/24 08:50:08 AM,2.68,85.89,,,
570,07/16/24 09:50:08 AM,3.56,85.93,,,
571,07/16/24 10:50:08 AM,4.97,86.29,,,
572,07/16/24 11:50:08 AM,4.20,86.54,,,
573,07/16/24 12:50:08 PM,6.05,86.43,,,
574,07/16/24 01:50:08 PM,7.57,87.33,,,
575,07/16/24 02:50:08 PM,8.38,87.87,,,
576,07/16/24 03:50:08 PM,8.08,88.16,,,
577,07/16/24 04:50:08 PM,8.75,86.97,,,
578,07/16/24 05:50:08 PM,8.48,87.04,,,
579,07/16/24 06:50:08 PM,6.06,87.80,,,
580,07/16/24 07:50:08 PM,4.76,87.40,,,
581,07/16/24 08:50:08 PM,4.86,87.37,,,
582,07/16/24 09:50:08 PM,5.46,86.32,,,
583,07/16/24 10:50:08 PM,5.32,86.25,,,
584,07/16/24 11:50:08 PM,5.51,86.18,,,
585,07/17/24 12:50:08 AM,4.68,86.11,,,
586,07/17/24 01:50:08 AM,4.29,86.14,,,
587,07/17/24 02:50:08 AM,4.55,86.11,,,
588,07/17/24 03:50:08 AM,4.30,86.14,,,
589,07/17/24 04:50:08 AM,2.64,86.14,,,
590,07/17/24 05:50:08 AM,2.78,86.18,,,
591,07/17/24 06:50:08 AM,2.19,86.18,,,
592,07/17/24 07:50:08 AM,3.25,86.18,,,
593,07/17/24 08:50:08 AM,3.68,86.22,,,
594,07/17/24 09:50:08 AM,3.49,86.32,,,
595,07/17/24 10:50:08 AM,4.89,86.54,,,
596,07/17/24 11:50:08 AM,5.52,86.79,,,
597,07/17/24 12:50:08 PM,6.26,87.08,,,
598,07/17/24 01:50:08 PM,8.12,87.26,,,
599,07/17/24 02:50:08 PM,9.05,87.62,,,
600,07/17/24 03:50:08 PM,8.64,87.87,,,
601,07/17/24 04:50:08 PM,8.55,88.12,,,
602,07/17/24 05:50:08 PM,7.51,87.66,,,
603,07/17/24 06:50:08 PM,5.28,87.33,,,
604,07/17/24 07:50:08 PM,4.99,87.62,,,
605,07/17/24 08:50:08 PM,5.06,87.55,,,
606,07/17/24 09:50:08 PM,4.81,87.44,,,
607,07/17/24 10:50:08 PM,5.14,86.65,,,
608,07/17/24 11:50:08 PM,5.17,86.68,,,
609,07/18/24 12:50:08 AM,4.78,86.54,,,
610,07/18/24 01:50:08 AM,3.62,86.40,,,
611,07/18/24 02:50:08 AM,3.31,86.29,,,
612,07/18/24 03:50:08 AM,3.56,86.18,,,
613,07/18/24 04:50:08 AM,2.68,86.18,,,
614,07/18/24 05:50:08 AM,2.38,86.18,,,
615,07/18/24 06:50:08 AM,1.15,86.22,,,
616,07/18/24 07:50:08 AM,0.92,86.22,,,
617,07/18/24 08:50:08 AM,2.87,86.43,,,
618,07/18/24 09:50:08 AM,3.22,86.50,,,
619,07/18/24 10:50:08 AM,3.22,86.76,,,
620,07/18/24 11:50:08 AM,3.06,87.01,,,
621,07/18/24 12:50:08 PM,5.76,87.22,,,
622,07/18/24 01:50:08 PM,10.68,87.58,,,
623,07/18/24 02:50:08 PM,13.74,87.87,,,
624,07/18/24 03:50:08 PM,12.31,88.02,,,
625,07/18/24 04:50:08 PM,10.28,88.02,,,
626,07/18/24 05:50:08 PM,9.91,87.66,,,
627,07/18/24 06:50:08 PM,6.85,87.33,,,
628,07/18/24 07:50:08 PM,3.08,87.01,,,
629,07/18/24 08:50:08 PM,2.71,87.40,,,
630,07/18/24 09:50:08 PM,1.82,87.30,,,
631,07/18/24 10:50:08 PM,2.80,86.90,,,
632,07/18/24 11:50:08 PM,3.02,86.58,,,
633,07/19/24 12:50:08 AM,2.82,86.50,,,
634,07/19/24 01:50:08 AM,2.60,86.61,,,
635,07/19/24 02:50:08 AM,1.50,86.58,,,
636,07/19/24 03:50:08 AM,2.41,86.29,,,
637,07/19/24 04:50:08 AM,2.60,86.43,,,
638,07/19/24 05:50:08 AM,2.55,86.76,,,
639,07/19/24 06:50:08 AM,2.62,86.86,,,
640,07/19/24 07:50:08 AM,3.09,86.86,,,
641,07/19/24 08:50:08 AM,3.62,86.86,,,
642,07/19/24 09:50:08 AM,4.44,87.01,,,
643,07/19/24 10:50:08 AM,5.82,86.58,,,
644,07/19/24 11:50:08 AM,6.67,86.61,,,
645,07/19/24 12:50:08 PM,7.56,86.86,,,
646,07/19/24 01:50:08 PM,7.25,87.37,,,
647,07/19/24 02:50:08 PM,6.95,87.30,,,
648,07/19/24 03:50:08 PM,8.50,87.37,,,
649,07/19/24 04:50:08 PM,6.62,87.30,,,
650,07/19/24 05:50:08 PM,5.81,87.19,,,
651,07/19/24 06:50:08 PM,5.66,87.33,,,
652,07/19/24 07:50:08 PM,4.03,87.22,,,
653,07/19/24 08:50:08 PM,3.51,87.01,,,
654,07/19/24 09:50:08 PM,5.25,87.04,,,
655,07/19/24 10:50:08 PM,5.23,87.04,,,
656,07/19/24 11:50:08 PM,5.36,86.76,,,
657,07/20/24 12:50:08 AM,4.98,86.65,,,
658,07/20/24 01:50:08 AM,5.19,86.54,,,
659,07/20/24 02:50:08 AM,5.16,86.43,,,
660,07/20/24 03:50:08 AM,4.89,86.32,,,
661,07/20/24 04:50:08 AM,4.89,86.18,,,
662,07/20/24 05:50:08 AM,3.82,86.43,,,
663,07/20/24 06:50:08 AM,3.93,86.47,,,
664,07/20/24 07:50:08 AM,3.75,86.47,,,
665,07/20/24 08:50:08 AM,3.69,86.47,,,
666,07/20/24 09:50:08 AM,3.84,86.54,,,
667,07/20/24 10:50:08 AM,4.43,86.40,,,
668,07/20/24 11:50:08 AM,5.05,86.54,,,
669,07/20/24 12:50:08 PM,4.93,86.47,,,
670,07/20/24 01:50:08 PM,5.73,86.40,,,
671,07/20/24 02:50:08 PM,4.66,86.25,,,
672,07/20/24 03:50:08 PM,5.18,86.11,,,
673,07/20/24 04:50:08 PM,5.85,86.40,,,
674,07/20/24 05:50:08 PM,5.50,86.58,,,
675,07/20/24 06:50:08 PM,5.81,86.54,,,
676,07/20/24 07:50:08 PM,4.52,86.47,,,
677,07/20/24 08:50:08 PM,4.81,86.40,,,
678,07/20/24 09:50:08 PM,5.23,86.32,,,
679,07/20/24 10:50:08 PM,4.95,86.36,,,
680,07/20/24 11:50:08 PM,4.83,86.32,,,
681,07/21/24 12:50:08 AM,5.27,86.29,,,
682,07/21/24 01:50:08 AM,5.39,86.22,,,
683,07/21/24 02:50:08 AM,5.36,86.25,,,
684,07/21/24 03:50:08 AM,5.42,86.22,,,
685,07/21/24 04:50:08 AM,4.97,86.04,,,
686,07/21/24 05:50:08 AM,4.56,86.00,,,
687,07/21/24 06:50:08 AM,2.75,85.82,,,
688,07/21/24 07:50:08 AM,3.00,85.86,,,
689,07/21/24 08:50:08 AM,4.86,85.68,,,
690,07/21/24 09:50:08 AM,4.66,85.78,,,
691,07/21/24 10:50:08 AM,5.45,85.96,,,
692,07/21/24 11:50:08 AM,5.01,86.07,,,
693,07/21/24 12:50:08 PM,5.96,86.22,,,
694,07/21/24 01:50:08 PM,7.24,86.36,,,
695,07/21/24 02:50:08 PM,7.28,86.50,,,
696,07/21/24 03:50:08 PM,7.03,86.72,,,
697,07/21/24 04:50:08 PM,6.41,86.61,,,
698,07/21/24 05:50:08 PM,6.16,86.22,,,
699,07/21/24 06:50:08 PM,6.48,86.25,,,
700,07/21/24 07:50:08 PM,5.26,86.00,,,
701,07/21/24 08:50:08 PM,4.70,85.89,,,
702,07/21/24 09:50:08 PM,2.80,85.82,,,
703,07/21/24 10:50:08 PM,3.91,85.82,,,
704,07/21/24 11:50:08 PM,5.03,86.00,,,
705,07/22/24 12:50:08 AM,4.90,85.89,,,
706,07/22/24 01:50:08 AM,4.31,85.93,,,
707,07/22/24 02:50:08 AM,5.01,85.93,,,
708,07/22/24 03:50:08 AM,4.79,85.96,,,
709,07/22/24 04:50:08 AM,4.31,85.96,,,
710,07/22/24 05:50:08 AM,1.77,85.86,,,
711,07/22/24 06:50:08 AM,3.37,85.78,,,
712,07/22/24 07:50:08 AM,2.90,85.64,,,
713,07/22/24 08:50:08 AM,4.15,85.53,,,
714,07/22/24 09:50:08 AM,5.40,85.60,,,
715,07/22/24 10:50:08 AM,6.11,85.68,,,
716,07/22/24 11:50:08 AM,7.10,86.11,,,
717,07/22/24 12:50:08 PM,7.47,86.50,,,
718,07/22/24 01:50:08 PM,9.22,86.72,,,
719,07/22/24 02:50:08 PM,5.21,86.86,,,
720,07/22/24 03:50:08 PM,9.45,87.37,,,
721,07/22/24 04:50:08 PM,13.11,87.66,,,
722,07/22/24 05:50:08 PM,13.58,87.44,,,
723,07/22/24 06:50:08 PM,6.58,86.83,,,
724,07/22/24 07:50:08 PM,4.83,86.43,,,
725,07/22/24 08:50:08 PM,4.27,85.93,,,
726,07/22/24 09:50:08 PM,4.39,85.71,,,
727,07/22/24 10:50:08 PM,4.51,85.68,,,
728,07/22/24 11:50:08 PM,3.97,85.53,,,
729,07/23/24 12:50:08 AM,4.56,85.46,,,
730,07/23/24 01:50:08 AM,4.39,85.35,,,
731,07/23/24 02:50:08 AM,4.09,85.28,,,
732,07/23/24 03:50:08 AM,3.49,85.14,,,
733,07/23/24 04:50:08 AM,3.74,85.14,,,
734,07/23/24 05:50:08 AM,4.34,85.10,,,
735,07/23/24 06:50:08 AM,2.89,85.06,,,
736,07/23/24 07:50:08 AM,2.82,85.06,,,
737,07/23/24 08:50:08 AM,3.51,85.14,,,
738,07/23/24 09:50:08 AM,4.38,85.35,,,
739,07/23/24 10:50:08 AM,5.03,85.75,,,
740,07/23/24 11:50:08 AM,4.97,86.11,,,
741,07/23/24 12:50:08 PM,6.70,86.40,,,
742,07/23/24 01:50:08 PM,7.54,86.61,,,
743,07/23/24 02:50:08 PM,7.73,86.79,,,
744,07/23/24 03:50:08 PM,13.68,86.97,,,
745,07/23/24 04:50:08 PM,7.08,87.12,,,
746,07/23/24 05:50:08 PM,12.11,87.30,,,
747,07/23/24 06:50:08 PM,9.35,86.97,,,
748,07/23/24 07:50:08 PM,7.07,86.43,,,
749,07/23/24 08:50:08 PM,4.90,85.96,,,
750,07/23/24 09:50:08 PM,5.07,85.96,,,
751,07/23/24 10:50:08 PM,5.00,86.00,,,
752,07/23/24 11:50:08 PM,5.13,85.96,,,
753,07/24/24 12:50:08 AM,5.16,86.04,,,
754,07/24/24 01:50:08 AM,5.13,86.11,,,
755,07/24/24 02:50:08 AM,4.92,86.18,,,
756,07/24/24 03:50:08 AM,4.61,86.14,,,
757,07/24/24 04:50:08 AM,4.55,86.00,,,
758,07/24/24 05:50:08 AM,4.19,85.78,,,
759,07/24/24 06:50:08 AM,2.31,85.78,,,
760,07/24/24 07:50:08 AM,2.71,85.68,,,
761,07/24/24 08:50:08 AM,3.07,85.50,,,
762,07/24/24 09:50:08 AM,4.15,85.68,,,
763,07/24/24 10:50:08 AM,5.62,86.00,,,
764,07/24/24 11:50:08 AM,6.04,86.29,,,
765,07/24/24 12:50:08 PM,6.89,86.61,,,
766,07/24/24 01:50:08 PM,7.89,86.72,,,
767,07/24/24 02:50:08 PM,7.63,86.83,,,
768,07/24/24 03:50:08 PM,7.98,87.01,,,
769,07/24/24 04:50:08 PM,9.72,87.04,,,
770,07/24/24 05:50:08 PM,8.91,87.01,,,
771,07/24/24 06:50:08 PM,6.94,86.90,,,
772,07/24/24 07:50:08 PM,5.71,87.01,,,
773,07/24/24 08:50:08 PM,4.66,86.83,,,
774,07/24/24 09:50:08 PM,4.44,86.40,,,
775,07/24/24 10:50:08 PM,4.31,86.22,,,
776,07/24/24 11:50:08 PM,4.26,86.22,,,
777,07/25/24 12:50:08 AM,4.25,86.25,,,
778,07/25/24 01:50:08 AM,4.25,86.25,,,
779,07/25/24 02:50:08 AM,3.99,86.22,,,
780,07/25/24 03:50:08 AM,4.61,86.18,,,
781,07/25/24 04:50:08 AM,3.25,86.11,,,
782,07/25/24 05:50:08 AM,3.69,86.00,,,
783,07/25/24 06:50:08 AM,3.35,85.93,,,
784,07/25/24 07:50:08 AM,2.97,85.78,,,
785,07/25/24 08:50:08 AM,3.54,85.68,,,
786,07/25/24 09:50:08 AM,4.88,86.07,,,
787,07/25/24 10:50:08 AM,5.17,86.32,,,
788,07/25/24 11:50:08 AM,5.05,86.61,,,
789,07/25/24 12:50:08 PM,4.70,86.61,,,
790,07/25/24 01:50:08 PM,6.85,86.83,,,
791,07/25/24 02:50:08 PM,5.89,86.50,,,
792,07/25/24 03:50:08 PM,4.47,86.14,,,
793,07/25/24 04:50:08 PM,4.86,86.29,,,
794,07/25/24 05:50:08 PM,9.29,86.61,,,
795,07/25/24 06:50:08 PM,5.85,86.36,,,
796,07/25/24 07:50:08 PM,5.13,86.32,,,
797,07/25/24 08:50:08 PM,4.40,86.14,,,
798,07/25/24 09:50:08 PM,4.38,86.07,,,
799,07/25/24 10:50:08 PM,4.59,86.04,,,
800,07/25/24 11:50:08 PM,4.71,86.00,,,
801,07/26/24 12:50:08 AM,4.97,85.96,,,
802,07/26/24 01:50:08 AM,3.17,85.93,,,
803,07/26/24 02:50:08 AM,3.50,85.89,,,
804,07/26/24 03:50:08 AM,3.23,85.89,,,
805,07/26/24 04:50:08 AM,3.21,85.86,,,
806,07/26/24 05:50:08 AM,3.47,85.86,,,
807,07/26/24 06:50:08 AM,3.08,85.35,,,
808,07/26/24 07:50:08 AM,3.02,85.46,,,
809,07/26/24 08:50:08 AM,3.10,85.57,,,
810,07/26/24 09:50:08 AM,4.25,85.82,,,
811,07/26/24 10:50:08 AM,6.09,86.07,,,
812,07/26/24 11:50:08 AM,7.25,86.22,,,
813,07/26/24 12:50:08 PM,7.92,86.50,,,
814,07/26/24 01:50:08 PM,9.29,86.90,,,
815,07/26/24 02:50:08 PM,8.47,86.90,,,
816,07/26/24 03:50:08 PM,9.03,86.72,,,
817,07/26/24 04:50:08 PM,9.50,86.50,,,
818,07/26/24 05:50:08 PM,8.62,86.36,,,
819,07/26/24 06:50:08 PM,6.02,86.25,,,
820,07/26/24 07:50:08 PM,5.19,86.29,,,
821,07/26/24 08:50:08 PM,5.12,86.22,,,
822,07/26/24 09:50:08 PM,4.66,86.04,,,
823,07/26/24 10:50:08 PM,5.41,86.40,,,
824,07/26/24 11:50:08 PM,4.90,86.43,,,
825,07/27/24 12:50:08 AM,5.06,86.40,,,
826,07/27/24 01:50:08 AM,4.49,86.36,,,
827,07/27/24 02:50:08 AM,3.25,86.29,,,
828,07/27/24 03:50:08 AM,3.08,85.93,,,
829,07/27/24 04:50:08 AM,1.59,85.68,,,
830,07/27/24 05:50:08 AM,2.04,85.64,,,
831,07/27/24 06:50:08 AM,2.08,85.86,,,
832,07/27/24 07:50:08 AM,1.78,85.86,,,
833,07/27/24 08:50:08 AM,2.78,85.89,,,
834,07/27/24 09:50:08 AM,3.69,86.00,,,
835,07/27/24 10:50:08 AM,3.81,86.29,,,
836,07/27/24 11:50:08 AM,5.63,86.43,,,
837,07/27/24 12:50:08 PM,5.45,86.50,,,
838,07/27/24 01:50:08 PM,5.72,86.86,,,
839,07/27/24 02:50:08 PM,6.62,87.26,,,
840,07/27/24 03:50:08 PM,9.06,87.73,,,
841,07/27/24 04:50:08 PM,7.21,87.73,,,
842,07/27/24 05:50:08 PM,9.31,87.26,,,
843,07/27/24 06:50:08 PM,6.09,86.79,,,
844,07/27/24 07:50:08 PM,5.18,86.47,,,
845,07/27/24 08:50:08 PM,5.11,86.32,,,
846,07/27/24 09:50:08 PM,5.16,86.29,,,
847,07/27/24 10:50:08 PM,5.51,86.22,,,
848,07/27/24 11:50:08 PM,5.27,86.18,,,
849,07/28/24 12:50:08 AM,4.66,86.07,,,
850,07/28/24 01:50:08 AM,4.90,86.22,,,
851,07/28/24 02:50:08 AM,4.42,86.14,,,
852,07/28/24 03:50:08 AM,4.77,86.25,,,
853,07/28/24 04:50:08 AM,4.42,86.25,,,
854,07/28/24 05:50:08 AM,3.43,86.00,,,
855,07/28/24 06:50:08 AM,2.77,85.71,,,
856,07/28/24 07:50:08 AM,3.24,85.96,,,
857,07/28/24 08:50:08 AM,5.52,86.18,,,
858,07/28/24 09:50:08 AM,7.03,86.25,,,
859,07/28/24 10:50:08 AM,7.93,86.36,,,
860,07/28/24 11:50:08 AM,10.51,86.68,,,
861,07/28/24 12:50:08 PM,12.16,86.83,,,
862,07/28/24 01:50:08 PM,12.04,86.83,,,
863,07/28/24 02:50:08 PM,15.25,86.97,,,
864,07/28/24 03:50:08 PM,14.48,87.04,,,
865,07/28/24 04:50:08 PM,12.45,86.97,,,
866,07/28/24 05:50:08 PM,10.32,87.01,,,
867,07/28/24 06:50:08 PM,7.05,86.65,,,
868,07/28/24 07:50:08 PM,5.62,86.54,,,
869,07/28/24 08:50:08 PM,4.81,86.43,,,
870,07/28/24 09:50:08 PM,4.22,86.14,,,
871,07/28/24 10:50:08 PM,4.20,86.07,,,
872,07/28/24 11:50:08 PM,3.62,85.86,,,
873,07/29/24 12:50:08 AM,3.53,85.78,,,
874,07/29/24 01:50:08 AM,3.67,86.00,,,
875,07/29/24 02:50:08 AM,3.10,86.04,,,
876,07/29/24 03:50:08 AM,3.09,86.00,,,
877,07/29/24 04:50:08 AM,1.36,86.00,,,
878,07/29/24 05:50:08 AM,0.80,86.07,,,
879,07/29/24 06:50:08 AM,0.85,86.00,,,
880,07/29/24 07:50:08 AM,0.76,85.89,,,
881,07/29/24 08:50:08 AM,1.06,85.93,,,
882,07/29/24 09:50:08 AM,1.89,86.11,,,
883,07/29/24 10:50:08 AM,2.40,86.40,,,
884,07/29/24 11:50:08 AM,2.16,86.72,,,
885,07/29/24 12:50:08 PM,2.56,87.12,,,
886,07/29/24 01:50:08 PM,2.39,87.01,,,
887,07/29/24 02:50:08 PM,3.53,87.19,,,
888,07/29/24 03:50:08 PM,3.13,87.22,,,
889,07/29/24 04:50:08 PM,3.04,87.40,,,
890,07/29/24 05:50:08 PM,3.06,87.19,,,
891,07/29/24 06:50:08 PM,1.86,86.76,,,
892,07/29/24 07:50:08 PM,1.98,86.58,,,
893,07/29/24 08:50:08 PM,2.49,86.25,,,
894,07/29/24 09:50:08 PM,1.64,86.18,,,
895,07/29/24 10:50:08 PM,1.69,86.14,,,
896,07/29/24 11:50:08 PM,1.58,86.11,,,
897,07/30/24 12:50:08 AM,1.59,86.07,,,
898,07/30/24 01:50:08 AM,1.81,86.04,,,
899,07/30/24 02:50:08 AM,1.75,85.89,,,
900,07/30/24 03:50:08 AM,2.43,85.96,,,
901,07/30/24 04:50:08 AM,1.20,86.00,,,
902,07/30/24 05:50:08 AM,1.18,86.04,,,
903,07/30/24 06:50:08 AM,1.41,85.93,,,
904,07/30/24 07:50:08 AM,1.26,86.04,,,
905,07/30/24 08:50:08 AM,1.03,85.93,,,
906,07/30/24 09:50:08 AM,1.88,86.14,,,
907,07/30/24 10:50:08 AM,1.56,86.22,,,
908,07/30/24 11:50:08 AM,1.93,86.29,,,
909,07/30/24 12:50:08 PM,2.18,86.65,,,
910,07/30/24 01:50:08 PM,2.05,87.01,,,
911,07/30/24 02:50:08 PM,2.36,87.19,,,
912,07/30/24 03:50:08 PM,2.29,87.01,,,
913,07/30/24 04:50:08 PM,2.74,87.01,,,
914,07/30/24 05:50:08 PM,1.80,87.19,,,
915,07/30/24 06:50:08 PM,2.06,86.90,,,
916,07/30/24 07:50:08 PM,1.47,86.76,,,
917,07/30/24 08:50:08 PM,6.01,86.58,,,
918,07/30/24 09:50:08 PM,6.30,86.43,,,
919,07/30/24 10:50:08 PM,5.98,86.32,,,
920,07/30/24 11:50:08 PM,5.95,86.29,,,
921,07/31/24 12:50:08 AM,5.72,86.11,,,
922,07/31/24 01:50:08 AM,5.73,85.96,,,
923,07/31/24 02:50:08 AM,5.75,85.86,,,
924,07/31/24 03:50:08 AM,5.15,85.71,,,
925,07/31/24 04:50:08 AM,5.30,85.86,,,
926,07/31/24 05:50:08 AM,4.90,85.86,,,
927,07/31/24 06:50:08 AM,4.55,85.82,,,
928,07/31/24 07:50:08 AM,4.46,85.82,,,
929,07/31/24 08:50:08 AM,5.22,85.86,,,
930,07/31/24 09:50:08 AM,5.93,85.75,,,
931,07/31/24 10:50:08 AM,7.55,86.29,,,
932,07/31/24 11:50:08 AM,8.97,86.86,,,
933,07/31/24 12:50:08 PM,10.15,87.04,,,
934,07/31/24 01:50:08 PM,11.42,87.40,,,
935,07/31/24 02:50:08 PM,12.14,87.84,,,
936,07/31/24 03:50:08 PM,11.78,87.98,,,
937,07/31/24 04:50:08 PM,11.84,87.58,,,
938,07/31/24 05:50:08 PM,10.66,87.40,,,
939,07/31/24 06:50:08 PM,9.71,87.48,,,
940,07/31/24 07:50:08 PM,6.83,87.08,,,
941,07/31/24 08:50:08 PM,5.80,86.86,,,
942,07/31/24 09:50:08 PM,5.71,86.79,,,
943,07/31/24 10:50:08 PM,5.94,86.79,,,
944,07/31/24 11:50:08 PM,5.99,86.36,,,
945,08/01/24 12:50:08 AM,5.27,86.11,,,
946,08/01/24 01:50:08 AM,4.25,85.60,,,
947,08/01/24 02:50:08 AM,3.30,85.53,,,
948,08/01/24 03:50:08 AM,3.70,85.53,,,
949,08/01/24 04:50:08 AM,3.75,85.75,,,
950,08/01/24 05:50:08 AM,4.21,85.96,,,
951,08/01/24 06:50:08 AM,2.05,86.00,,,
952,08/01/24 07:50:08 AM,2.43,85.82,,,
953,08/01/24 08:50:08 AM,3.63,85.96,,,
954,08/01/24 09:50:08 AM,4.62,86.22,,,
955,08/01/24 10:50:08 AM,5.41,86.18,,,
956,08/01/24 11:50:08 AM,5.68,86.29,,,
957,08/01/24 12:50:08 PM,5.81,86.50,,,
958,08/01/24 01:50:08 PM,4.04,86.11,,,
959,08/01/24 02:50:08 PM,4.82,86.18,,,
960,08/01/24 03:50:08 PM,8.01,86.18,,,
961,08/01/24 04:50:08 PM,11.56,86.72,,,
962,08/01/24 05:50:08 PM,8.47,86.72,,,
963,08/01/24 06:50:08 PM,8.00,86.43,,,
964,08/01/24 07:50:08 PM,7.03,86.25,,,
965,08/01/24 08:50:08 PM,6.58,86.14,,,
966,08/01/24 09:50:08 PM,6.31,86.00,,,
967,08/01/24 10:50:08 PM,6.34,86.04,,,
968,08/01/24 11:50:08 PM,6.60,85.93,,,
969,08/02/24 12:50:08 AM,6.43,85.96,,,
970,08/02/24 01:50:08 AM,6.19,85.93,,,
971,08/02/24 02:50:08 AM,6.28,85.93,,,
972,08/02/24 03:50:08 AM,6.29,85.93,,,
973,08/02/24 04:50:08 AM,5.76,85.86,,,
974,08/02/24 05:50:08 AM,5.28,85.71,,,
975,08/02/24 06:50:08 AM,4.57,85.82,,,
976,08/02/24 07:50:08 AM,3.80,85.21,,,
977,08/02/24 08:50:08 AM,4.80,85.46,,,
978,08/02/24 09:50:08 AM,5.86,85.57,,,
979,08/02/24 10:50:08 AM,6.21,85.68,,,
980,08/02/24 11:50:08 AM,8.47,85.68,,,
981,08/02/24 12:50:08 PM,8.38,86.00,,,
982,08/02/24 01:50:08 PM,10.35,86.40,,,
983,08/02/24 02:50:08 PM,10.64,86.54,,,
